pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
ff 30,edge-list,982444,struct-edge-list,1010710,vertex-pull,9844590,vertex-pull-nodiv,4185980,vertex-pull-warp,7091760,vertex-pull-warp-nodiv,4474400,vertex-push,15599800,vertex-push-warp,5571270
ff 15,edge-list,571456,struct-edge-list,613189,vertex-pull,3870910,vertex-pull-nodiv,1772180,vertex-pull-warp,3783460,vertex-pull-warp-nodiv,2613810,vertex-push,15488700,vertex-push-warp,3884800
ff 05,edge-list,451414,struct-edge-list,487997,vertex-pull,1526740,vertex-pull-nodiv,910651,vertex-pull-warp,2850700,vertex-pull-warp-nodiv,2028930,vertex-push,5983610,vertex-push-warp,2899820
re 50,edge-list,1139340,struct-edge-list,1243630,vertex-pull,11615500,vertex-pull-nodiv,5107760,vertex-pull-warp,8161790,vertex-pull-warp-nodiv,6459170,vertex-push,8092420,vertex-push-warp,7117480
re 30,edge-list,812837,struct-edge-list,825676,vertex-pull,5984720,vertex-pull-nodiv,2673880,vertex-pull-warp,4871670,vertex-pull-warp-nodiv,3767240,vertex-push,3662610,vertex-push-warp,4295150
re 15,edge-list,518735,struct-edge-list,532180,vertex-pull,2315240,vertex-pull-nodiv,1176350,vertex-pull-warp,3539650,vertex-pull-warp-nodiv,2579800,vertex-push,1771500,vertex-push-warp,2556940
re 05,edge-list,436953,struct-edge-list,521482,vertex-pull,872826,vertex-pull-nodiv,562560,vertex-pull-warp,2809880,vertex-pull-warp-nodiv,1976840,vertex-push,663707,vertex-push-warp,2000900
rw 50,edge-list,1201800,struct-edge-list,1262580,vertex-pull,31279100,vertex-pull-nodiv,12806300,vertex-pull-warp,9416850,vertex-pull-warp-nodiv,6496670,vertex-push,14307000,vertex-push-warp,7642370
rw 30,edge-list,759139,struct-edge-list,827337,vertex-pull,23873100,vertex-pull-nodiv,9605390,vertex-pull-warp,5678670,vertex-pull-warp-nodiv,4034610,vertex-push,6671710,vertex-push-warp,4502700
rw 15,edge-list,533996,struct-edge-list,588915,vertex-pull,11296800,vertex-pull-nodiv,4725310,vertex-pull-warp,3764220,vertex-pull-warp-nodiv,2672510,vertex-push,2613670,vertex-push-warp,2789100
rw 05,edge-list,442053,struct-edge-list,501853,vertex-pull,3498670,vertex-pull-nodiv,1585930,vertex-pull-warp,2804700,vertex-pull-warp-nodiv,2006140,vertex-push,966763,vertex-push-warp,2079440
,,,,,,,,,,,,,,,,
facebook-wosn-links.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,5529270,struct-edge-list,5518050,vertex-pull,29319500,vertex-pull-nodiv,13118300,vertex-pull-warp,17262300,vertex-pull-warp-nodiv,11377100,vertex-push,17855900,vertex-push-warp,12655300
ff 50,edge-list,1567180,struct-edge-list,1624830,vertex-pull,21348400,vertex-pull-nodiv,8764080,vertex-pull-warp,9802670,vertex-pull-warp-nodiv,6136760,vertex-push,12442400,vertex-push-warp,7047130
ff 30,edge-list,979388,struct-edge-list,1064270,vertex-pull,19842800,vertex-pull-nodiv,8049550,vertex-pull-warp,8345270,vertex-pull-warp-nodiv,4359130,vertex-push,11344300,vertex-push-warp,4878810
ff 15,edge-list,627510,struct-edge-list,676539,vertex-pull,18154400,vertex-pull-nodiv,7308960,vertex-pull-warp,6657150,vertex-pull-warp-nodiv,3406180,vertex-push,10287500,vertex-push-warp,3921810
ff 05,edge-list,481458,struct-edge-list,521979,vertex-pull,13271600,vertex-pull-nodiv,5380790,vertex-pull-warp,3992580,vertex-pull-warp-nodiv,2295110,vertex-push,7549310,vertex-push-warp,2547080
re 50,edge-list,945170,struct-edge-list,1024090,vertex-pull,2398790,vertex-pull-nodiv,1325820,vertex-pull-warp,6962760,vertex-pull-warp-nodiv,4531000,vertex-push,1607340,vertex-push-warp,5026190
re 30,edge-list,681026,struct-edge-list,750256,vertex-pull,1328540,vertex-pull-nodiv,861002,vertex-pull-warp,3970160,vertex-pull-warp-nodiv,3088360,vertex-push,965319,vertex-push-warp,3182300
re 15,edge-list,474758,struct-edge-list,536232,vertex-pull,714098,vertex-pull-nodiv,517358,vertex-pull-warp,3106540,vertex-pull-warp-nodiv,2309980,vertex-push,551694,vertex-push-warp,2377310
re 05,edge-list,429006,struct-edge-list,502922,vertex-pull,567534,vertex-pull-nodiv,434614,vertex-pull-warp,2717060,vertex-pull-warp-nodiv,1951960,vertex-push,440259,vertex-push-warp,2017430
rw 50,edge-list,1000360,struct-edge-list,1044190,vertex-pull,2337380,vertex-pull-nodiv,1313120,vertex-pull-warp,6889990,vertex-pull-warp-nodiv,4525990,vertex-push,1611780,vertex-push-warp,5028900
rw 30,edge-list,730310,struct-edge-list,772709,vertex-pull,1585970,vertex-pull-nodiv,947522,vertex-pull-warp,3983670,vertex-pull-warp-nodiv,3076740,vertex-push,1098200,vertex-push-warp,3185000
rw 15,edge-list,484796,struct-edge-list,538935,vertex-pull,837617,vertex-pull-nodiv,561494,vertex-pull-warp,3106670,vertex-pull-warp-nodiv,2308570,vertex-push,618096,vertex-push-warp,2376300
rw 05,edge-list,433544,struct-edge-list,498251,vertex-pull,805416,vertex-pull-nodiv,526006,vertex-pull-warp,2728180,vertex-pull-warp-nodiv,1951940,vertex-push,577199,vertex-push-warp,2017090
,,,,,,,,,,,,,,,,
flickrEdges.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,13618300,struct-edge-list,13651800,vertex-pull,135031000,vertex-pull-nodiv,56830200,vertex-pull-warp,33647700,vertex-pull-warp-nodiv,20476200,vertex-push,78221100,vertex-push-warp,22534800
ff 50,edge-list,9415890,struct-edge-list,9494910,vertex-pull,98781800,vertex-pull-nodiv,40384200,vertex-pull-warp,28845400,vertex-pull-warp-nodiv,14248500,vertex-push,56156700,vertex-push-warp,17433600
ff 30,edge-list,5265530,struct-edge-list,5321330,vertex-pull,93213700,vertex-pull-nodiv,37809500,vertex-pull-warp,27515000,vertex-pull-warp-nodiv,12063100,vertex-push,52791500,vertex-push-warp,15068900
ff 15,edge-list,4635840,struct-edge-list,4663500,vertex-pull,93633900,vertex-pull-nodiv,37758400,vertex-pull-warp,28309900,vertex-pull-warp-nodiv,11006800,vertex-push,52769600,vertex-push-warp,14029300
ff 05,edge-list,1677820,struct-edge-list,1709700,vertex-pull,31481600,vertex-pull-nodiv,12530800,vertex-pull-warp,22828600,vertex-pull-warp-nodiv,8308160,vertex-push,18035800,vertex-push-warp,10852400
re 50,edge-list,2082800,struct-edge-list,2057100,vertex-pull,11040900,vertex-pull-nodiv,4993510,vertex-pull-warp,11532100,vertex-pull-warp-nodiv,9414220,vertex-push,6676400,vertex-push-warp,10304100
re 30,edge-list,1075280,struct-edge-list,1027580,vertex-pull,4084980,vertex-pull-nodiv,1983590,vertex-pull-warp,6948110,vertex-pull-warp-nodiv,4535590,vertex-push,2554010,vertex-push-warp,5029990
re 15,edge-list,613781,struct-edge-list,575162,vertex-pull,1477630,vertex-pull-nodiv,847049,vertex-pull-warp,3604080,vertex-pull-warp-nodiv,2714250,vertex-push,1011090,vertex-push-warp,2771510
re 05,edge-list,502222,struct-edge-list,513365,vertex-pull,612511,vertex-pull-nodiv,462208,vertex-pull-warp,2810300,vertex-pull-warp-nodiv,2046380,vertex-push,479030,vertex-push-warp,2108540
rw 50,edge-list,1621230,struct-edge-list,1647460,vertex-pull,18573500,vertex-pull-nodiv,7906300,vertex-pull-warp,11540400,vertex-pull-warp-nodiv,9211390,vertex-push,10840500,vertex-push-warp,8514200
rw 30,edge-list,956619,struct-edge-list,994852,vertex-pull,10279900,vertex-pull-nodiv,4385280,vertex-pull-warp,7318080,vertex-pull-warp-nodiv,4527690,vertex-push,6011010,vertex-push-warp,5012360
rw 15,edge-list,635461,struct-edge-list,574009,vertex-pull,4624510,vertex-pull-nodiv,2092720,vertex-pull-warp,3728000,vertex-pull-warp-nodiv,2742970,vertex-push,2816640,vertex-push-warp,2808290
rw 05,edge-list,522081,struct-edge-list,455214,vertex-pull,1663920,vertex-pull-nodiv,888315,vertex-pull-warp,2878420,vertex-pull-warp-nodiv,2048530,vertex-push,1090320,vertex-push-warp,2109960
,,,,,,,,,,,,,,,,
flickr-growth.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,115093000,struct-edge-list,115923000,vertex-pull,817595000,vertex-pull-nodiv,286792000,vertex-pull-warp,544467000,vertex-pull-warp-nodiv,355470000,vertex-push,534055000,vertex-push-warp,401955000
ff 50,edge-list,64145200,struct-edge-list,64669200,vertex-pull,461660000,vertex-pull-nodiv,172013000,vertex-pull-warp,288115000,vertex-pull-warp-nodiv,183060000,vertex-push,295387000,vertex-push-warp,216333000
ff 30,edge-list,34280600,struct-edge-list,34630800,vertex-pull,238542000,vertex-pull-nodiv,107822000,vertex-pull-warp,153420000,vertex-pull-warp-nodiv,103794000,vertex-push,278419000,vertex-push-warp,131297000
ff 15,edge-list,12111400,struct-edge-list,12277000,vertex-pull,78529200,vertex-pull-nodiv,35639800,vertex-pull-warp,67943200,vertex-pull-warp-nodiv,50310600,vertex-push,260902000,vertex-push-warp,63811600
ff 05,edge-list,3142420,struct-edge-list,3205390,vertex-pull,13566400,vertex-pull-nodiv,6913180,vertex-pull-warp,23433400,vertex-pull-warp-nodiv,16485200,vertex-push,120727000,vertex-push-warp,26410800
re 50,edge-list,29112100,struct-edge-list,29542200,vertex-pull,133791000,vertex-pull-nodiv,58482700,vertex-pull-warp,200017000,vertex-pull-warp-nodiv,154123000,vertex-push,89470900,vertex-push-warp,166327000
re 30,edge-list,14417400,struct-edge-list,14655900,vertex-pull,48046700,vertex-pull-nodiv,26182100,vertex-pull-warp,112390000,vertex-pull-warp-nodiv,91206600,vertex-push,35322500,vertex-push-warp,97638400
re 15,edge-list,6381750,struct-edge-list,6482270,vertex-pull,15729400,vertex-pull-nodiv,10445500,vertex-pull-warp,56180000,vertex-pull-warp-nodiv,46749100,vertex-push,11946800,vertex-push-warp,50333700
re 05,edge-list,2251940,struct-edge-list,2305120,vertex-pull,3747600,vertex-pull-nodiv,2836960,vertex-pull-warp,18842900,vertex-pull-warp-nodiv,15650400,vertex-push,3134320,vertex-push-warp,16979200
rw 50,edge-list,21214500,struct-edge-list,21622600,vertex-pull,62134900,vertex-pull-nodiv,37868900,vertex-pull-warp,187254000,vertex-pull-warp-nodiv,150444000,vertex-push,29247100,vertex-push-warp,158506000
rw 30,edge-list,12042300,struct-edge-list,12314400,vertex-pull,30511700,vertex-pull-nodiv,20120100,vertex-pull-warp,112826000,vertex-pull-warp-nodiv,91777200,vertex-push,17279600,vertex-push-warp,95890300
rw 15,edge-list,6027940,struct-edge-list,6147960,vertex-pull,12380100,vertex-pull-nodiv,9108400,vertex-pull-warp,58695300,vertex-pull-warp-nodiv,47631400,vertex-push,8369720,vertex-push-warp,50327300
rw 05,edge-list,2395060,struct-edge-list,2381580,vertex-pull,4356310,vertex-pull-nodiv,3041980,vertex-pull-warp,19870800,vertex-pull-warp-nodiv,16043800,vertex-push,3171850,vertex-push-warp,17097600
,,,,,,,,,,,,,,,,
flickr-links.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,101147000,struct-edge-list,102020000,vertex-pull,797581000,vertex-pull-nodiv,328479000,vertex-pull-warp,441369000,vertex-pull-warp-nodiv,277393000,vertex-push,442956000,vertex-push-warp,305974000
ff 50,edge-list,74818600,struct-edge-list,75290300,vertex-pull,642911000,vertex-pull-nodiv,280145000,vertex-pull-warp,271549000,vertex-pull-warp-nodiv,156129000,vertex-push,381484000,vertex-push-warp,176660000
ff 30,edge-list,40625100,struct-edge-list,40977700,vertex-pull,561237000,vertex-pull-nodiv,241273000,vertex-pull-warp,142129000,vertex-pull-warp-nodiv,87265900,vertex-push,331476000,vertex-push-warp,96900000
ff 15,edge-list,15199900,struct-edge-list,15310300,vertex-pull,495386000,vertex-pull-nodiv,199968000,vertex-pull-warp,84138700,vertex-pull-warp-nodiv,40288900,vertex-push,281087000,vertex-push-warp,43694100
ff 05,edge-list,4744590,struct-edge-list,4873800,vertex-pull,258450000,vertex-pull-nodiv,103751000,vertex-pull-warp,68507100,vertex-pull-warp-nodiv,25939000,vertex-push,144896000,vertex-push-warp,32847500
re 50,edge-list,32908700,struct-edge-list,33147700,vertex-pull,201856000,vertex-pull-nodiv,97082700,vertex-pull-warp,160513000,vertex-pull-warp-nodiv,118913000,vertex-push,127729000,vertex-push-warp,125216000
re 30,edge-list,15116700,struct-edge-list,15330200,vertex-pull,81779100,vertex-pull-nodiv,39253900,vertex-pull-warp,92104500,vertex-pull-warp-nodiv,69812600,vertex-push,51098600,vertex-push-warp,73181000
re 15,edge-list,6138410,struct-edge-list,6294320,vertex-pull,25935300,vertex-pull-nodiv,13449900,vertex-pull-warp,45679800,vertex-pull-warp-nodiv,35919700,vertex-push,16802800,vertex-push-warp,37408400
re 05,edge-list,1875540,struct-edge-list,1913540,vertex-pull,4796220,vertex-pull-nodiv,3054670,vertex-pull-warp,15309800,vertex-pull-warp-nodiv,12102000,vertex-push,3403360,vertex-push-warp,12230000
rw 50,edge-list,20883400,struct-edge-list,21172900,vertex-pull,109366000,vertex-pull-nodiv,53634500,vertex-pull-warp,148912000,vertex-pull-warp-nodiv,114844000,vertex-push,67418300,vertex-push-warp,120400000
rw 30,edge-list,11345800,struct-edge-list,11543800,vertex-pull,48430300,vertex-pull-nodiv,24615200,vertex-pull-warp,87324500,vertex-pull-warp-nodiv,68669800,vertex-push,30156100,vertex-push-warp,71512400
rw 15,edge-list,5427380,struct-edge-list,5534370,vertex-pull,20113700,vertex-pull-nodiv,10985400,vertex-pull-warp,45023500,vertex-pull-warp-nodiv,35693600,vertex-push,13147000,vertex-push-warp,37149500
rw 05,edge-list,1912100,struct-edge-list,1902190,vertex-pull,6139570,vertex-pull-nodiv,3587740,vertex-pull-warp,15313100,vertex-pull-warp-nodiv,12098900,vertex-push,4200350,vertex-push-warp,12244900
,,,,,,,,,,,,,,,,
flixster.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,80661300,struct-edge-list,81527200,vertex-pull,304394000,vertex-pull-nodiv,115194000,vertex-pull-warp,458499000,vertex-pull-warp-nodiv,344081000,vertex-push,145173000,vertex-push-warp,367000000
ff 50,edge-list,36069200,struct-edge-list,36597100,vertex-pull,122882000,vertex-pull-nodiv,48834500,vertex-pull-warp,230176000,vertex-pull-warp-nodiv,173000000,vertex-push,56318400,vertex-push-warp,182258000
ff 30,edge-list,20110100,struct-edge-list,20421400,vertex-pull,53058900,vertex-pull-nodiv,23562800,vertex-pull-warp,134186000,vertex-pull-warp-nodiv,102596000,vertex-push,26061100,vertex-push-warp,108096000
ff 15,edge-list,9706640,struct-edge-list,9947610,vertex-pull,25850400,vertex-pull-nodiv,14894100,vertex-pull-warp,67875600,vertex-pull-warp-nodiv,53681300,vertex-push,18071200,vertex-push-warp,55853000
ff 05,edge-list,3273430,struct-edge-list,3375480,vertex-pull,21261200,vertex-pull-nodiv,10050400,vertex-pull-warp,25479900,vertex-pull-warp-nodiv,18308300,vertex-push,12698400,vertex-push-warp,19362400
re 50,edge-list,36440900,struct-edge-list,36759400,vertex-pull,87461200,vertex-pull-nodiv,40456400,vertex-pull-warp,227655000,vertex-pull-warp-nodiv,171167000,vertex-push,46240400,vertex-push-warp,180778000
re 30,edge-list,16689000,struct-edge-list,16918800,vertex-pull,40513800,vertex-pull-nodiv,20106100,vertex-pull-warp,130368000,vertex-pull-warp-nodiv,101068000,vertex-push,21594000,vertex-push-warp,105375000
re 15,edge-list,7473540,struct-edge-list,7618690,vertex-pull,15128000,vertex-pull-nodiv,8728070,vertex-pull-warp,65553700,vertex-pull-warp-nodiv,51995300,vertex-push,8769080,vertex-push-warp,54094400
re 05,edge-list,2509880,struct-edge-list,2564660,vertex-pull,3811020,vertex-pull-nodiv,2927550,vertex-pull-warp,22802000,vertex-pull-warp-nodiv,18008200,vertex-push,2743350,vertex-push-warp,18194300
rw 50,edge-list,35004300,struct-edge-list,35348600,vertex-pull,105151000,vertex-pull-nodiv,42986700,vertex-pull-warp,225544000,vertex-pull-warp-nodiv,170809000,vertex-push,49221100,vertex-push-warp,179494000
rw 30,edge-list,17129500,struct-edge-list,17398400,vertex-pull,50574900,vertex-pull-nodiv,22162600,vertex-pull-warp,131496000,vertex-pull-warp-nodiv,101235000,vertex-push,24338900,vertex-push-warp,105601000
rw 15,edge-list,8038990,struct-edge-list,8220300,vertex-pull,20492100,vertex-pull-nodiv,9797310,vertex-pull-warp,66636900,vertex-pull-warp-nodiv,52093200,vertex-push,10411200,vertex-push-warp,54199300
rw 05,edge-list,2754050,struct-edge-list,2831320,vertex-pull,5131100,vertex-pull-nodiv,3209000,vertex-pull-warp,23067900,vertex-pull-warp-nodiv,18026400,vertex-push,3156190,vertex-push-warp,18225500
,,,,,,,,,,,,,,,,
foldoc.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,830079,struct-edge-list,857466,vertex-pull,18027600,vertex-pull-nodiv,7275800,vertex-pull-warp,6569670,vertex-pull-warp-nodiv,3554100,vertex-push,1929080,vertex-push-warp,2721720
ff 50,edge-list,516463,struct-edge-list,488469,vertex-pull,3919700,vertex-pull-nodiv,1761450,vertex-pull-warp,3300180,vertex-pull-warp-nodiv,2206660,vertex-push,1417590,vertex-push-warp,2230730
ff 30,edge-list,503286,struct-edge-list,458274,vertex-pull,2815130,vertex-pull-nodiv,1328570,vertex-pull-warp,3029300,vertex-pull-warp-nodiv,2063450,vertex-push,1292970,vertex-push-warp,2136860
ff 15,edge-list,480746,struct-edge-list,432492,vertex-pull,1618690,vertex-pull-nodiv,847737,vertex-pull-warp,2761600,vertex-pull-warp-nodiv,1892990,vertex-push,1256160,vertex-push-warp,1964280
ff 05,edge-list,473451,struct-edge-list,427901,vertex-pull,1096990,vertex-pull-nodiv,634289,vertex-pull-warp,2699910,vertex-pull-warp-nodiv,1850150,vertex-push,949627,vertex-push-warp,1922300
re 50,edge-list,472243,struct-edge-list,458534,vertex-pull,1402540,vertex-pull-nodiv,779277,vertex-pull-warp,2902380,vertex-pull-warp-nodiv,2079040,vertex-push,474933,vertex-push-warp,2146340
re 30,edge-list,463729,struct-edge-list,444926,vertex-pull,720236,vertex-pull-nodiv,505101,vertex-pull-warp,2693930,vertex-pull-warp-nodiv,1959380,vertex-push,527842,vertex-push-warp,2007640
re 15,edge-list,401165,struct-edge-list,428227,vertex-pull,618288,vertex-pull-nodiv,451982,vertex-pull-warp,2407750,vertex-pull-warp-nodiv,1776930,vertex-push,417264,vertex-push-warp,1856540
re 05,edge-list,445673,struct-edge-list,426639,vertex-pull,533334,vertex-pull-nodiv,412535,vertex-pull-warp,2135530,vertex-pull-warp-nodiv,1671770,vertex-push,403457,vertex-push-warp,1811960
rw 50,edge-list,472046,struct-edge-list,465815,vertex-pull,1660500,vertex-pull-nodiv,885106,vertex-pull-warp,2974470,vertex-pull-warp-nodiv,2122780,vertex-push,744456,vertex-push-warp,2205000
rw 30,edge-list,456835,struct-edge-list,449098,vertex-pull,1040760,vertex-pull-nodiv,638684,vertex-pull-warp,2845050,vertex-pull-warp-nodiv,2021830,vertex-push,609995,vertex-push-warp,2097630
rw 15,edge-list,442252,struct-edge-list,502785,vertex-pull,778631,vertex-pull-nodiv,526339,vertex-pull-warp,2674760,vertex-pull-warp-nodiv,1885850,vertex-push,527590,vertex-push-warp,1951040
rw 05,edge-list,439518,struct-edge-list,427170,vertex-pull,515806,vertex-pull-nodiv,422606,vertex-pull-warp,2621240,vertex-pull-warp-nodiv,1842600,vertex-push,432154,vertex-push-warp,1920440
,,,,,,,,,,,,,,,,
hyves.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,34508600,struct-edge-list,35134000,vertex-pull,805772000,vertex-pull-nodiv,330882000,vertex-pull-warp,253339000,vertex-pull-warp-nodiv,190131000,vertex-push,462583000,vertex-push-warp,199735000
ff 50,edge-list,17349800,struct-edge-list,17703200,vertex-pull,573244000,vertex-pull-nodiv,230611000,vertex-pull-warp,128951000,vertex-pull-warp-nodiv,96564500,vertex-push,326839000,vertex-push-warp,101465000
ff 30,edge-list,10915700,struct-edge-list,11157400,vertex-pull,556926000,vertex-pull-nodiv,224665000,vertex-pull-warp,80958300,vertex-pull-warp-nodiv,60729700,vertex-push,318765000,vertex-push-warp,63962500
ff 15,edge-list,6085140,struct-edge-list,6329460,vertex-pull,552850000,vertex-pull-nodiv,222519000,vertex-pull-warp,41401400,vertex-pull-warp-nodiv,31676900,vertex-push,310827000,vertex-push-warp,33113100
ff 05,edge-list,2711340,struct-edge-list,2842570,vertex-pull,325262000,vertex-pull-nodiv,127236000,vertex-pull-warp,25777000,vertex-pull-warp-nodiv,12475200,vertex-push,184195000,vertex-push-warp,13679000
re 50,edge-list,14227700,struct-edge-list,14442500,vertex-pull,289640000,vertex-pull-nodiv,121599000,vertex-pull-warp,121339000,vertex-pull-warp-nodiv,94145700,vertex-push,162598000,vertex-push-warp,97908600
re 30,edge-list,7818810,struct-edge-list,8034050,vertex-pull,132217000,vertex-pull-nodiv,54344000,vertex-pull-warp,74328400,vertex-pull-warp-nodiv,58200100,vertex-push,73082100,vertex-push-warp,60535300
re 15,edge-list,3919670,struct-edge-list,4036470,vertex-pull,48861700,vertex-pull-nodiv,21685300,vertex-pull-warp,37223900,vertex-pull-warp-nodiv,29302500,vertex-push,28777700,vertex-push-warp,30430700
re 05,edge-list,1728330,struct-edge-list,1799940,vertex-pull,13818700,vertex-pull-nodiv,6169130,vertex-pull-warp,12770200,vertex-pull-warp-nodiv,9885910,vertex-push,8378610,vertex-push-warp,10555100
rw 50,edge-list,14476000,struct-edge-list,14754000,vertex-pull,352212000,vertex-pull-nodiv,146176000,vertex-pull-warp,121538000,vertex-pull-warp-nodiv,94252100,vertex-push,197385000,vertex-push-warp,98107200
rw 30,edge-list,8315450,struct-edge-list,8496820,vertex-pull,186353000,vertex-pull-nodiv,76072100,vertex-pull-warp,74455600,vertex-pull-warp-nodiv,58285800,vertex-push,103625000,vertex-push-warp,60597000
rw 15,edge-list,4219700,struct-edge-list,4339200,vertex-pull,79206500,vertex-pull-nodiv,33548200,vertex-pull-warp,37266300,vertex-pull-warp-nodiv,29304800,vertex-push,45845500,vertex-push-warp,30487200
rw 05,edge-list,1820320,struct-edge-list,1898110,vertex-pull,23450900,vertex-pull-nodiv,9910440,vertex-pull-warp,12846400,vertex-pull-warp-nodiv,9895280,vertex-push,13737800,vertex-push-warp,10550500
,,,,,,,,,,,,,,,,
libimseti.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,46912400,struct-edge-list,47052200,vertex-pull,860075000,vertex-pull-nodiv,367025000,vertex-pull-warp,236288000,vertex-pull-warp-nodiv,83821500,vertex-push,528466000,vertex-push-warp,71905900
ff 50,edge-list,5624860,struct-edge-list,5727940,vertex-pull,50599100,vertex-pull-nodiv,21693600,vertex-pull-warp,25456100,vertex-pull-warp-nodiv,18381200,vertex-push,208615000,vertex-push-warp,23114800
ff 30,edge-list,2051480,struct-edge-list,2156440,vertex-pull,11212600,vertex-pull-nodiv,5188670,vertex-pull-warp,13928400,vertex-pull-warp-nodiv,9832090,vertex-push,205733000,vertex-push-warp,14180000
ff 15,edge-list,901911,struct-edge-list,1017980,vertex-pull,3792250,vertex-pull-nodiv,1858120,vertex-pull-warp,7209590,vertex-pull-warp-nodiv,4561990,vertex-push,206101000,vertex-push-warp,14533900
ff 05,edge-list,476925,struct-edge-list,504762,vertex-pull,2015500,vertex-pull-nodiv,1016580,vertex-pull-warp,3282550,vertex-pull-warp-nodiv,2392020,vertex-push,18787500,vertex-push-warp,4906390
re 50,edge-list,2501700,struct-edge-list,2539840,vertex-pull,11815400,vertex-pull-nodiv,5987850,vertex-pull-warp,18917700,vertex-pull-warp-nodiv,15286600,vertex-push,6812820,vertex-push-warp,16723900
re 30,edge-list,1667520,struct-edge-list,1721680,vertex-pull,4768950,vertex-pull-nodiv,2667480,vertex-pull-warp,11491200,vertex-pull-warp-nodiv,9179890,vertex-push,3042270,vertex-push-warp,10225100
re 15,edge-list,842733,struct-edge-list,858873,vertex-pull,2179960,vertex-pull-nodiv,1259060,vertex-pull-warp,6524490,vertex-pull-warp-nodiv,4427060,vertex-push,1375690,vertex-push-warp,5154190
re 05,edge-list,457745,struct-edge-list,530891,vertex-pull,769765,vertex-pull-nodiv,573187,vertex-pull-warp,3025770,vertex-pull-warp-nodiv,2302940,vertex-push,693093,vertex-push-warp,2435900
rw 50,edge-list,2597120,struct-edge-list,2692570,vertex-pull,30545900,vertex-pull-nodiv,13278100,vertex-pull-warp,19383600,vertex-pull-warp-nodiv,15235600,vertex-push,8367570,vertex-push-warp,16838200
rw 30,edge-list,1739650,struct-edge-list,1807730,vertex-pull,13939700,vertex-pull-nodiv,6229220,vertex-pull-warp,11240800,vertex-pull-warp-nodiv,9139980,vertex-push,5261580,vertex-push-warp,10264200
rw 15,edge-list,879558,struct-edge-list,916048,vertex-pull,5324990,vertex-pull-nodiv,2471740,vertex-pull-warp,6786000,vertex-pull-warp-nodiv,4481410,vertex-push,2421380,vertex-push-warp,5117320
rw 05,edge-list,528446,struct-edge-list,550425,vertex-pull,1799220,vertex-pull-nodiv,938764,vertex-pull-warp,3293340,vertex-pull-warp-nodiv,2386020,vertex-push,872307,vertex-push-warp,2466990
,,,,,,,,,,,,,,,,
linux.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,2000030,struct-edge-list,2085310,vertex-pull,227993000,vertex-pull-nodiv,88639900,vertex-pull-warp,46933800,vertex-pull-warp-nodiv,18722700,vertex-push,5097020,vertex-push-warp,5109320
ff 50,edge-list,876806,struct-edge-list,959296,vertex-pull,55335600,vertex-pull-nodiv,21727500,vertex-pull-warp,15186000,vertex-pull-warp-nodiv,6187220,vertex-push,2903000,vertex-push-warp,2687450
ff 30,edge-list,634446,struct-edge-list,705588,vertex-pull,24596700,vertex-pull-nodiv,9791570,vertex-pull-warp,8344250,vertex-pull-warp-nodiv,3863600,vertex-push,1301000,vertex-push-warp,2359660
ff 15,edge-list,508316,struct-edge-list,574798,vertex-pull,14443000,vertex-pull-nodiv,5845420,vertex-pull-warp,4746980,vertex-pull-warp-nodiv,2532300,vertex-push,1266700,vertex-push-warp,2124390
ff 05,edge-list,454927,struct-edge-list,533431,vertex-pull,6421910,vertex-pull-nodiv,2727000,vertex-pull-warp,3277000,vertex-pull-warp-nodiv,1991140,vertex-push,1069590,vertex-push-warp,2030680
re 50,edge-list,702500,struct-edge-list,702681,vertex-pull,21490000,vertex-pull-nodiv,8600340,vertex-pull-warp,7378660,vertex-pull-warp-nodiv,3914000,vertex-push,815644,vertex-push-warp,2781100
re 30,edge-list,475041,struct-edge-list,588811,vertex-pull,9181170,vertex-pull-nodiv,3815260,vertex-pull-warp,4115830,vertex-pull-warp-nodiv,2580900,vertex-push,646580,vertex-push-warp,2386930
re 15,edge-list,437769,struct-edge-list,536911,vertex-pull,3986460,vertex-pull-nodiv,1788860,vertex-pull-warp,3341570,vertex-pull-warp-nodiv,2081450,vertex-push,489924,vertex-push-warp,2100370
re 05,edge-list,403701,struct-edge-list,508612,vertex-pull,1559010,vertex-pull-nodiv,843573,vertex-pull-warp,2542240,vertex-pull-warp-nodiv,1763990,vertex-push,408024,vertex-push-warp,1943960
rw 50,edge-list,701055,struct-edge-list,714429,vertex-pull,23669800,vertex-pull-nodiv,9430050,vertex-pull-warp,7392600,vertex-pull-warp-nodiv,3908200,vertex-push,1600260,vertex-push-warp,2876920
