pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
ff 30,edge-list,798825,struct-edge-list,807409,vertex-pull,7875480,vertex-pull-nodiv,3448750,vertex-pull-warp,4976650,vertex-pull-warp-nodiv,3579170,vertex-push,24717100,vertex-push-warp,5472740
ff 15,edge-list,495844,struct-edge-list,488300,vertex-pull,3250490,vertex-pull-nodiv,1531540,vertex-pull-warp,3363930,vertex-pull-warp-nodiv,2466530,vertex-push,21584400,vertex-push-warp,4370230
ff 05,edge-list,430169,struct-edge-list,422935,vertex-pull,1723270,vertex-pull-nodiv,917156,vertex-pull-warp,2803190,vertex-pull-warp-nodiv,2039280,vertex-push,14055600,vertex-push-warp,3245090
re 50,edge-list,1025850,struct-edge-list,1018980,vertex-pull,6445700,vertex-pull-nodiv,3201280,vertex-pull-warp,7285450,vertex-pull-warp-nodiv,6034860,vertex-push,3880140,vertex-push-warp,6223130
re 30,edge-list,674634,struct-edge-list,672927,vertex-pull,2760240,vertex-pull-nodiv,1460850,vertex-pull-warp,4310720,vertex-pull-warp-nodiv,3482640,vertex-push,1804340,vertex-push-warp,3681650
re 15,edge-list,474447,struct-edge-list,473538,vertex-pull,1111790,vertex-pull-nodiv,709345,vertex-pull-warp,3190840,vertex-pull-warp-nodiv,2420600,vertex-push,875233,vertex-push-warp,2462190
re 05,edge-list,423616,struct-edge-list,418709,vertex-pull,617857,vertex-pull-nodiv,491706,vertex-pull-warp,2591380,vertex-pull-warp-nodiv,1975460,vertex-push,553177,vertex-push-warp,2065350
rw 50,edge-list,1071920,struct-edge-list,1081150,vertex-pull,8567890,vertex-pull-nodiv,4032420,vertex-pull-warp,7407800,vertex-pull-warp-nodiv,6085350,vertex-push,4535260,vertex-push-warp,6259570
rw 30,edge-list,709703,struct-edge-list,704691,vertex-pull,4409640,vertex-pull-nodiv,2103870,vertex-pull-warp,4511340,vertex-pull-warp-nodiv,3509480,vertex-push,2443400,vertex-push-warp,3701720
rw 15,edge-list,482158,struct-edge-list,479641,vertex-pull,1949550,vertex-pull-nodiv,1035360,vertex-pull-warp,3256620,vertex-pull-warp-nodiv,2449480,vertex-push,1157940,vertex-push-warp,2508720
rw 05,edge-list,429263,struct-edge-list,422777,vertex-pull,764645,vertex-pull-nodiv,550075,vertex-pull-warp,2818540,vertex-pull-warp-nodiv,2042310,vertex-push,592776,vertex-push-warp,2132160
,,,,,,,,,,,,,,,,
soc-Slashdot0902.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,3789560,struct-edge-list,3774860,vertex-pull,65578200,vertex-pull-nodiv,27513900,vertex-pull-warp,18861200,vertex-pull-warp-nodiv,14538800,vertex-push,37055800,vertex-push-warp,15151600
ff 50,edge-list,1393740,struct-edge-list,1389660,vertex-pull,19985100,vertex-pull-nodiv,8509460,vertex-pull-warp,10318400,vertex-pull-warp-nodiv,6868350,vertex-push,24514800,vertex-push-warp,8599460
ff 30,edge-list,834642,struct-edge-list,831055,vertex-pull,7224070,vertex-pull-nodiv,3195600,vertex-pull-warp,5612200,vertex-pull-warp-nodiv,3996810,vertex-push,24215500,vertex-push-warp,6723630
ff 15,edge-list,510475,struct-edge-list,501709,vertex-pull,3065900,vertex-pull-nodiv,1476830,vertex-pull-warp,3538860,vertex-pull-warp-nodiv,2582890,vertex-push,21321200,vertex-push-warp,4438830
ff 05,edge-list,428179,struct-edge-list,424451,vertex-pull,1378780,vertex-pull-nodiv,781197,vertex-pull-warp,2798660,vertex-pull-warp-nodiv,2038990,vertex-push,14645600,vertex-push-warp,3394400
re 50,edge-list,1048510,struct-edge-list,1049140,vertex-pull,6798960,vertex-pull-nodiv,3335390,vertex-pull-warp,7619030,vertex-pull-warp-nodiv,6115660,vertex-push,4066110,vertex-push-warp,6277080
re 30,edge-list,697908,struct-edge-list,695373,vertex-pull,2944040,vertex-pull-nodiv,1547550,vertex-pull-warp,4586800,vertex-pull-warp-nodiv,3763100,vertex-push,1820420,vertex-push-warp,4121000
re 15,edge-list,487507,struct-edge-list,482863,vertex-pull,1393820,vertex-pull-nodiv,826742,vertex-pull-warp,3261820,vertex-pull-warp-nodiv,2518750,vertex-push,955385,vertex-push-warp,2558670
re 05,edge-list,423130,struct-edge-list,419723,vertex-pull,714823,vertex-pull-nodiv,531316,vertex-pull-warp,2627910,vertex-pull-warp-nodiv,1962500,vertex-push,538960,vertex-push-warp,2065230
rw 50,edge-list,1096080,struct-edge-list,1115770,vertex-pull,8602470,vertex-pull-nodiv,4038550,vertex-pull-warp,7629950,vertex-pull-warp-nodiv,6142020,vertex-push,4705740,vertex-push-warp,6299630
rw 30,edge-list,732718,struct-edge-list,726631,vertex-pull,4311420,vertex-pull-nodiv,2042760,vertex-pull-warp,4746260,vertex-pull-warp-nodiv,3810890,vertex-push,2280740,vertex-push-warp,4110360
rw 15,edge-list,497268,struct-edge-list,490563,vertex-pull,1797130,vertex-pull-nodiv,983560,vertex-pull-warp,3349790,vertex-pull-warp-nodiv,2599320,vertex-push,1096680,vertex-push-warp,2601540
rw 05,edge-list,428561,struct-edge-list,420904,vertex-pull,787901,vertex-pull-nodiv,558114,vertex-pull-warp,2872760,vertex-pull-warp-nodiv,2047890,vertex-push,593673,vertex-push-warp,2132630
,,,,,,,,,,,,,,,,
wiki-Vote.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,709689,struct-edge-list,711709,vertex-pull,11703800,vertex-pull-nodiv,4847110,vertex-pull-warp,5766780,vertex-pull-warp-nodiv,3032370,vertex-push,12549200,vertex-push-warp,3217430
ff 50,edge-list,612501,struct-edge-list,516806,vertex-pull,4848860,vertex-pull-nodiv,2146090,vertex-pull-warp,4160580,vertex-pull-warp-nodiv,2389920,vertex-push,8993160,vertex-push-warp,2631230
ff 30,edge-list,451255,struct-edge-list,442675,vertex-pull,2760840,vertex-pull-nodiv,1336660,vertex-pull-warp,3272400,vertex-pull-warp-nodiv,2084190,vertex-push,8960840,vertex-push-warp,2612870
ff 15,edge-list,415901,struct-edge-list,411032,vertex-pull,771509,vertex-pull-nodiv,542021,vertex-pull-warp,2650610,vertex-pull-warp-nodiv,1902650,vertex-push,8554490,vertex-push-warp,2032960
ff 05,edge-list,407071,struct-edge-list,403086,vertex-pull,501604,vertex-pull-nodiv,434795,vertex-pull-warp,2609580,vertex-pull-warp-nodiv,1862010,vertex-push,1769240,vertex-push-warp,1828830
re 50,edge-list,438253,struct-edge-list,426898,vertex-pull,1565220,vertex-pull-nodiv,862446,vertex-pull-warp,2723400,vertex-pull-warp-nodiv,1965920,vertex-push,1739610,vertex-push-warp,2037840
re 30,edge-list,411652,struct-edge-list,408479,vertex-pull,700926,vertex-pull-nodiv,514417,vertex-pull-warp,2564070,vertex-pull-warp-nodiv,1871140,vertex-push,701110,vertex-push-warp,1921770
re 15,edge-list,408851,struct-edge-list,406396,vertex-pull,503155,vertex-pull-nodiv,437468,vertex-pull-warp,2331540,vertex-pull-warp-nodiv,1814580,vertex-push,496204,vertex-push-warp,1917460
re 05,edge-list,408880,struct-edge-list,402832,vertex-pull,452383,vertex-pull-nodiv,416749,vertex-pull-warp,2146740,vertex-pull-warp-nodiv,1715560,vertex-push,452402,vertex-push-warp,1881170
rw 50,edge-list,424187,struct-edge-list,421034,vertex-pull,1495300,vertex-pull-nodiv,823271,vertex-pull-warp,2648640,vertex-pull-warp-nodiv,1943450,vertex-push,722407,vertex-push-warp,2039060
rw 30,edge-list,410655,struct-edge-list,405749,vertex-pull,881547,vertex-pull-nodiv,553408,vertex-pull-warp,2511930,vertex-pull-warp-nodiv,1856720,vertex-push,564885,vertex-push-warp,1970930
rw 15,edge-list,409805,struct-edge-list,406665,vertex-pull,552174,vertex-pull-nodiv,455930,vertex-pull-warp,2509950,vertex-pull-warp-nodiv,1837510,vertex-push,469187,vertex-push-warp,1965680
rw 05,edge-list,407457,struct-edge-list,403326,vertex-pull,477875,vertex-pull-nodiv,425627,vertex-pull-warp,2390040,vertex-pull-warp-nodiv,1793390,vertex-push,440309,vertex-push-warp,1929380
,,,,,,,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,82409000,struct-edge-list,82983300,vertex-pull,351430000,vertex-pull-nodiv,98422900,vertex-pull-warp,179815000,vertex-pull-warp-nodiv,89615500,vertex-push,126736000,vertex-push-warp,105120000
ff 50,edge-list,20298100,struct-edge-list,20417900,vertex-pull,98831600,vertex-pull-nodiv,46749600,vertex-pull-warp,58544200,vertex-pull-warp-nodiv,33561900,vertex-push,61348200,vertex-push-warp,37421900
ff 30,edge-list,13575100,struct-edge-list,14193500,vertex-pull,90193900,vertex-pull-nodiv,38675400,vertex-pull-warp,60291800,vertex-pull-warp-nodiv,23402900,vertex-push,52793100,vertex-push-warp,29333500
ff 15,edge-list,8203030,struct-edge-list,8010480,vertex-pull,80294900,vertex-pull-nodiv,33714200,vertex-pull-warp,50592400,vertex-pull-warp-nodiv,19212100,vertex-push,46855200,vertex-push-warp,24453900
ff 05,edge-list,2122880,struct-edge-list,2108400,vertex-pull,62179700,vertex-pull-nodiv,25972000,vertex-pull-warp,29182400,vertex-pull-warp-nodiv,12174900,vertex-push,35182200,vertex-push-warp,17029100
re 50,edge-list,4176010,struct-edge-list,4206850,vertex-pull,7524360,vertex-pull-nodiv,4484670,vertex-pull-warp,32776100,vertex-pull-warp-nodiv,25947400,vertex-push,4588780,vertex-push-warp,27039600
re 30,edge-list,2443300,struct-edge-list,2440180,vertex-pull,3822910,vertex-pull-nodiv,2623060,vertex-pull-warp,20486500,vertex-pull-warp-nodiv,16172300,vertex-push,2617270,vertex-push-warp,16837100
re 15,edge-list,1494660,struct-edge-list,1554160,vertex-pull,2019460,vertex-pull-nodiv,1539050,vertex-pull-warp,11250400,vertex-pull-warp-nodiv,8793830,vertex-push,1587560,vertex-push-warp,9093790
re 05,edge-list,671327,struct-edge-list,687523,vertex-pull,736372,vertex-pull-nodiv,655419,vertex-pull-warp,3903040,vertex-pull-warp-nodiv,3075250,vertex-push,684118,vertex-push-warp,3229220
rw 50,edge-list,4453410,struct-edge-list,4591210,vertex-pull,8189210,vertex-pull-nodiv,4632080,vertex-pull-warp,32778600,vertex-pull-warp-nodiv,25979000,vertex-push,4850640,vertex-push-warp,27064300
rw 30,edge-list,2704880,struct-edge-list,2721380,vertex-pull,4252240,vertex-pull-nodiv,2727530,vertex-pull-warp,20517200,vertex-pull-warp-nodiv,16295200,vertex-push,2844320,vertex-push-warp,16993500
rw 15,edge-list,1588300,struct-edge-list,1678630,vertex-pull,2221690,vertex-pull-nodiv,1590250,vertex-pull-warp,11277400,vertex-pull-warp-nodiv,8809380,vertex-push,1680760,vertex-push-warp,9059270
rw 05,edge-list,700799,struct-edge-list,681652,vertex-pull,888502,vertex-pull-nodiv,713158,vertex-pull-warp,3908180,vertex-pull-warp-nodiv,3068140,vertex-push,770264,vertex-push-warp,3176680
,,,,,,,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,457563,struct-edge-list,507709,vertex-pull,2860110,vertex-pull-nodiv,1329470,vertex-pull-warp,3421580,vertex-pull-warp-nodiv,2069030,vertex-push,1752110,vertex-push-warp,2266770
ff 50,edge-list,425669,struct-edge-list,473381,vertex-pull,1795340,vertex-pull-nodiv,911668,vertex-pull-warp,2904940,vertex-pull-warp-nodiv,1916540,vertex-push,1145720,vertex-push-warp,2048360
ff 30,edge-list,417753,struct-edge-list,466505,vertex-pull,1274080,vertex-pull-nodiv,701979,vertex-pull-warp,2647170,vertex-pull-warp-nodiv,1832820,vertex-push,839134,vertex-push-warp,1936650
ff 15,edge-list,419066,struct-edge-list,466552,vertex-pull,941421,vertex-pull-nodiv,571335,vertex-pull-warp,2542160,vertex-pull-warp-nodiv,1775490,vertex-push,649927,vertex-push-warp,1870090
ff 05,edge-list,418981,struct-edge-list,472642,vertex-pull,711210,vertex-pull-nodiv,476870,vertex-pull-warp,1338960,vertex-pull-warp-nodiv,1059780,vertex-push,514789,vertex-push-warp,1091380
re 50,edge-list,420503,struct-edge-list,457409,vertex-pull,530745,vertex-pull-nodiv,433549,vertex-pull-warp,2597520,vertex-pull-warp-nodiv,1826610,vertex-push,450684,vertex-push-warp,1920500
re 30,edge-list,418349,struct-edge-list,456399,vertex-pull,482340,vertex-pull-nodiv,412420,vertex-pull-warp,2611350,vertex-pull-warp-nodiv,1820270,vertex-push,424584,vertex-push-warp,1917370
re 15,edge-list,418966,struct-edge-list,461057,vertex-pull,488953,vertex-pull-nodiv,411963,vertex-pull-warp,2485940,vertex-pull-warp-nodiv,1740960,vertex-push,422221,vertex-push-warp,1830940
re 05,edge-list,418887,struct-edge-list,461190,vertex-pull,463369,vertex-pull-nodiv,400888,vertex-pull-warp,1281740,vertex-pull-warp-nodiv,1024160,vertex-push,408408,vertex-push-warp,1052320
rw 50,edge-list,420321,struct-edge-list,441063,vertex-pull,544428,vertex-pull-nodiv,442998,vertex-pull-warp,2595300,vertex-pull-warp-nodiv,1824680,vertex-push,464853,vertex-push-warp,1921130
rw 30,edge-list,418269,struct-edge-list,446382,vertex-pull,524315,vertex-pull-nodiv,431131,vertex-pull-warp,2589780,vertex-pull-warp-nodiv,1820480,vertex-push,454726,vertex-push-warp,1917810
rw 15,edge-list,418372,struct-edge-list,451666,vertex-pull,548372,vertex-pull-nodiv,439515,vertex-pull-warp,2465320,vertex-pull-warp-nodiv,1739580,vertex-push,462422,vertex-push-warp,1829880
rw 05,edge-list,417835,struct-edge-list,450614,vertex-pull,454666,vertex-pull-nodiv,400765,vertex-pull-warp,1262020,vertex-pull-warp-nodiv,1024270,vertex-push,408630,vertex-push-warp,1053670
,,,,,,,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1061640,struct-edge-list,1153750,vertex-pull,64439100,vertex-pull-nodiv,25296400,vertex-pull-warp,17507500,vertex-pull-warp-nodiv,7945800,vertex-push,36108200,vertex-push-warp,9649150
ff 50,edge-list,727141,struct-edge-list,743000,vertex-pull,45102900,vertex-pull-nodiv,17804100,vertex-pull-warp,10011600,vertex-pull-warp-nodiv,4678640,vertex-push,25822600,vertex-push-warp,5557240
ff 30,edge-list,574538,struct-edge-list,661334,vertex-pull,29813900,vertex-pull-nodiv,11818100,vertex-pull-warp,8285570,vertex-pull-warp-nodiv,3869800,vertex-push,16780200,vertex-push-warp,4620460
ff 15,edge-list,539036,struct-edge-list,562532,vertex-pull,45140000,vertex-pull-nodiv,17683500,vertex-pull-warp,7080870,vertex-pull-warp-nodiv,3369860,vertex-push,25232100,vertex-push-warp,4028100
ff 05,edge-list,456348,struct-edge-list,480669,vertex-pull,22501200,vertex-pull-nodiv,8921180,vertex-pull-warp,4180710,vertex-pull-warp-nodiv,2348670,vertex-push,12656400,vertex-push-warp,2712000
re 50,edge-list,604388,struct-edge-list,615646,vertex-pull,20141600,vertex-pull-nodiv,8070220,vertex-pull-warp,5846840,vertex-pull-warp-nodiv,3320000,vertex-push,11411600,vertex-push-warp,3699790
re 30,edge-list,498423,struct-edge-list,516312,vertex-pull,10407500,vertex-pull-nodiv,4276780,vertex-pull-warp,4129050,vertex-pull-warp-nodiv,2537180,vertex-push,5972400,vertex-push-warp,2750630
re 15,edge-list,449136,struct-edge-list,468305,vertex-pull,5393580,vertex-pull-nodiv,2318340,vertex-pull-warp,3344020,vertex-pull-warp-nodiv,2160950,vertex-push,3157380,vertex-push-warp,2304060
re 05,edge-list,419973,struct-edge-list,436507,vertex-pull,1413150,vertex-pull-nodiv,781946,vertex-pull-warp,2753810,vertex-pull-warp-nodiv,1880700,vertex-push,947209,vertex-push-warp,1977350
rw 50,edge-list,640061,struct-edge-list,735854,vertex-pull,25778300,vertex-pull-nodiv,10239200,vertex-pull-warp,5940820,vertex-pull-warp-nodiv,3359980,vertex-push,14544700,vertex-push-warp,3737430
rw 30,edge-list,492651,struct-edge-list,518150,vertex-pull,13165200,vertex-pull-nodiv,5322560,vertex-pull-warp,4390800,vertex-pull-warp-nodiv,2622930,vertex-push,7473080,vertex-push-warp,2862080
rw 15,edge-list,458251,struct-edge-list,534013,vertex-pull,6767450,vertex-pull-nodiv,2861970,vertex-pull-warp,3593060,vertex-pull-warp-nodiv,2238530,vertex-push,3942990,vertex-push-warp,2410890
rw 05,edge-list,423849,struct-edge-list,436505,vertex-pull,2482160,vertex-pull-nodiv,1204000,vertex-pull-warp,2829680,vertex-pull-warp-nodiv,1898630,vertex-push,1640190,vertex-push-warp,2010430
,,,,,,,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,86626800,struct-edge-list,87839900,vertex-pull,964831000,vertex-pull-nodiv,403014000,vertex-pull-warp,407134000,vertex-pull-warp-nodiv,261035000,vertex-push,549638000,vertex-push-warp,283648000
ff 50,edge-list,40077600,struct-edge-list,40794400,vertex-pull,757979000,vertex-pull-nodiv,310718000,vertex-pull-warp,237547000,vertex-pull-warp-nodiv,128245000,vertex-push,435829000,vertex-push-warp,138798000
ff 30,edge-list,24593000,struct-edge-list,25141600,vertex-pull,633313000,vertex-pull-nodiv,260183000,vertex-pull-warp,193173000,vertex-pull-warp-nodiv,75997600,vertex-push,369384000,vertex-push-warp,92988500
ff 15,edge-list,9369250,struct-edge-list,9597480,vertex-pull,593622000,vertex-pull-nodiv,235603000,vertex-pull-warp,61473200,vertex-pull-warp-nodiv,37848800,vertex-push,334940000,vertex-push-warp,39350500
ff 05,edge-list,3467580,struct-edge-list,3645920,vertex-pull,234060000,vertex-pull-nodiv,91640500,vertex-pull-warp,57031400,vertex-pull-warp-nodiv,22094200,vertex-push,131537000,vertex-push-warp,27417400
re 50,edge-list,18939600,struct-edge-list,19245500,vertex-pull,132010000,vertex-pull-nodiv,61215000,vertex-pull-warp,145147000,vertex-pull-warp-nodiv,113171000,vertex-push,77559900,vertex-push-warp,118143000
re 30,edge-list,9727820,struct-edge-list,9881080,vertex-pull,55809700,vertex-pull-nodiv,26776400,vertex-pull-warp,86077000,vertex-pull-warp-nodiv,67946700,vertex-push,33176500,vertex-push-warp,70897800
re 15,edge-list,4679480,struct-edge-list,4833330,vertex-pull,22659300,vertex-pull-nodiv,11252700,vertex-pull-warp,44615400,vertex-pull-warp-nodiv,35479000,vertex-push,13632400,vertex-push-warp,36891600
re 05,edge-list,1706860,struct-edge-list,1726820,vertex-pull,7457270,vertex-pull-nodiv,3592710,vertex-pull-warp,15219900,vertex-pull-warp-nodiv,12055200,vertex-push,4185140,vertex-push-warp,12169400
rw 50,edge-list,19154700,struct-edge-list,19353500,vertex-pull,116028000,vertex-pull-nodiv,55519200,vertex-pull-warp,144821000,vertex-pull-warp-nodiv,113226000,vertex-push,69813000,vertex-push-warp,118236000
rw 30,edge-list,10494800,struct-edge-list,10695600,vertex-pull,57007100,vertex-pull-nodiv,27825600,vertex-pull-warp,86455500,vertex-pull-warp-nodiv,68214400,vertex-push,34863200,vertex-push-warp,70981600
rw 15,edge-list,5168310,struct-edge-list,5297610,vertex-pull,23059600,vertex-pull-nodiv,12176800,vertex-pull-warp,44726200,vertex-pull-warp-nodiv,35527000,vertex-push,14861600,vertex-push-warp,36965300
rw 05,edge-list,1842410,struct-edge-list,1924490,vertex-pull,6864110,vertex-pull-nodiv,3856690,vertex-pull-warp,15298400,vertex-pull-warp-nodiv,12084600,vertex-push,4566540,vertex-push-warp,12220700
,,,,,,,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1696340,struct-edge-list,1709630,vertex-pull,13025400,vertex-pull-nodiv,5425950,vertex-pull-warp,9235180,vertex-pull-warp-nodiv,4794490,vertex-push,7662320,vertex-push-warp,5414560
ff 50,edge-list,812680,struct-edge-list,807658,vertex-pull,9371740,vertex-pull-nodiv,3907760,vertex-pull-warp,6703920,vertex-pull-warp-nodiv,3420120,vertex-push,5516540,vertex-push-warp,3859410
ff 30,edge-list,620811,struct-edge-list,559740,vertex-pull,7640210,vertex-pull-nodiv,3239550,vertex-pull-warp,4965900,vertex-pull-warp-nodiv,2699610,vertex-push,4539720,vertex-push-warp,3056210
ff 15,edge-list,531748,struct-edge-list,468577,vertex-pull,6491790,vertex-pull-nodiv,2758290,vertex-pull-warp,4386420,vertex-pull-warp-nodiv,2423710,vertex-push,3813020,vertex-push-warp,2726240
ff 05,edge-list,497229,struct-edge-list,435010,vertex-pull,4661360,vertex-pull-nodiv,2049740,vertex-pull-warp,3638310,vertex-pull-warp-nodiv,2200780,vertex-push,2778600,vertex-push-warp,2378570
re 50,edge-list,547847,struct-edge-list,519793,vertex-pull,1268180,vertex-pull-nodiv,761821,vertex-pull-warp,3072350,vertex-pull-warp-nodiv,2305880,vertex-push,914076,vertex-push-warp,2372410
re 30,edge-list,516721,struct-edge-list,483996,vertex-pull,854293,vertex-pull-nodiv,588252,vertex-pull-warp,2798290,vertex-pull-warp-nodiv,2044020,vertex-push,664540,vertex-push-warp,2110980
re 15,edge-list,492576,struct-edge-list,463482,vertex-pull,542528,vertex-pull-nodiv,453940,vertex-pull-warp,2648940,vertex-pull-warp-nodiv,1898280,vertex-push,482036,vertex-push-warp,1967890
re 05,edge-list,498743,struct-edge-list,461047,vertex-pull,465179,vertex-pull-nodiv,422831,vertex-pull-warp,2624540,vertex-pull-warp-nodiv,1893060,vertex-push,434999,vertex-push-warp,1963280
rw 50,edge-list,548701,struct-edge-list,518453,vertex-pull,1121760,vertex-pull-nodiv,704890,vertex-pull-warp,3078210,vertex-pull-warp-nodiv,2330260,vertex-push,833347,vertex-push-warp,2370920
rw 30,edge-list,511746,struct-edge-list,479261,vertex-pull,832028,vertex-pull-nodiv,581717,vertex-pull-warp,2797380,vertex-pull-warp-nodiv,2073010,vertex-push,650372,vertex-push-warp,2113330
rw 15,edge-list,483154,struct-edge-list,453870,vertex-pull,616324,vertex-pull-nodiv,482009,vertex-pull-warp,2647190,vertex-pull-warp-nodiv,1939380,vertex-push,522165,vertex-push-warp,1968360
rw 05,edge-list,476849,struct-edge-list,448386,vertex-pull,535572,vertex-pull-nodiv,452528,vertex-pull-warp,2624750,vertex-pull-warp-nodiv,1972300,vertex-push,476090,vertex-push-warp,1963250
,,,,,,,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,16476700,struct-edge-list,16487300,vertex-pull,126195000,vertex-pull-nodiv,52510600,vertex-pull-warp,51281000,vertex-pull-warp-nodiv,19917300,vertex-push,73455800,vertex-push-warp,25588400
ff 50,edge-list,1197460,struct-edge-list,1244660,vertex-pull,63076500,vertex-pull-nodiv,24703200,vertex-pull-warp,20829900,vertex-pull-warp-nodiv,8130010,vertex-push,35398900,vertex-push-warp,10235300
ff 30,edge-list,924928,struct-edge-list,929021,vertex-pull,55705900,vertex-pull-nodiv,21923200,vertex-pull-warp,19637100,vertex-pull-warp-nodiv,7492160,vertex-push,31369900,vertex-push-warp,9559840
ff 15,edge-list,665603,struct-edge-list,655827,vertex-pull,28210500,vertex-pull-nodiv,11206700,vertex-pull-warp,12719800,vertex-pull-warp-nodiv,5181250,vertex-push,15956500,vertex-push-warp,6431660
ff 05,edge-list,522778,struct-edge-list,502219,vertex-pull,17618500,vertex-pull-nodiv,7064860,vertex-pull-warp,5346770,vertex-pull-warp-nodiv,2741050,vertex-push,9987440,vertex-push-warp,3135430
re 50,edge-list,567616,struct-edge-list,633456,vertex-pull,1848660,vertex-pull-nodiv,865629,vertex-pull-warp,3407950,vertex-pull-warp-nodiv,2598810,vertex-push,1047640,vertex-push-warp,2663490
re 30,edge-list,469411,struct-edge-list,528861,vertex-pull,1029540,vertex-pull-nodiv,555140,vertex-pull-warp,2979460,vertex-pull-warp-nodiv,2211580,vertex-push,611876,vertex-push-warp,2279110
re 15,edge-list,438442,struct-edge-list,503777,vertex-pull,820545,vertex-pull-nodiv,474854,vertex-pull-warp,2767360,vertex-pull-warp-nodiv,2032390,vertex-push,505206,vertex-push-warp,2091830
re 05,edge-list,424290,struct-edge-list,495742,vertex-pull,465404,vertex-pull-nodiv,422428,vertex-pull-warp,2626270,vertex-pull-warp-nodiv,1896700,vertex-push,432201,vertex-push-warp,1952700
rw 50,edge-list,588043,struct-edge-list,668785,vertex-pull,1928960,vertex-pull-nodiv,909178,vertex-pull-warp,3509160,vertex-pull-warp-nodiv,2612080,vertex-push,1101020,vertex-push-warp,2678280
rw 30,edge-list,482629,struct-edge-list,532728,vertex-pull,1136900,vertex-pull-nodiv,617009,vertex-pull-warp,2982680,vertex-pull-warp-nodiv,2216920,vertex-push,708692,vertex-push-warp,2280530
rw 15,edge-list,443878,struct-edge-list,508559,vertex-pull,792014,vertex-pull-nodiv,499135,vertex-pull-warp,2769310,vertex-pull-warp-nodiv,2036730,vertex-push,533524,vertex-push-warp,2093320
rw 05,edge-list,423072,struct-edge-list,489348,vertex-pull,664688,vertex-pull-nodiv,443367,vertex-pull-warp,2625790,vertex-pull-warp-nodiv,1893050,vertex-push,463594,vertex-push-warp,1953620
,,,,,,,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,12895100,struct-edge-list,12890100,vertex-pull,222515000,vertex-pull-nodiv,90545800,vertex-pull-warp,82109000,vertex-pull-warp-nodiv,29617000,vertex-push,126702000,vertex-push-warp,38498200
ff 50,edge-list,1765000,struct-edge-list,1830810,vertex-pull,105416000,vertex-pull-nodiv,41322200,vertex-pull-warp,49934900,vertex-pull-warp-nodiv,17236700,vertex-push,59475900,vertex-push-warp,22881200
ff 30,edge-list,745069,struct-edge-list,785350,vertex-pull,101674000,vertex-pull-nodiv,39756800,vertex-pull-warp,19306400,vertex-pull-warp-nodiv,7311600,vertex-push,56968500,vertex-push-warp,9420890
ff 15,edge-list,539541,struct-edge-list,588782,vertex-pull,60501400,vertex-pull-nodiv,23738000,vertex-pull-warp,7724720,vertex-pull-warp-nodiv,3520670,vertex-push,33893800,vertex-push-warp,4231970
ff 05,edge-list,458861,struct-edge-list,512458,vertex-pull,21603600,vertex-pull-nodiv,7878960,vertex-pull-warp,4376600,vertex-pull-warp-nodiv,2424310,vertex-push,11137000,vertex-push-warp,2687690
re 50,edge-list,543928,struct-edge-list,612206,vertex-pull,2364010,vertex-pull-nodiv,1163860,vertex-pull-warp,3348170,vertex-pull-warp-nodiv,2402500,vertex-push,1486950,vertex-push-warp,2500940
re 30,edge-list,459008,struct-edge-list,468055,vertex-pull,1077980,vertex-pull-nodiv,654101,vertex-pull-warp,2932600,vertex-pull-warp-nodiv,2128420,vertex-push,749450,vertex-push-warp,2192960
re 15,edge-list,433192,struct-edge-list,439722,vertex-pull,771733,vertex-pull-nodiv,515990,vertex-pull-warp,2742630,vertex-pull-warp-nodiv,1951030,vertex-push,569542,vertex-push-warp,2012920
re 05,edge-list,422828,struct-edge-list,430660,vertex-pull,542782,vertex-pull-nodiv,422773,vertex-pull-warp,2701250,vertex-pull-warp-nodiv,1894050,vertex-push,434902,vertex-push-warp,1961030
rw 50,edge-list,606699,struct-edge-list,607056,vertex-pull,2590340,vertex-pull-nodiv,1260010,vertex-pull-warp,3334560,vertex-pull-warp-nodiv,2407320,vertex-push,1621040,vertex-push-warp,2500900
rw 30,edge-list,467281,struct-edge-list,475443,vertex-pull,1334450,vertex-pull-nodiv,761113,vertex-pull-warp,2915730,vertex-pull-warp-nodiv,2132020,vertex-push,920380,vertex-push-warp,2193180
