bfs,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
graph,edge-list,2388690,rev-edge-list,2426080,vertex-pull,2013140,vertex-push,6069600,vertex-push-warp,2265380
ff 50,edge-list,232008,rev-edge-list,261082,vertex-pull,737662,vertex-push,3201980,vertex-push-warp,1068970
ff 30,edge-list,228643,rev-edge-list,257657,vertex-pull,263602,vertex-push,2173920,vertex-push-warp,1030860
ff 15,edge-list,163895,rev-edge-list,186282,vertex-pull,166329,vertex-push,1158040,vertex-push-warp,735994
ff 05,edge-list,110992,rev-edge-list,125702,vertex-pull,106531,vertex-push,488453,vertex-push-warp,439116
re 50,edge-list,2141000,rev-edge-list,2200800,vertex-pull,2624450,vertex-push,2209380,vertex-push-warp,5519690
re 30,edge-list,934250,rev-edge-list,955306,vertex-pull,987321,vertex-push,897686,vertex-push-warp,2334810
re 15,edge-list,123364,rev-edge-list,125695,vertex-pull,137436,vertex-push,110356,vertex-push-warp,288151
re 05,edge-list,123213,rev-edge-list,126016,vertex-pull,113472,vertex-push,110320,vertex-push-warp,287765
rw 50,edge-list,897080,rev-edge-list,917209,vertex-pull,1466390,vertex-push,1259360,vertex-push-warp,2687880
rw 30,edge-list,938000,rev-edge-list,956744,vertex-pull,1302120,vertex-push,1048390,vertex-push-warp,2658020
rw 15,edge-list,334308,rev-edge-list,342505,vertex-pull,402423,vertex-push,340812,vertex-push-warp,871424
rw 05,edge-list,561780,rev-edge-list,570057,vertex-pull,566720,vertex-push,549166,vertex-push-warp,1423100
,,,,,,,,,,
soc-Slashdot0811.txt,1,,2,,3,,4,,5,
graph,edge-list,11932200,rev-edge-list,12067000,vertex-pull,3949600,vertex-push,10845000,vertex-push-warp,9743220
ff 50,edge-list,1672020,rev-edge-list,1674100,vertex-pull,883158,vertex-push,5849090,vertex-push-warp,2551040
ff 30,edge-list,749379,rev-edge-list,755503,vertex-pull,592414,vertex-push,5768600,vertex-push-warp,1905570
ff 15,edge-list,318373,rev-edge-list,325032,vertex-pull,295148,vertex-push,5421060,vertex-push-warp,1439710
ff 05,edge-list,170793,rev-edge-list,174706,vertex-pull,188180,vertex-push,2333020,vertex-push-warp,811414
re 50,edge-list,2189050,rev-edge-list,2310420,vertex-pull,1699320,vertex-push,2416230,vertex-push-warp,7483560
re 30,edge-list,1535540,rev-edge-list,1710520,vertex-pull,1960540,vertex-push,1970980,vertex-push-warp,6392430
re 15,edge-list,171402,rev-edge-list,196778,vertex-pull,251650,vertex-push,172117,vertex-push-warp,578111
re 05,edge-list,158043,rev-edge-list,184544,vertex-pull,199890,vertex-push,167052,vertex-push-warp,472119
rw 50,edge-list,2847980,rev-edge-list,2974100,vertex-pull,1823090,vertex-push,2445040,vertex-push-warp,7037560
rw 30,edge-list,1387980,rev-edge-list,1484870,vertex-pull,1597690,vertex-push,1691740,vertex-push-warp,4904640
rw 15,edge-list,1287910,rev-edge-list,1428130,vertex-pull,1532980,vertex-push,1605610,vertex-push-warp,4676340
rw 05,edge-list,2179500,rev-edge-list,2542020,vertex-pull,2549210,vertex-push,2416470,vertex-push-warp,7022550
,,,,,,,,,,
soc-Slashdot0902.txt,1,,2,,3,,4,,5,
graph,edge-list,13973000,rev-edge-list,14025700,vertex-pull,4222590,vertex-push,11821100,vertex-push-warp,11164400
ff 50,edge-list,1693160,rev-edge-list,1704590,vertex-pull,988612,vertex-push,5736750,vertex-push-warp,2842700
ff 30,edge-list,690086,rev-edge-list,688941,vertex-pull,559143,vertex-push,5697560,vertex-push-warp,2118770
ff 15,edge-list,321190,rev-edge-list,309212,vertex-pull,355588,vertex-push,5272180,vertex-push-warp,1496320
ff 05,edge-list,163044,rev-edge-list,175172,vertex-pull,194626,vertex-push,2417200,vertex-push-warp,825300
re 50,edge-list,2340030,rev-edge-list,2437450,vertex-pull,1744290,vertex-push,2538560,vertex-push-warp,7612440
re 30,edge-list,1405630,rev-edge-list,1463780,vertex-pull,1661730,vertex-push,1806780,vertex-push-warp,5881630
re 15,edge-list,377325,rev-edge-list,390049,vertex-pull,535820,vertex-push,348601,vertex-push-warp,1205810
re 05,edge-list,120635,rev-edge-list,123821,vertex-pull,132861,vertex-push,110709,vertex-push-warp,314245
rw 50,edge-list,3171250,rev-edge-list,3242640,vertex-pull,1910820,vertex-push,2836520,vertex-push-warp,7782620
rw 30,edge-list,1633250,rev-edge-list,1814680,vertex-pull,1795790,vertex-push,1951950,vertex-push-warp,6025440
rw 15,edge-list,1217140,rev-edge-list,1370060,vertex-pull,1422060,vertex-push,1410560,vertex-push-warp,4434860
rw 05,edge-list,2235710,rev-edge-list,2498310,vertex-pull,2418710,vertex-push,2369660,vertex-push-warp,6733860
,,,,,,,,,,
wiki-Vote.txt,1,,2,,3,,4,,5,
graph,edge-list,1474250,rev-edge-list,1533350,vertex-pull,1203260,vertex-push,3899040,vertex-push-warp,1511740
ff 50,edge-list,659183,rev-edge-list,685172,vertex-pull,645632,vertex-push,2683720,vertex-push-warp,1297160
ff 30,edge-list,406553,rev-edge-list,394849,vertex-pull,428926,vertex-push,2430370,vertex-push-warp,1135150
ff 15,edge-list,122862,rev-edge-list,122980,vertex-pull,136375,vertex-push,131099,vertex-push-warp,323816
ff 05,edge-list,122160,rev-edge-list,123110,vertex-pull,116627,vertex-push,111942,vertex-push-warp,292704
re 50,edge-list,680596,rev-edge-list,708988,vertex-pull,811663,vertex-push,1270030,vertex-push-warp,1998550
re 30,edge-list,174293,rev-edge-list,181094,vertex-pull,194353,vertex-push,159784,vertex-push-warp,432138
re 15,edge-list,116820,rev-edge-list,121250,vertex-pull,116508,vertex-push,108948,vertex-push-warp,289153
re 05,edge-list,116434,rev-edge-list,120676,vertex-pull,112654,vertex-push,108569,vertex-push-warp,285946
rw 50,edge-list,751863,rev-edge-list,763888,vertex-pull,948514,vertex-push,924733,vertex-push-warp,2201970
rw 30,edge-list,1026040,rev-edge-list,1041940,vertex-pull,1099320,vertex-push,1096270,vertex-push-warp,2773140
rw 15,edge-list,115873,rev-edge-list,117970,vertex-pull,120536,vertex-push,108254,vertex-push-warp,287906
rw 05,edge-list,452855,rev-edge-list,465716,vertex-pull,436280,vertex-push,422097,vertex-push-warp,1155610
,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,
graph,edge-list,460784000,rev-edge-list,456262000,vertex-pull,25083500,vertex-push,53611400,vertex-push-warp,55930400
ff 50,edge-list,53638300,rev-edge-list,53152800,vertex-pull,8306560,vertex-push,18061300,vertex-push-warp,14113600
ff 30,edge-list,28432400,rev-edge-list,28103700,vertex-pull,5566660,vertex-push,13201100,vertex-push-warp,8765420
ff 15,edge-list,15987000,rev-edge-list,14633200,vertex-pull,4461060,vertex-push,11784100,vertex-push-warp,6798810
ff 05,edge-list,1997320,rev-edge-list,2032340,vertex-pull,3220750,vertex-push,10738300,vertex-push-warp,4084000
re 50,edge-list,26007300,rev-edge-list,25685600,vertex-pull,10670600,vertex-push,13403800,vertex-push-warp,66119500
re 30,edge-list,824350,rev-edge-list,836663,vertex-pull,580607,vertex-push,567198,vertex-push-warp,2940880
re 15,edge-list,350852,rev-edge-list,357411,vertex-pull,350030,vertex-push,331636,vertex-push-warp,1665440
re 05,edge-list,440243,rev-edge-list,439016,vertex-pull,415788,vertex-push,402548,vertex-push-warp,1759910
rw 50,edge-list,26877900,rev-edge-list,26549500,vertex-pull,9274510,vertex-push,12010900,vertex-push-warp,57327700
rw 30,edge-list,1713350,rev-edge-list,1685910,vertex-pull,888729,vertex-push,840358,vertex-push-warp,4411520
rw 15,edge-list,1025930,rev-edge-list,990132,vertex-pull,716252,vertex-push,664043,vertex-push-warp,3297770
rw 05,edge-list,7044520,rev-edge-list,7143130,vertex-pull,5531040,vertex-push,5503030,vertex-push-warp,22881800
,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,
graph,edge-list,334317,rev-edge-list,336592,vertex-pull,480605,vertex-push,862236,vertex-push-warp,1323470
ff 50,edge-list,165093,rev-edge-list,164804,vertex-pull,168044,vertex-push,313691,vertex-push-warp,648220
ff 30,edge-list,165941,rev-edge-list,164677,vertex-pull,158217,vertex-push,259430,vertex-push-warp,631307
ff 15,edge-list,165398,rev-edge-list,163981,vertex-pull,156989,vertex-push,231127,vertex-push-warp,541940
ff 05,edge-list,113350,rev-edge-list,110896,vertex-pull,106940,vertex-push,128798,vertex-push-warp,252220
re 50,edge-list,112798,rev-edge-list,111108,vertex-pull,117937,vertex-push,111773,vertex-push-warp,304593
re 30,edge-list,113107,rev-edge-list,110533,vertex-pull,114266,vertex-push,111915,vertex-push-warp,285214
re 15,edge-list,112752,rev-edge-list,111273,vertex-pull,114243,vertex-push,112155,vertex-push-warp,275270
re 05,edge-list,113036,rev-edge-list,111090,vertex-pull,112258,vertex-push,112004,vertex-push-warp,207813
rw 50,edge-list,642419,rev-edge-list,638404,vertex-pull,659904,vertex-push,696160,vertex-push-warp,1855740
rw 30,edge-list,590554,rev-edge-list,585987,vertex-pull,599727,vertex-push,626773,vertex-push-warp,1651530
rw 15,edge-list,112473,rev-edge-list,111140,vertex-pull,120302,vertex-push,111814,vertex-push-warp,275996
rw 05,edge-list,112772,rev-edge-list,110871,vertex-pull,112599,vertex-push,111839,vertex-push-warp,207537
,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,
graph,edge-list,3713080,rev-edge-list,3672140,vertex-pull,4911260,vertex-push,10262600,vertex-push-warp,6355460
ff 50,edge-list,514548,rev-edge-list,512407,vertex-pull,2446200,vertex-push,5728350,vertex-push-warp,1719000
ff 30,edge-list,368052,rev-edge-list,368198,vertex-pull,2295610,vertex-push,5466300,vertex-push-warp,1550240
ff 15,edge-list,233807,rev-edge-list,231812,vertex-pull,2002890,vertex-push,4919400,vertex-push-warp,1068800
ff 05,edge-list,219886,rev-edge-list,217602,vertex-pull,1085870,vertex-push,2219720,vertex-push-warp,904511
re 50,edge-list,991483,rev-edge-list,984348,vertex-pull,1603620,vertex-push,3812190,vertex-push-warp,2650690
re 30,edge-list,140688,rev-edge-list,137637,vertex-pull,902933,vertex-push,120872,vertex-push-warp,347311
re 15,edge-list,793611,rev-edge-list,799959,vertex-pull,1656180,vertex-push,1906490,vertex-push-warp,2226190
re 05,edge-list,598312,rev-edge-list,604923,vertex-pull,909983,vertex-push,696721,vertex-push-warp,1484180
rw 50,edge-list,1110340,rev-edge-list,1048390,vertex-pull,2768240,vertex-push,4005380,vertex-push-warp,2653050
rw 30,edge-list,147880,rev-edge-list,142850,vertex-pull,1117860,vertex-push,116221,vertex-push-warp,347297
rw 15,edge-list,844878,rev-edge-list,841351,vertex-pull,1440860,vertex-push,2019420,vertex-push-warp,2565600
rw 05,edge-list,1032410,rev-edge-list,1026500,vertex-pull,1546800,vertex-push,1427890,vertex-push-warp,2844400
,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,
ff 50,edge-list,71743500,rev-edge-list,71371600,vertex-pull,45831300,vertex-push,92890200,vertex-push-warp,58765800
ff 30,edge-list,33843700,rev-edge-list,33562900,vertex-pull,33920200,vertex-push,66445400,vertex-push-warp,38865500
ff 15,edge-list,6106280,rev-edge-list,6013150,vertex-pull,22694400,vertex-push,48058000,vertex-push-warp,14324100
ff 05,edge-list,1780930,rev-edge-list,1781000,vertex-pull,13005100,vertex-push,25385100,vertex-push-warp,5977560
re 50,edge-list,97381000,rev-edge-list,97102100,vertex-pull,61023400,vertex-push,65713000,vertex-push-warp,235818000
re 30,edge-list,48323300,rev-edge-list,47977800,vertex-pull,34760900,vertex-push,37653700,vertex-push-warp,159880000
re 15,edge-list,2325140,rev-edge-list,2297020,vertex-pull,2672970,vertex-push,1778280,vertex-push-warp,9551800
re 05,edge-list,795292,rev-edge-list,805590,vertex-pull,880357,vertex-push,648962,vertex-push-warp,3320030
rw 50,edge-list,94130700,rev-edge-list,93886200,vertex-pull,39616500,vertex-push,57549500,vertex-push-warp,207755000
rw 30,edge-list,101194000,rev-edge-list,100351000,vertex-pull,43681700,vertex-push,55831400,vertex-push-warp,265486000
rw 15,edge-list,31446100,rev-edge-list,30945700,vertex-pull,18123500,vertex-push,21926400,vertex-push-warp,97011500
rw 05,edge-list,1030730,rev-edge-list,1028150,vertex-pull,876768,vertex-push,648918,vertex-push-warp,3323130
,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,
graph,edge-list,7021560,rev-edge-list,6978770,vertex-pull,1438220,vertex-push,2777160,vertex-push-warp,3870700
ff 50,edge-list,1091630,rev-edge-list,1096030,vertex-pull,676147,vertex-push,1605420,vertex-push-warp,1371480
ff 15,edge-list,233433,rev-edge-list,262448,vertex-pull,456534,vertex-push,1177440,vertex-push-warp,1116020
ff 05,edge-list,162218,rev-edge-list,181361,vertex-pull,161626,vertex-push,632336,vertex-push-warp,751780
re 50,edge-list,1675000,rev-edge-list,1700650,vertex-pull,1410640,vertex-push,1576520,vertex-push-warp,4245600
re 30,edge-list,1490730,rev-edge-list,1512140,vertex-pull,1410730,vertex-push,1525690,vertex-push-warp,3987970
re 15,edge-list,179420,rev-edge-list,180152,vertex-pull,206794,vertex-push,169696,vertex-push-warp,440061
re 05,edge-list,120180,rev-edge-list,122705,vertex-pull,114976,vertex-push,110517,vertex-push-warp,286787
rw 50,edge-list,1540460,rev-edge-list,1561930,vertex-pull,1273820,vertex-push,1369650,vertex-push-warp,3771780
rw 30,edge-list,1541050,rev-edge-list,1575420,vertex-pull,1513700,vertex-push,1605650,vertex-push-warp,4352300
rw 15,edge-list,1869110,rev-edge-list,1913010,vertex-pull,1931120,vertex-push,1977240,vertex-push-warp,5179160
rw 05,edge-list,171822,rev-edge-list,176526,vertex-pull,175136,vertex-push,164414,vertex-push-warp,426572
,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,
graph,edge-list,58746200,rev-edge-list,57945000,vertex-pull,7800900,vertex-push,20470700,vertex-push-warp,6795640
ff 50,edge-list,1348030,rev-edge-list,1384100,vertex-pull,2713690,vertex-push,9800080,vertex-push-warp,2622260
ff 30,edge-list,497909,rev-edge-list,515744,vertex-pull,204651,vertex-push,4983460,vertex-push-warp,1489190
ff 15,edge-list,205014,rev-edge-list,205266,vertex-pull,178252,vertex-push,2802910,vertex-push-warp,1153690
ff 05,edge-list,172606,rev-edge-list,173870,vertex-pull,164040,vertex-push,1988380,vertex-push-warp,820328
re 50,edge-list,1635230,rev-edge-list,1680250,vertex-pull,1181370,vertex-push,1311910,vertex-push-warp,3860280
re 30,edge-list,2587190,rev-edge-list,2593740,vertex-pull,2503490,vertex-push,2497870,vertex-push-warp,7097580
re 15,edge-list,122207,rev-edge-list,120448,vertex-pull,124830,vertex-push,112233,vertex-push-warp,311999
re 05,edge-list,120278,rev-edge-list,120423,vertex-pull,115492,vertex-push,110710,vertex-push-warp,286929
rw 50,edge-list,1543050,rev-edge-list,1487840,vertex-pull,1041570,vertex-push,1185580,vertex-push-warp,3219800
rw 30,edge-list,1679510,rev-edge-list,1672860,vertex-pull,1498320,vertex-push,1585480,vertex-push-warp,4483250
rw 15,edge-list,173353,rev-edge-list,173730,vertex-pull,187081,vertex-push,165975,vertex-push-warp,464061
rw 05,edge-list,4992300,rev-edge-list,5028660,vertex-pull,5093740,vertex-push,5099790,vertex-push-warp,13478900
,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,
graph,edge-list,53462000,rev-edge-list,52864600,vertex-pull,10249100,vertex-push,30827800,vertex-push-warp,9050190
ff 50,edge-list,1688270,rev-edge-list,1737490,vertex-pull,3519820,vertex-push,14856000,vertex-push-warp,3547880
ff 30,edge-list,248627,rev-edge-list,242067,vertex-pull,171913,vertex-push,8322760,vertex-push-warp,1462800
ff 15,edge-list,179351,rev-edge-list,171933,vertex-pull,163693,vertex-push,5091560,vertex-push-warp,940724
ff 05,edge-list,169492,rev-edge-list,163060,vertex-pull,159807,vertex-push,1904920,vertex-push-warp,777738
re 50,edge-list,1366660,rev-edge-list,1357460,vertex-pull,1028410,vertex-push,1264080,vertex-push-warp,2938870
re 30,edge-list,1188400,rev-edge-list,1186010,vertex-pull,1188330,vertex-push,1282940,vertex-push-warp,3193320
re 15,edge-list,124773,rev-edge-list,121245,vertex-pull,133369,vertex-push,112352,vertex-push-warp,302480
re 05,edge-list,122328,rev-edge-list,120509,vertex-pull,114765,vertex-push,110893,vertex-push-warp,287073
rw 50,edge-list,1477980,rev-edge-list,1549550,vertex-pull,1284700,vertex-push,1450870,vertex-push-warp,3182460
rw 30,edge-list,1703220,rev-edge-list,1676670,vertex-pull,1711200,vertex-push,1724990,vertex-push-warp,4637690
rw 15,edge-list,1680940,rev-edge-list,1674200,vertex-pull,1756540,vertex-push,1770920,vertex-push-warp,4623310
rw 05,edge-list,171634,rev-edge-list,169080,vertex-pull,174056,vertex-push,163861,vertex-push-warp,427143
,,,,,,,,,,
cfinder-google.edges,1,,2,,3,,4,,5,
graph,edge-list,5248870,rev-edge-list,5331070,vertex-pull,12961700,vertex-push,7075900,vertex-push-warp,4691830
ff 50,edge-list,1367510,rev-edge-list,1406660,vertex-pull,3967690,vertex-push,4136280,vertex-push-warp,2343920
ff 30,edge-list,437692,rev-edge-list,478408,vertex-pull,1490670,vertex-push,2158250,vertex-push-warp,1657790
ff 15,edge-list,341355,rev-edge-list,375504,vertex-pull,736626,vertex-push,1705080,vertex-push-warp,1352190
ff 05,edge-list,272371,rev-edge-list,303404,vertex-pull,382644,vertex-push,1068920,vertex-push-warp,1051460
re 50,edge-list,236245,rev-edge-list,242352,vertex-pull,2946130,vertex-push,227625,vertex-push-warp,697944
re 30,edge-list,113414,rev-edge-list,115953,vertex-pull,491109,vertex-push,111364,vertex-push-warp,315036
re 15,edge-list,110735,rev-edge-list,113103,vertex-pull,344373,vertex-push,108831,vertex-push-warp,292172
rw 50,edge-list,800008,rev-edge-list,894468,vertex-pull,1816050,vertex-push,1399710,vertex-push-warp,3014810
rw 30,edge-list,786773,rev-edge-list,811798,vertex-pull,1397680,vertex-push,1247630,vertex-push-warp,2819920
rw 15,edge-list,488488,rev-edge-list,505781,vertex-pull,718413,vertex-push,744254,vertex-push-warp,1760520
rw 05,edge-list,588221,rev-edge-list,610797,vertex-pull,666087,vertex-push,694588,vertex-push-warp,1967650
,,,,,,,,,,
chess.edges,1,,2,,3,,4,,5,
graph,edge-list,1763540,rev-edge-list,1703580,vertex-pull,912980,vertex-push,1199250,vertex-push-warp,2405640
ff 50,edge-list,344312,rev-edge-list,343965,vertex-pull,409023,vertex-push,615767,vertex-push-warp,1197530
ff 30,edge-list,285784,rev-edge-list,290276,vertex-pull,319262,vertex-push,630534,vertex-push-warp,1035680
ff 15,edge-list,217846,rev-edge-list,222049,vertex-pull,229547,vertex-push,415580,vertex-push-warp,900358
ff 05,edge-list,216020,rev-edge-list,220677,vertex-pull,215145,vertex-push,385188,vertex-push-warp,818773
re 50,edge-list,823531,rev-edge-list,817117,vertex-pull,874127,vertex-push,958976,vertex-push-warp,2527790
re 30,edge-list,1169800,rev-edge-list,1167660,vertex-pull,1241490,vertex-push,1247580,vertex-push-warp,3296100
re 15,edge-list,110715,rev-edge-list,109616,vertex-pull,115338,vertex-push,109066,vertex-push-warp,287487
re 05,edge-list,111076,rev-edge-list,110119,vertex-pull,112877,vertex-push,108771,vertex-push-warp,283576
rw 50,edge-list,946021,rev-edge-list,936057,vertex-pull,977467,vertex-push,1035520,vertex-push-warp,2923700
rw 30,edge-list,1176120,rev-edge-list,1165660,vertex-pull,1217870,vertex-push,1254590,vertex-push-warp,3488480
rw 15,edge-list,2117830,rev-edge-list,2100400,vertex-pull,2161820,vertex-push,2141300,vertex-push-warp,5849370
rw 05,edge-list,110437,rev-edge-list,109186,vertex-pull,113317,vertex-push,127256,vertex-push-warp,282676
,,,,,,,,,,
com-amazon.edges,1,,2,,3,,4,,5,
graph,edge-list,100474000,rev-edge-list,99299700,vertex-pull,23557300,vertex-push,31600700,vertex-push-warp,146759000
ff 50,edge-list,16756700,rev-edge-list,16586000,vertex-pull,7577200,vertex-push,7252570,vertex-push-warp,28860100
ff 30,edge-list,9064700,rev-edge-list,9006160,vertex-pull,3876080,vertex-push,4499760,vertex-push-warp,17985500
ff 05,edge-list,1531190,rev-edge-list,1527560,vertex-pull,1716330,vertex-push,1766380,vertex-push-warp,2998150
re 50,edge-list,1505350,rev-edge-list,1495460,vertex-pull,1093960,vertex-push,1157390,vertex-push-warp,6190780
re 30,edge-list,1031800,rev-edge-list,1049510,vertex-pull,1043370,vertex-push,1049610,vertex-push-warp,5506240
re 15,edge-list,329805,rev-edge-list,340985,vertex-pull,316309,vertex-push,296245,vertex-push-warp,1304900
re 05,edge-list,130971,rev-edge-list,143243,vertex-pull,136237,vertex-push,129056,vertex-push-warp,460815
rw 50,edge-list,40363500,rev-edge-list,40119200,vertex-pull,20150200,vertex-push,23656000,vertex-push-warp,116848000
rw 30,edge-list,848630,rev-edge-list,844406,vertex-pull,551811,vertex-push,531571,vertex-push-warp,2748760
rw 15,edge-list,1450760,rev-edge-list,1411840,vertex-pull,983191,vertex-push,860172,vertex-push-warp,3877170
rw 05,edge-list,251215,rev-edge-list,269995,vertex-pull,208749,vertex-push,188640,vertex-push-warp,682068
,,,,,,,,,,
com-dblp.edges,1,,2,,3,,4,,5,
graph,edge-list,49940200,rev-edge-list,49557400,vertex-pull,10197400,vertex-push,13624600,vertex-push-warp,61442600
ff 50,edge-list,9720200,rev-edge-list,9692400,vertex-pull,2969450,vertex-push,3949590,vertex-push-warp,15864900
ff 30,edge-list,5323420,rev-edge-list,5351860,vertex-pull,1875480,vertex-push,2473810,vertex-push-warp,9590910
ff 15,edge-list,2154540,rev-edge-list,2187230,vertex-pull,1261700,vertex-push,1788680,vertex-push-warp,4451700
ff 05,edge-list,1056330,rev-edge-list,1055420,vertex-pull,763877,vertex-push,1314450,vertex-push-warp,1987450
re 50,edge-list,1163480,rev-edge-list,1158570,vertex-pull,766730,vertex-push,775715,vertex-push-warp,4090590
re 30,edge-list,560392,rev-edge-list,558311,vertex-pull,423894,vertex-push,466018,vertex-push-warp,2382140
re 15,edge-list,347064,rev-edge-list,339238,vertex-pull,234555,vertex-push,253764,vertex-push-warp,1216880
re 05,edge-list,134164,rev-edge-list,141445,vertex-pull,131844,vertex-push,126421,vertex-push-warp,443377
rw 50,edge-list,20521900,rev-edge-list,20476400,vertex-pull,9478210,vertex-push,11178700,vertex-push-warp,53883800
rw 30,edge-list,12948600,rev-edge-list,12868700,vertex-pull,6325510,vertex-push,8007740,vertex-push-warp,37511400
rw 15,edge-list,9723120,rev-edge-list,9493460,vertex-pull,4724940,vertex-push,5594040,vertex-push-warp,25292900
rw 05,edge-list,4765240,rev-edge-list,4884510,vertex-pull,3985270,vertex-push,3863370,vertex-push-warp,13586700
,,,,,,,,,,
com-youtube.edges,1,,2,,3,,4,,5,
graph,edge-list,129661000,rev-edge-list,128488000,vertex-pull,64767600,vertex-push,112297000,vertex-push-warp,197685000
ff 50,edge-list,26357400,rev-edge-list,26201900,vertex-pull,33704500,vertex-push,65487000,vertex-push-warp,39350800
ff 30,edge-list,14027700,rev-edge-list,13891400,vertex-pull,28925000,vertex-push,57211000,vertex-push-warp,23109000
ff 15,edge-list,5764900,rev-edge-list,5721560,vertex-pull,25629200,vertex-push,51401000,vertex-push-warp,12020100
ff 05,edge-list,1384440,rev-edge-list,1415840,vertex-pull,10547300,vertex-push,23514300,vertex-push-warp,4343450
re 50,edge-list,8541290,rev-edge-list,8458300,vertex-pull,27737800,vertex-push,3813770,vertex-push-warp,20954700
re 30,edge-list,23351200,rev-edge-list,23147800,vertex-pull,20051800,vertex-push,27160000,vertex-push-warp,70759300
re 15,edge-list,1172260,rev-edge-list,1157180,vertex-pull,3388980,vertex-push,780345,vertex-push-warp,4155300
re 05,edge-list,6600130,rev-edge-list,6552540,vertex-pull,9756200,vertex-push,7446600,vertex-push-warp,30858500
rw 50,edge-list,49298900,rev-edge-list,48967800,vertex-pull,34723200,vertex-push,46585600,vertex-push-warp,114772000
rw 15,edge-list,17538000,rev-edge-list,17307900,vertex-pull,18947500,vertex-push,16582300,vertex-push-warp,48712500
rw 05,edge-list,1295920,rev-edge-list,1333890,vertex-pull,3128960,vertex-push,813650,vertex-push-warp,4130530
,,,,,,,,,,
contiguous-usa.edges,1,,2,,3,,4,,5,
graph,edge-list,530944,rev-edge-list,461890,vertex-pull,495217,vertex-push,613516,vertex-push-warp,1365270
ff 50,edge-list,297700,rev-edge-list,260082,vertex-pull,271573,vertex-push,342893,vertex-push-warp,741986
ff 30,edge-list,243187,rev-edge-list,209637,vertex-pull,213453,vertex-push,270422,vertex-push-warp,504573
ff 15,edge-list,183237,rev-edge-list,155762,vertex-pull,158138,vertex-push,201889,vertex-push-warp,321273
ff 05,edge-list,125683,rev-edge-list,107618,vertex-pull,107004,vertex-push,131142,vertex-push-warp,196849
re 50,edge-list,120696,rev-edge-list,107599,vertex-pull,112318,vertex-push,124573,vertex-push-warp,264514
re 30,edge-list,236334,rev-edge-list,207072,vertex-pull,217136,vertex-push,243210,vertex-push-warp,443575
re 15,edge-list,120406,rev-edge-list,107850,vertex-pull,110021,vertex-push,122220,vertex-push-warp,201658
re 05,edge-list,120464,rev-edge-list,121491,vertex-pull,110072,vertex-push,123170,vertex-push-warp,187725
rw 50,edge-list,529095,rev-edge-list,460243,vertex-pull,496439,vertex-push,562552,vertex-push-warp,1189040
rw 30,edge-list,120727,rev-edge-list,107705,vertex-pull,118156,vertex-push,120493,vertex-push-warp,225569
rw 15,edge-list,120629,rev-edge-list,108019,vertex-pull,113953,vertex-push,121331,vertex-push-warp,201473
rw 05,edge-list,120128,rev-edge-list,107422,vertex-pull,109824,vertex-push,121619,vertex-push-warp,188111
,,,,,,,,,,
dblp_coauthor.edges,1,,2,,3,,4,,5,
graph,edge-list,223144000,rev-edge-list,221949000,vertex-pull,37813700,vertex-push,59937000,vertex-push-warp,228592000
ff 50,edge-list,41982800,rev-edge-list,41911800,vertex-pull,9848790,vertex-push,15449400,vertex-push-warp,52740100
ff 30,edge-list,21070300,rev-edge-list,20960500,vertex-pull,5927100,vertex-push,8485790,vertex-push-warp,31119900
ff 15,edge-list,7256220,rev-edge-list,7162120,vertex-pull,3633290,vertex-push,5122930,vertex-push-warp,13452000
ff 05,edge-list,2248530,rev-edge-list,2224900,vertex-pull,2745850,vertex-push,4320500,vertex-push-warp,5127950
re 50,edge-list,56757700,rev-edge-list,56481700,vertex-pull,29009600,vertex-push,38158800,vertex-push-warp,189715000
re 30,edge-list,3295920,rev-edge-list,3220460,vertex-pull,2318000,vertex-push,2568830,vertex-push-warp,14025500
re 15,edge-list,969382,rev-edge-list,958229,vertex-pull,794304,vertex-push,885673,vertex-push-warp,4729560
re 05,edge-list,388682,rev-edge-list,381993,vertex-pull,374383,vertex-push,341494,vertex-push-warp,1682790
rw 50,edge-list,71145800,rev-edge-list,70703000,vertex-pull,27765100,vertex-push,37821400,vertex-push-warp,183779000
rw 30,edge-list,45019000,rev-edge-list,44621800,vertex-pull,21298800,vertex-push,27236300,vertex-push-warp,137312000
rw 15,edge-list,2105170,rev-edge-list,2082670,vertex-pull,1243000,vertex-push,1313940,vertex-push-warp,7077780
rw 05,edge-list,1920810,rev-edge-list,1760200,vertex-pull,1316270,vertex-push,1175370,vertex-push-warp,5878630
,,,,,,,,,,
digg-friends.edges,1,,2,,3,,4,,5,
graph,edge-list,35522700,rev-edge-list,35383600,vertex-pull,30672600,vertex-push,19580400,vertex-push-warp,47734900
ff 30,edge-list,6084350,rev-edge-list,6104410,vertex-pull,3000770,vertex-push,6010960,vertex-push-warp,7585750
