pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
re 50,edge-list,1278490,struct-edge-list,1262310,vertex-pull,7648520,vertex-pull-nodiv,3193050,vertex-pull-warp,9899580,vertex-pull-warp-nodiv,8311000,vertex-push,4128600,vertex-push-warp,6517840
re 30,edge-list,734535,struct-edge-list,720421,vertex-pull,3245600,vertex-pull-nodiv,1537810,vertex-pull-warp,5228360,vertex-pull-warp-nodiv,4502680,vertex-push,1865350,vertex-push-warp,3331790
re 15,edge-list,460217,struct-edge-list,458587,vertex-pull,1518540,vertex-pull-nodiv,905047,vertex-pull-warp,2842590,vertex-pull-warp-nodiv,2473440,vertex-push,965105,vertex-push-warp,1767380
re 05,edge-list,425029,struct-edge-list,414967,vertex-pull,728357,vertex-pull-nodiv,622178,vertex-pull-warp,2341860,vertex-pull-warp-nodiv,2105370,vertex-push,542188,vertex-push-warp,1700850
rw 50,edge-list,1358890,struct-edge-list,1342970,vertex-pull,9415980,vertex-pull-nodiv,3771450,vertex-pull-warp,10227500,vertex-pull-warp-nodiv,8467500,vertex-push,4776410,vertex-push-warp,6487010
rw 30,edge-list,789588,struct-edge-list,778727,vertex-pull,4711660,vertex-pull-nodiv,1965330,vertex-pull-warp,5558000,vertex-pull-warp-nodiv,4629300,vertex-push,2327880,vertex-push-warp,3362920
rw 15,edge-list,502827,struct-edge-list,497704,vertex-pull,1896240,vertex-pull-nodiv,997108,vertex-pull-warp,3189830,vertex-pull-warp-nodiv,2573970,vertex-push,1086380,vertex-push-warp,1772950
rw 05,edge-list,427734,struct-edge-list,423033,vertex-pull,818186,vertex-pull-nodiv,600172,vertex-pull-warp,2560000,vertex-pull-warp-nodiv,2178580,vertex-push,593621,vertex-push-warp,1680790
,,,,,,,,,,,,,,,,
wiki-Vote.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,858993,struct-edge-list,843744,vertex-pull,13832400,vertex-pull-nodiv,5375140,vertex-pull-warp,6668160,vertex-pull-warp-nodiv,3776210,vertex-push,13067400,vertex-push-warp,2926310
ff 50,edge-list,609320,struct-edge-list,598922,vertex-pull,5636960,vertex-pull-nodiv,2316590,vertex-pull-warp,4509070,vertex-pull-warp-nodiv,2927330,vertex-push,9261820,vertex-push-warp,2429730
ff 30,edge-list,495903,struct-edge-list,488201,vertex-pull,3397830,vertex-pull-nodiv,1557030,vertex-pull-warp,3429330,vertex-pull-warp-nodiv,2533870,vertex-push,9524300,vertex-push-warp,2526970
ff 15,edge-list,422348,struct-edge-list,411041,vertex-pull,819888,vertex-pull-nodiv,561623,vertex-pull-warp,2489850,vertex-pull-warp-nodiv,2171230,vertex-push,8474650,vertex-push-warp,2008160
ff 05,edge-list,523189,struct-edge-list,414450,vertex-pull,512638,vertex-pull-nodiv,453720,vertex-pull-warp,2426160,vertex-pull-warp-nodiv,2206230,vertex-push,1780140,vertex-push-warp,1911620
re 50,edge-list,452685,struct-edge-list,450302,vertex-pull,1723270,vertex-pull-nodiv,887207,vertex-pull-warp,2555540,vertex-pull-warp-nodiv,2185570,vertex-push,1784560,vertex-push-warp,1782780
re 30,edge-list,419422,struct-edge-list,415042,vertex-pull,745507,vertex-pull-nodiv,540957,vertex-pull-warp,2373940,vertex-pull-warp-nodiv,2102960,vertex-push,719246,vertex-push-warp,1729220
re 15,edge-list,421322,struct-edge-list,416172,vertex-pull,522215,vertex-pull-nodiv,456997,vertex-pull-warp,2135640,vertex-pull-warp-nodiv,2004930,vertex-push,511731,vertex-push-warp,1733430
re 05,edge-list,427496,struct-edge-list,409605,vertex-pull,463878,vertex-pull-nodiv,440277,vertex-pull-warp,1981180,vertex-pull-warp-nodiv,1939540,vertex-push,465718,vertex-push-warp,1736460
rw 50,edge-list,429563,struct-edge-list,423053,vertex-pull,1620730,vertex-pull-nodiv,849517,vertex-pull-warp,2456090,vertex-pull-warp-nodiv,2153890,vertex-push,749493,vertex-push-warp,1696550
rw 30,edge-list,430884,struct-edge-list,544594,vertex-pull,844974,vertex-pull-nodiv,579942,vertex-pull-warp,2301480,vertex-pull-warp-nodiv,2071020,vertex-push,591346,vertex-push-warp,1714440
rw 15,edge-list,424856,struct-edge-list,411168,vertex-pull,577166,vertex-pull-nodiv,487883,vertex-pull-warp,2313790,vertex-pull-warp-nodiv,2077470,vertex-push,478199,vertex-push-warp,1722040
rw 05,edge-list,416646,struct-edge-list,412350,vertex-pull,493184,vertex-pull-nodiv,453903,vertex-pull-warp,2204400,vertex-pull-warp-nodiv,2030550,vertex-push,459549,vertex-push-warp,1726730
,,,,,,,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,148486000,struct-edge-list,143492000,vertex-pull,473240000,vertex-pull-nodiv,203116000,vertex-pull-warp,354155000,vertex-pull-warp-nodiv,174208000,vertex-push,302329000,vertex-push-warp,191292000
ff 50,edge-list,35972900,struct-edge-list,34927500,vertex-pull,158899000,vertex-pull-nodiv,70975900,vertex-pull-warp,98339700,vertex-pull-warp-nodiv,56612100,vertex-push,103184000,vertex-push-warp,53629300
ff 30,edge-list,22709800,struct-edge-list,21960000,vertex-pull,148714000,vertex-pull-nodiv,67408100,vertex-pull-warp,62309400,vertex-pull-warp-nodiv,34174100,vertex-push,97294100,vertex-push-warp,31345600
ff 15,edge-list,10387300,struct-edge-list,10057800,vertex-pull,125242000,vertex-pull-nodiv,55250600,vertex-pull-warp,53729400,vertex-pull-warp-nodiv,23829400,vertex-push,83783800,vertex-push-warp,27393600
ff 05,edge-list,1575780,struct-edge-list,1533180,vertex-pull,81446100,vertex-pull-nodiv,31693200,vertex-pull-warp,31539900,vertex-pull-warp-nodiv,14816400,vertex-push,47064800,vertex-push-warp,15475000
re 50,edge-list,5725700,struct-edge-list,5568140,vertex-pull,9555840,vertex-pull-nodiv,4465050,vertex-pull-warp,43995900,vertex-pull-warp-nodiv,35679300,vertex-push,6372410,vertex-push-warp,24161800
re 30,edge-list,2789160,struct-edge-list,2686300,vertex-pull,4011680,vertex-pull-nodiv,2192710,vertex-pull-warp,26172500,vertex-pull-warp-nodiv,21375100,vertex-push,2978190,vertex-push-warp,14210700
re 15,edge-list,1435960,struct-edge-list,1323860,vertex-pull,1781850,vertex-pull-nodiv,1105480,vertex-pull-warp,13849900,vertex-pull-warp-nodiv,11301200,vertex-push,1421580,vertex-push-warp,7820840
re 05,edge-list,531293,struct-edge-list,491564,vertex-pull,664018,vertex-pull-nodiv,515258,vertex-pull-warp,3635030,vertex-pull-warp-nodiv,3190370,vertex-push,532357,vertex-push-warp,1914110
rw 50,edge-list,6098920,struct-edge-list,5899350,vertex-pull,10117900,vertex-pull-nodiv,4701980,vertex-pull-warp,43979200,vertex-pull-warp-nodiv,35630800,vertex-push,6758290,vertex-push-warp,24223800
rw 30,edge-list,3046010,struct-edge-list,2947980,vertex-pull,4482720,vertex-pull-nodiv,2387800,vertex-pull-warp,26241200,vertex-pull-warp-nodiv,21372000,vertex-push,3285490,vertex-push-warp,14275300
rw 15,edge-list,1500210,struct-edge-list,1445520,vertex-pull,1948920,vertex-pull-nodiv,1194400,vertex-pull-warp,13889600,vertex-pull-warp-nodiv,11324400,vertex-push,1570270,vertex-push-warp,7846100
rw 05,edge-list,666948,struct-edge-list,558137,vertex-pull,786120,vertex-pull-nodiv,581174,vertex-pull-warp,3650440,vertex-pull-warp-nodiv,3189240,vertex-push,619441,vertex-push-warp,1916830
,,,,,,,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,472081,struct-edge-list,429513,vertex-pull,3392440,vertex-pull-nodiv,1572370,vertex-pull-warp,3230120,vertex-pull-warp-nodiv,2433720,vertex-push,2054100,vertex-push-warp,2032910
ff 50,edge-list,487180,struct-edge-list,427913,vertex-pull,2003940,vertex-pull-nodiv,1013530,vertex-pull-warp,2709600,vertex-pull-warp-nodiv,2223460,vertex-push,1277370,vertex-push-warp,1806450
ff 30,edge-list,457097,struct-edge-list,414300,vertex-pull,1323440,vertex-pull-nodiv,734901,vertex-pull-warp,2447490,vertex-pull-warp-nodiv,2126750,vertex-push,874757,vertex-push-warp,1708400
ff 15,edge-list,484792,struct-edge-list,414174,vertex-pull,939408,vertex-pull-nodiv,593021,vertex-pull-warp,2345030,vertex-pull-warp-nodiv,2060800,vertex-push,676633,vertex-push-warp,1650080
ff 05,edge-list,467323,struct-edge-list,423176,vertex-pull,672553,vertex-pull-nodiv,502778,vertex-pull-warp,1212630,vertex-pull-warp-nodiv,1136390,vertex-push,540919,vertex-push-warp,965690
re 50,edge-list,475465,struct-edge-list,419298,vertex-pull,543851,vertex-pull-nodiv,451172,vertex-pull-warp,2437930,vertex-pull-warp-nodiv,2119910,vertex-push,477482,vertex-push-warp,1703080
re 30,edge-list,457415,struct-edge-list,413214,vertex-pull,506567,vertex-pull-nodiv,444911,vertex-pull-warp,2417290,vertex-pull-warp-nodiv,2114910,vertex-push,447458,vertex-push-warp,1688890
re 15,edge-list,452663,struct-edge-list,420542,vertex-pull,495991,vertex-pull-nodiv,444366,vertex-pull-warp,2292140,vertex-pull-warp-nodiv,2015800,vertex-push,444067,vertex-push-warp,1613630
re 05,edge-list,482502,struct-edge-list,414934,vertex-pull,462798,vertex-pull-nodiv,422763,vertex-pull-warp,1149120,vertex-pull-warp-nodiv,1090100,vertex-push,436135,vertex-push-warp,929015
rw 50,edge-list,453997,struct-edge-list,422475,vertex-pull,593291,vertex-pull-nodiv,473029,vertex-pull-warp,2441000,vertex-pull-warp-nodiv,2119310,vertex-push,485826,vertex-push-warp,1699250
rw 30,edge-list,456072,struct-edge-list,417083,vertex-pull,545773,vertex-pull-nodiv,455591,vertex-pull-warp,2424590,vertex-pull-warp-nodiv,2113780,vertex-push,481405,vertex-push-warp,1687720
rw 15,edge-list,476508,struct-edge-list,412381,vertex-pull,572637,vertex-pull-nodiv,471248,vertex-pull-warp,2288170,vertex-pull-warp-nodiv,2015030,vertex-push,487295,vertex-push-warp,1612180
rw 05,edge-list,451180,struct-edge-list,419384,vertex-pull,481012,vertex-pull-nodiv,434306,vertex-pull-warp,1147730,vertex-pull-warp-nodiv,1091510,vertex-push,429195,vertex-push-warp,1023360
,,,,,,,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1306580,struct-edge-list,1215700,vertex-pull,74185300,vertex-pull-nodiv,26891400,vertex-pull-warp,16996100,vertex-pull-warp-nodiv,8342790,vertex-push,39182300,vertex-push-warp,8184750
ff 50,edge-list,826934,struct-edge-list,779401,vertex-pull,52228800,vertex-pull-nodiv,18931200,vertex-pull-warp,10036600,vertex-pull-warp-nodiv,5406640,vertex-push,27442700,vertex-push-warp,4669880
ff 30,edge-list,650108,struct-edge-list,591252,vertex-pull,34977600,vertex-pull-nodiv,12840600,vertex-pull-warp,8179200,vertex-pull-warp-nodiv,4459760,vertex-push,18900900,vertex-push-warp,4135220
ff 15,edge-list,607706,struct-edge-list,574861,vertex-pull,50627800,vertex-pull-nodiv,18212100,vertex-pull-warp,6749530,vertex-pull-warp-nodiv,3893390,vertex-push,26593000,vertex-push-warp,3513410
ff 05,edge-list,521059,struct-edge-list,460579,vertex-pull,24852000,vertex-pull-nodiv,8982280,vertex-pull-warp,3941030,vertex-pull-warp-nodiv,2720410,vertex-push,12991200,vertex-push-warp,2315850
re 50,edge-list,705182,struct-edge-list,623929,vertex-pull,22792900,vertex-pull-nodiv,8397660,vertex-pull-warp,6309010,vertex-pull-warp-nodiv,3848500,vertex-push,12026500,vertex-push-warp,3443760
re 30,edge-list,594411,struct-edge-list,570347,vertex-pull,11879400,vertex-pull-nodiv,4495100,vertex-pull-warp,4009450,vertex-pull-warp-nodiv,2795730,vertex-push,6347380,vertex-push-warp,2467370
re 15,edge-list,523725,struct-edge-list,441426,vertex-pull,6063270,vertex-pull-nodiv,2435940,vertex-pull-warp,3183560,vertex-pull-warp-nodiv,2427760,vertex-push,3346730,vertex-push-warp,2074090
re 05,edge-list,536762,struct-edge-list,417073,vertex-pull,1537730,vertex-pull-nodiv,828169,vertex-pull-warp,2493030,vertex-pull-warp-nodiv,2148990,vertex-push,988679,vertex-push-warp,1727940
rw 50,edge-list,722796,struct-edge-list,634106,vertex-pull,29142300,vertex-pull-nodiv,10632300,vertex-pull-warp,6271990,vertex-pull-warp-nodiv,3850960,vertex-push,15208200,vertex-push-warp,3395610
rw 30,edge-list,562788,struct-edge-list,490458,vertex-pull,14917700,vertex-pull-nodiv,5622620,vertex-pull-warp,4262540,vertex-pull-warp-nodiv,2898200,vertex-push,7850790,vertex-push-warp,2537920
rw 15,edge-list,522807,struct-edge-list,447936,vertex-pull,7767500,vertex-pull-nodiv,3051110,vertex-pull-warp,3377640,vertex-pull-warp-nodiv,2511190,vertex-push,4251860,vertex-push-warp,2115830
rw 05,edge-list,488694,struct-edge-list,411256,vertex-pull,2779500,vertex-pull-nodiv,1257470,vertex-pull-warp,2562990,vertex-pull-warp-nodiv,2177520,vertex-push,1712270,vertex-push-warp,1758460
,,,,,,,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,130922000,struct-edge-list,128003000,vertex-pull,1197850000,vertex-pull-nodiv,482214000,vertex-pull-warp,616408000,vertex-pull-warp-nodiv,401794000,vertex-push,711071000,vertex-push-warp,331247000
ff 50,edge-list,57646400,struct-edge-list,56423300,vertex-pull,913810000,vertex-pull-nodiv,350833000,vertex-pull-warp,291644000,vertex-pull-warp-nodiv,193872000,vertex-push,499720000,vertex-push-warp,155361000
ff 30,edge-list,30791500,struct-edge-list,30213000,vertex-pull,780894000,vertex-pull-nodiv,298593000,vertex-pull-warp,191573000,vertex-pull-warp-nodiv,111514000,vertex-push,431153000,vertex-push-warp,92949100
ff 15,edge-list,11641200,struct-edge-list,11404300,vertex-pull,642196000,vertex-pull-nodiv,227965000,vertex-pull-warp,65654900,vertex-pull-warp-nodiv,50159500,vertex-push,335859000,vertex-push-warp,34810900
ff 05,edge-list,4209750,struct-edge-list,3996570,vertex-pull,291472000,vertex-pull-nodiv,110334000,vertex-pull-warp,55496700,vertex-pull-warp-nodiv,26009300,vertex-push,157653000,vertex-push-warp,26595100
re 50,edge-list,29113900,struct-edge-list,28937000,vertex-pull,145904000,vertex-pull-nodiv,57901700,vertex-pull-warp,196157000,vertex-pull-warp-nodiv,157334000,vertex-push,80422900,vertex-push-warp,107573000
re 30,edge-list,13159300,struct-edge-list,12928500,vertex-pull,62951500,vertex-pull-nodiv,25116800,vertex-pull-warp,114319000,vertex-pull-warp-nodiv,93099700,vertex-push,34875600,vertex-push-warp,62037500
re 15,edge-list,5578710,struct-edge-list,5440140,vertex-pull,23738300,vertex-pull-nodiv,9602240,vertex-pull-warp,58051700,vertex-pull-warp-nodiv,46949900,vertex-push,13386400,vertex-push-warp,31405300
re 05,edge-list,1843540,struct-edge-list,1769240,vertex-pull,6659390,vertex-pull-nodiv,2933190,vertex-pull-warp,20101300,vertex-pull-warp-nodiv,16281200,vertex-push,4002990,vertex-push-warp,11029600
rw 50,edge-list,27706900,struct-edge-list,27386700,vertex-pull,125358000,vertex-pull-nodiv,48728100,vertex-pull-warp,194075000,vertex-pull-warp-nodiv,155728000,vertex-push,70222000,vertex-push-warp,106056000
rw 30,edge-list,13600900,struct-edge-list,13321100,vertex-pull,63096200,vertex-pull-nodiv,24942200,vertex-pull-warp,114723000,vertex-pull-warp-nodiv,93013200,vertex-push,35476500,vertex-push-warp,62221200
rw 15,edge-list,6048400,struct-edge-list,5825830,vertex-pull,25222300,vertex-pull-nodiv,10041100,vertex-pull-warp,58335500,vertex-pull-warp-nodiv,46893000,vertex-push,14412100,vertex-push-warp,31549600
rw 05,edge-list,2019810,struct-edge-list,1911850,vertex-pull,7261080,vertex-pull-nodiv,3135950,vertex-pull-warp,20161600,vertex-pull-warp-nodiv,16283700,vertex-push,4344420,vertex-push-warp,11031300
,,,,,,,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,2302310,struct-edge-list,2162010,vertex-pull,17906300,vertex-pull-nodiv,7526150,vertex-pull-warp,10075500,vertex-pull-warp-nodiv,5724700,vertex-push,11153100,vertex-push-warp,5059630
ff 50,edge-list,981653,struct-edge-list,878152,vertex-pull,12904300,vertex-pull-nodiv,5548980,vertex-pull-warp,7215590,vertex-pull-warp-nodiv,4109290,vertex-push,8117950,vertex-push-warp,3912400
ff 30,edge-list,638566,struct-edge-list,664853,vertex-pull,9563410,vertex-pull-nodiv,3912750,vertex-pull-warp,4947380,vertex-pull-warp-nodiv,3132510,vertex-push,5637820,vertex-push-warp,2918670
ff 15,edge-list,560400,struct-edge-list,466690,vertex-pull,8029070,vertex-pull-nodiv,3265960,vertex-pull-warp,4474030,vertex-pull-warp-nodiv,2915810,vertex-push,4678380,vertex-push-warp,2625480
ff 05,edge-list,526804,struct-edge-list,439569,vertex-pull,5743440,vertex-pull-nodiv,2401310,vertex-pull-warp,3516590,vertex-pull-warp-nodiv,2543080,vertex-push,3337260,vertex-push-warp,2161310
re 50,edge-list,603812,struct-edge-list,540202,vertex-pull,1461190,vertex-pull-nodiv,800824,vertex-pull-warp,2822850,vertex-pull-warp-nodiv,2388850,vertex-push,985733,vertex-push-warp,1789310
re 30,edge-list,544224,struct-edge-list,437884,vertex-pull,912893,vertex-pull-nodiv,596892,vertex-pull-warp,2557450,vertex-pull-warp-nodiv,2236820,vertex-push,681989,vertex-push-warp,1719270
re 15,edge-list,503208,struct-edge-list,423643,vertex-pull,583045,vertex-pull-nodiv,483457,vertex-pull-warp,2466790,vertex-pull-warp-nodiv,2158270,vertex-push,498347,vertex-push-warp,1696780
re 05,edge-list,521125,struct-edge-list,409000,vertex-pull,489533,vertex-pull-nodiv,446670,vertex-pull-warp,2415760,vertex-pull-warp-nodiv,2124830,vertex-push,454708,vertex-push-warp,1695380
rw 50,edge-list,637668,struct-edge-list,563995,vertex-pull,1279580,vertex-pull-nodiv,744538,vertex-pull-warp,2781640,vertex-pull-warp-nodiv,2390320,vertex-push,895800,vertex-push-warp,1782560
rw 30,edge-list,526855,struct-edge-list,457545,vertex-pull,920391,vertex-pull-nodiv,600246,vertex-pull-warp,2551910,vertex-pull-warp-nodiv,2240380,vertex-push,692296,vertex-push-warp,1719740
rw 15,edge-list,483020,struct-edge-list,416844,vertex-pull,674060,vertex-pull-nodiv,518123,vertex-pull-warp,2465100,vertex-pull-warp-nodiv,2160300,vertex-push,541313,vertex-push-warp,1699160
rw 05,edge-list,486298,struct-edge-list,406730,vertex-pull,567224,vertex-pull-nodiv,474225,vertex-pull-warp,2416600,vertex-pull-warp-nodiv,2121190,vertex-push,499168,vertex-push-warp,1694420
,,,,,,,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,26254800,struct-edge-list,25150100,vertex-pull,172936000,vertex-pull-nodiv,71393600,vertex-pull-warp,59750100,vertex-pull-warp-nodiv,25750600,vertex-push,102740000,vertex-push-warp,28480600
ff 50,edge-list,1400640,struct-edge-list,1304600,vertex-pull,73118900,vertex-pull-nodiv,27233100,vertex-pull-warp,21478900,vertex-pull-warp-nodiv,10432300,vertex-push,39714800,vertex-push-warp,10203800
ff 30,edge-list,1006140,struct-edge-list,904450,vertex-pull,69143800,vertex-pull-nodiv,25953800,vertex-pull-warp,20050500,vertex-pull-warp-nodiv,9096910,vertex-push,38528200,vertex-push-warp,9059760
ff 15,edge-list,744103,struct-edge-list,670865,vertex-pull,36032800,vertex-pull-nodiv,13821800,vertex-pull-warp,12632400,vertex-pull-warp-nodiv,6166020,vertex-push,20090200,vertex-push-warp,5989870
ff 05,edge-list,536443,struct-edge-list,490567,vertex-pull,20542500,vertex-pull-nodiv,7644720,vertex-pull-warp,5165600,vertex-pull-warp-nodiv,3199280,vertex-push,10946600,vertex-push-warp,2841560
re 50,edge-list,705122,struct-edge-list,640407,vertex-pull,1644550,vertex-pull-nodiv,867060,vertex-pull-warp,3241970,vertex-pull-warp-nodiv,2763480,vertex-push,1070140,vertex-push-warp,1837840
re 30,edge-list,585362,struct-edge-list,474722,vertex-pull,807246,vertex-pull-nodiv,561161,vertex-pull-warp,2720270,vertex-pull-warp-nodiv,2357050,vertex-push,637416,vertex-push-warp,1735700
re 15,edge-list,488588,struct-edge-list,418947,vertex-pull,612931,vertex-pull-nodiv,494700,vertex-pull-warp,2495210,vertex-pull-warp-nodiv,2200870,vertex-push,512553,vertex-push-warp,1681600
re 05,edge-list,507120,struct-edge-list,415812,vertex-pull,486110,vertex-pull-nodiv,447372,vertex-pull-warp,2418900,vertex-pull-warp-nodiv,2120790,vertex-push,447966,vertex-push-warp,1696740
rw 50,edge-list,749394,struct-edge-list,658864,vertex-pull,1767110,vertex-pull-nodiv,926530,vertex-pull-warp,3258680,vertex-pull-warp-nodiv,2763100,vertex-push,1148800,vertex-push-warp,1871080
rw 30,edge-list,539277,struct-edge-list,482799,vertex-pull,999074,vertex-pull-nodiv,629086,vertex-pull-warp,2724780,vertex-pull-warp-nodiv,2358620,vertex-push,726434,vertex-push-warp,1739840
rw 15,edge-list,488593,struct-edge-list,423010,vertex-pull,674445,vertex-pull-nodiv,516288,vertex-pull-warp,2504390,vertex-pull-warp-nodiv,2202080,vertex-push,555003,vertex-push-warp,1690690
rw 05,edge-list,493864,struct-edge-list,414694,vertex-pull,542035,vertex-pull-nodiv,468490,vertex-pull-warp,2425400,vertex-pull-warp-nodiv,2124640,vertex-push,477380,vertex-push-warp,1697130
,,,,,,,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,20158500,struct-edge-list,19257300,vertex-pull,292992000,vertex-pull-nodiv,118665000,vertex-pull-warp,80233900,vertex-pull-warp-nodiv,35355300,vertex-push,174420000,vertex-push-warp,37342200
ff 50,edge-list,1802360,struct-edge-list,1689480,vertex-pull,196115000,vertex-pull-nodiv,54046000,vertex-pull-warp,52572100,vertex-pull-warp-nodiv,23362300,vertex-push,79536600,vertex-push-warp,24541000
ff 30,edge-list,888859,struct-edge-list,845731,vertex-pull,119136000,vertex-pull-nodiv,43050300,vertex-pull-warp,18961000,vertex-pull-warp-nodiv,8695130,vertex-push,62658400,vertex-push-warp,8535250
ff 15,edge-list,641818,struct-edge-list,580793,vertex-pull,67748000,vertex-pull-nodiv,24029000,vertex-pull-warp,7419410,vertex-pull-warp-nodiv,4178880,vertex-push,34994100,vertex-push-warp,3739410
ff 05,edge-list,508332,struct-edge-list,460052,vertex-pull,22163300,vertex-pull-nodiv,8155700,vertex-pull-warp,4129380,vertex-pull-warp-nodiv,2865390,vertex-push,11600400,vertex-push-warp,2399950
re 50,edge-list,755007,struct-edge-list,658333,vertex-pull,2731810,vertex-pull-nodiv,1268960,vertex-pull-warp,3243350,vertex-pull-warp-nodiv,2570060,vertex-push,1689290,vertex-push-warp,1985780
re 30,edge-list,556102,struct-edge-list,473358,vertex-pull,1117910,vertex-pull-nodiv,674803,vertex-pull-warp,2633260,vertex-pull-warp-nodiv,2282590,vertex-push,792513,vertex-push-warp,1738560
re 15,edge-list,495421,struct-edge-list,419004,vertex-pull,739527,vertex-pull-nodiv,529936,vertex-pull-warp,2482980,vertex-pull-warp-nodiv,2187850,vertex-push,578699,vertex-push-warp,1679970
re 05,edge-list,508979,struct-edge-list,406364,vertex-pull,494091,vertex-pull-nodiv,452870,vertex-pull-warp,2416320,vertex-pull-warp-nodiv,2122230,vertex-push,453309,vertex-push-warp,1691890
rw 50,edge-list,698895,struct-edge-list,626359,vertex-pull,2836380,vertex-pull-nodiv,1288600,vertex-pull-warp,3128220,vertex-pull-warp-nodiv,2553650,vertex-push,1688910,vertex-push-warp,1876510
rw 30,edge-list,522855,struct-edge-list,477016,vertex-pull,1502320,vertex-pull-nodiv,779212,vertex-pull-warp,2625380,vertex-pull-warp-nodiv,2284930,vertex-push,949606,vertex-push-warp,1735360
rw 15,edge-list,499352,struct-edge-list,420003,vertex-pull,907710,vertex-pull-nodiv,592441,vertex-pull-warp,2483540,vertex-pull-warp-nodiv,2183890,vertex-push,669741,vertex-push-warp,1682770
rw 05,edge-list,471758,struct-edge-list,415988,vertex-pull,549930,vertex-pull-nodiv,468820,vertex-pull-warp,2424200,vertex-pull-warp-nodiv,2121330,vertex-push,486306,vertex-push-warp,1694910
,,,,,,,,,,,,,,,,
cfinder-google.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1230460,struct-edge-list,1138000,vertex-pull,301964000,vertex-pull-nodiv,105325000,vertex-pull-warp,27050800,vertex-pull-warp-nodiv,12689200,vertex-push,12159900,vertex-push-warp,2889180
ff 50,edge-list,783011,struct-edge-list,714015,vertex-pull,86103400,vertex-pull-nodiv,31072000,vertex-pull-warp,11545700,vertex-pull-warp-nodiv,5753000,vertex-push,8537680,vertex-push-warp,2183790
ff 30,edge-list,548808,struct-edge-list,508051,vertex-pull,25811100,vertex-pull-nodiv,9539580,vertex-pull-warp,5685030,vertex-pull-warp-nodiv,3412430,vertex-push,8375100,vertex-push-warp,1984250
ff 15,edge-list,503042,struct-edge-list,445160,vertex-pull,8883310,vertex-pull-nodiv,3486980,vertex-pull-warp,3518700,vertex-pull-warp-nodiv,2552350,vertex-push,7894020,vertex-push-warp,1967060
ff 05,edge-list,471013,struct-edge-list,422453,vertex-pull,3228660,vertex-pull-nodiv,1448040,vertex-pull-warp,2894200,vertex-pull-warp-nodiv,2291170,vertex-push,1678720,vertex-push-warp,1795430
re 50,edge-list,601620,struct-edge-list,490174,vertex-pull,20317200,vertex-pull-nodiv,7552560,vertex-pull-warp,4921270,vertex-pull-warp-nodiv,3219680,vertex-push,1182580,vertex-push-warp,1756450
re 30,edge-list,531122,struct-edge-list,437592,vertex-pull,8502810,vertex-pull-nodiv,3288900,vertex-pull-warp,3016140,vertex-pull-warp-nodiv,2375670,vertex-push,808843,vertex-push-warp,1718910
re 15,edge-list,529668,struct-edge-list,421881,vertex-pull,2899270,vertex-pull-nodiv,1313670,vertex-pull-warp,2330200,vertex-pull-warp-nodiv,2090660,vertex-push,556802,vertex-push-warp,1721200
re 05,edge-list,513169,struct-edge-list,410828,vertex-pull,1087870,vertex-pull-nodiv,660548,vertex-pull-warp,2034400,vertex-pull-warp-nodiv,1972080,vertex-push,424085,vertex-push-warp,1738170
rw 50,edge-list,584604,struct-edge-list,509310,vertex-pull,38544300,vertex-pull-nodiv,13677100,vertex-pull-warp,4875550,vertex-pull-warp-nodiv,3138290,vertex-push,2126120,vertex-push-warp,1789380
rw 30,edge-list,554283,struct-edge-list,460831,vertex-pull,20176600,vertex-pull-nodiv,7370340,vertex-pull-warp,3735100,vertex-pull-warp-nodiv,2669480,vertex-push,1738090,vertex-push-warp,1756180
rw 15,edge-list,507482,struct-edge-list,420940,vertex-pull,8321290,vertex-pull-nodiv,3257100,vertex-pull-warp,2860290,vertex-pull-warp-nodiv,2325900,vertex-push,1132050,vertex-push-warp,1724320
rw 05,edge-list,518745,struct-edge-list,419759,vertex-pull,3032840,vertex-pull-nodiv,1424760,vertex-pull-warp,2606260,vertex-pull-warp-nodiv,2230440,vertex-push,654243,vertex-push-warp,1709520
,,,,,,,,,,,,,,,,
chess.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,821559,struct-edge-list,747986,vertex-pull,4275410,vertex-pull-nodiv,1993620,vertex-pull-warp,4362040,vertex-pull-warp-nodiv,2912920,vertex-push,2811760,vertex-push-warp,2668770
