pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
re 30,edge-list,1456600,struct-edge-list,1360260,vertex-pull,4797370,vertex-pull-nodiv,2082250,vertex-pull-warp,8419370,vertex-pull-warp-nodiv,6860080,vertex-push,2873920,vertex-push-warp,5031890
re 15,edge-list,686470,struct-edge-list,618911,vertex-pull,1600910,vertex-pull-nodiv,826300,vertex-pull-warp,3356740,vertex-pull-warp-nodiv,2926930,vertex-push,1008570,vertex-push-warp,1844140
re 05,edge-list,523608,struct-edge-list,425781,vertex-pull,565093,vertex-pull-nodiv,475606,vertex-pull-warp,2528790,vertex-pull-warp-nodiv,2225500,vertex-push,498899,vertex-push-warp,1699560
rw 50,edge-list,1660220,struct-edge-list,1604290,vertex-pull,20132500,vertex-pull-nodiv,7499560,vertex-pull-warp,12625900,vertex-pull-warp-nodiv,9874240,vertex-push,10640000,vertex-push-warp,7033540
rw 30,edge-list,1054190,struct-edge-list,992121,vertex-pull,11228000,vertex-pull-nodiv,4315670,vertex-pull-warp,8539470,vertex-pull-warp-nodiv,6834010,vertex-push,6074780,vertex-push-warp,5144520
rw 15,edge-list,672613,struct-edge-list,561728,vertex-pull,4952120,vertex-pull-nodiv,2020360,vertex-pull-warp,3502260,vertex-pull-warp-nodiv,2939110,vertex-push,2761740,vertex-push-warp,1931990
rw 05,edge-list,526470,struct-edge-list,433243,vertex-pull,1755410,vertex-pull-nodiv,885267,vertex-pull-warp,2524190,vertex-pull-warp-nodiv,2225230,vertex-push,1098740,vertex-push-warp,1699020
,,,,,,,,,,,,,,,,
flickr-growth.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,207666000,struct-edge-list,202262000,vertex-pull,952866000,vertex-pull-nodiv,377364000,vertex-pull-warp,896805000,vertex-pull-warp-nodiv,558238000,vertex-push,966093000,vertex-push-warp,518326000
ff 50,edge-list,122621000,struct-edge-list,119507000,vertex-pull,548854000,vertex-pull-nodiv,216437000,vertex-pull-warp,498243000,vertex-pull-warp-nodiv,298721000,vertex-push,461158000,vertex-push-warp,285216000
ff 30,edge-list,62719200,struct-edge-list,61194300,vertex-pull,291970000,vertex-pull-nodiv,113363000,vertex-pull-warp,256947000,vertex-pull-warp-nodiv,162149000,vertex-push,293807000,vertex-push-warp,160349000
ff 15,edge-list,19176800,struct-edge-list,18649000,vertex-pull,96309900,vertex-pull-nodiv,40005900,vertex-pull-warp,96428100,vertex-pull-warp-nodiv,68905900,vertex-push,269978000,vertex-push-warp,63468500
ff 05,edge-list,3684840,struct-edge-list,3518770,vertex-pull,16473900,vertex-pull-nodiv,7116550,vertex-pull-warp,28296500,vertex-pull-warp-nodiv,21952000,vertex-push,148687000,vertex-push-warp,27759300
re 50,edge-list,46911600,struct-edge-list,46124800,vertex-pull,153512000,vertex-pull-nodiv,63178300,vertex-pull-warp,273320000,vertex-pull-warp-nodiv,208575000,vertex-push,147071000,vertex-push-warp,168639000
re 30,edge-list,20448100,struct-edge-list,20081500,vertex-pull,54154900,vertex-pull-nodiv,23475100,vertex-pull-warp,144702000,vertex-pull-warp-nodiv,118112000,vertex-push,52160400,vertex-push-warp,91317200
re 15,edge-list,7638540,struct-edge-list,7467170,vertex-pull,17581600,vertex-pull-nodiv,7747560,vertex-pull-warp,65738400,vertex-pull-warp-nodiv,56431400,vertex-push,15214000,vertex-push-warp,42352600
re 05,edge-list,2145630,struct-edge-list,2081250,vertex-pull,3711350,vertex-pull-nodiv,2011040,vertex-pull-warp,21588200,vertex-pull-warp-nodiv,19130100,vertex-push,3176960,vertex-push-warp,14156700
rw 50,edge-list,26706900,struct-edge-list,26321100,vertex-pull,68659300,vertex-pull-nodiv,30031100,vertex-pull-warp,230480000,vertex-pull-warp-nodiv,192584000,vertex-push,40943500,vertex-push-warp,136550000
rw 30,edge-list,14060800,struct-edge-list,13833300,vertex-pull,34416000,vertex-pull-nodiv,15548100,vertex-pull-warp,136008000,vertex-pull-warp-nodiv,115077000,vertex-push,20185900,vertex-push-warp,81391000
rw 15,edge-list,6540280,struct-edge-list,6369030,vertex-pull,13977600,vertex-pull-nodiv,6627500,vertex-pull-warp,67572700,vertex-pull-warp-nodiv,57458000,vertex-push,8366880,vertex-push-warp,40578700
rw 05,edge-list,2200120,struct-edge-list,2165950,vertex-pull,4334740,vertex-pull-nodiv,2224960,vertex-pull-warp,23368900,vertex-pull-warp-nodiv,19906700,vertex-push,2811350,vertex-push-warp,14067700
,,,,,,,,,,,,,,,,
flickr-links.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,188645000,struct-edge-list,183629000,vertex-pull,933023000,vertex-pull-nodiv,365896000,vertex-pull-warp,757257000,vertex-pull-warp-nodiv,451459000,vertex-push,536300000,vertex-push-warp,411588000
ff 50,edge-list,147959000,struct-edge-list,143780000,vertex-pull,762350000,vertex-pull-nodiv,294400000,vertex-pull-warp,506616000,vertex-pull-warp-nodiv,275457000,vertex-push,430890000,vertex-push-warp,276561000
ff 30,edge-list,78225500,struct-edge-list,76156100,vertex-pull,677236000,vertex-pull-nodiv,257589000,vertex-pull-warp,255133000,vertex-pull-warp-nodiv,146015000,vertex-push,374725000,vertex-push-warp,139247000
ff 15,edge-list,24571200,struct-edge-list,23975100,vertex-pull,589066000,vertex-pull-nodiv,221191000,vertex-pull-warp,90477300,vertex-pull-warp-nodiv,59215600,vertex-push,318941000,vertex-push-warp,49047100
ff 05,edge-list,4995040,struct-edge-list,4860070,vertex-pull,282895000,vertex-pull-nodiv,106272000,vertex-pull-warp,72114200,vertex-pull-warp-nodiv,32083500,vertex-push,155673000,vertex-push-warp,36040400
re 50,edge-list,64317600,struct-edge-list,63298200,vertex-pull,256632000,vertex-pull-nodiv,100856000,vertex-pull-warp,243742000,vertex-pull-warp-nodiv,174632000,vertex-push,145951000,vertex-push-warp,134351000
re 30,edge-list,26735500,struct-edge-list,26279400,vertex-pull,101305000,vertex-pull-nodiv,39800100,vertex-pull-warp,129967000,vertex-pull-warp-nodiv,98742500,vertex-push,57348100,vertex-push-warp,71195300
re 15,edge-list,9314880,struct-edge-list,9082110,vertex-pull,32251000,vertex-pull-nodiv,12771700,vertex-pull-warp,61610200,vertex-pull-warp-nodiv,48288700,vertex-push,18230200,vertex-push-warp,33771700
re 05,edge-list,2246620,struct-edge-list,2205170,vertex-pull,5377940,vertex-pull-nodiv,2505160,vertex-pull-warp,20192700,vertex-pull-warp-nodiv,16371400,vertex-push,3417290,vertex-push-warp,11102000
rw 50,edge-list,32651000,struct-edge-list,32329000,vertex-pull,122086000,vertex-pull-nodiv,47236000,vertex-pull-warp,201965000,vertex-pull-warp-nodiv,158841000,vertex-push,68945600,vertex-push-warp,110961000
rw 30,edge-list,15696300,struct-edge-list,15390400,vertex-pull,53506100,vertex-pull-nodiv,21243800,vertex-pull-warp,116358000,vertex-pull-warp-nodiv,93632200,vertex-push,30703700,vertex-push-warp,63751400
rw 15,edge-list,6663750,struct-edge-list,6489410,vertex-pull,22889200,vertex-pull-nodiv,9192660,vertex-pull-warp,58922800,vertex-pull-warp-nodiv,47121800,vertex-push,13121800,vertex-push-warp,32109800
rw 05,edge-list,2012680,struct-edge-list,1973110,vertex-pull,6547010,vertex-pull-nodiv,2899870,vertex-pull-warp,20139600,vertex-pull-warp-nodiv,16289100,vertex-push,3977950,vertex-push-warp,11042900
,,,,,,,,,,,,,,,,
flixster.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,120556000,struct-edge-list,118912000,vertex-pull,367266000,vertex-pull-nodiv,157654000,vertex-pull-warp,651953000,vertex-pull-warp-nodiv,483812000,vertex-push,238005000,vertex-push-warp,356267000
ff 50,edge-list,52954900,struct-edge-list,51955000,vertex-pull,149847000,vertex-pull-nodiv,66082000,vertex-pull-warp,330520000,vertex-pull-warp-nodiv,244012000,vertex-push,98528300,vertex-push-warp,179002000
ff 30,edge-list,26872600,struct-edge-list,26397600,vertex-pull,65190700,vertex-pull-nodiv,30026900,vertex-pull-warp,186466000,vertex-pull-warp-nodiv,142082000,vertex-push,45228100,vertex-push-warp,100667000
ff 15,edge-list,11755300,struct-edge-list,11486400,vertex-pull,34104600,vertex-pull-nodiv,15377400,vertex-pull-warp,88462800,vertex-pull-warp-nodiv,69613400,vertex-push,22756700,vertex-push-warp,47602400
ff 05,edge-list,3525230,struct-edge-list,3458940,vertex-pull,29967900,vertex-pull-nodiv,12865900,vertex-pull-warp,31342000,vertex-pull-warp-nodiv,24680100,vertex-push,18927400,vertex-push-warp,16768800
re 50,edge-list,55166500,struct-edge-list,55133400,vertex-pull,109239000,vertex-pull-nodiv,48765700,vertex-pull-warp,302177000,vertex-pull-warp-nodiv,234429000,vertex-push,72299000,vertex-push-warp,167995000
re 30,edge-list,26406500,struct-edge-list,25956800,vertex-pull,50164400,vertex-pull-nodiv,22694200,vertex-pull-warp,173550000,vertex-pull-warp-nodiv,138298000,vertex-push,32995500,vertex-push-warp,94643000
re 15,edge-list,10348000,struct-edge-list,10184600,vertex-pull,18033300,vertex-pull-nodiv,8481580,vertex-pull-warp,84779100,vertex-pull-warp-nodiv,69209500,vertex-push,12160000,vertex-push-warp,46168900
re 05,edge-list,2816510,struct-edge-list,2771110,vertex-pull,4000380,vertex-pull-nodiv,2244420,vertex-pull-warp,28955000,vertex-pull-warp-nodiv,23624500,vertex-push,3046420,vertex-push-warp,15707200
rw 50,edge-list,52254300,struct-edge-list,51259000,vertex-pull,122162000,vertex-pull-nodiv,52153700,vertex-pull-warp,298324000,vertex-pull-warp-nodiv,232776000,vertex-push,77795300,vertex-push-warp,164634000
rw 30,edge-list,25735500,struct-edge-list,25591200,vertex-pull,58110600,vertex-pull-nodiv,25330200,vertex-pull-warp,173154000,vertex-pull-warp-nodiv,137775000,vertex-push,37362100,vertex-push-warp,94367200
rw 15,edge-list,10827900,struct-edge-list,10555200,vertex-pull,22452500,vertex-pull-nodiv,10109600,vertex-pull-warp,85056000,vertex-pull-warp-nodiv,69013600,vertex-push,14796100,vertex-push-warp,46288600
rw 05,edge-list,3068670,struct-edge-list,3002850,vertex-pull,5098250,vertex-pull-nodiv,2655810,vertex-pull-warp,29051500,vertex-pull-warp-nodiv,23574700,vertex-push,3710390,vertex-push-warp,15724000
,,,,,,,,,,,,,,,,
foldoc.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1045960,struct-edge-list,990355,vertex-pull,21652600,vertex-pull-nodiv,8138940,vertex-pull-warp,7278360,vertex-pull-warp-nodiv,4359420,vertex-push,2263610,vertex-push-warp,1983660
ff 50,edge-list,528788,struct-edge-list,466663,vertex-pull,4435660,vertex-pull-nodiv,1848490,vertex-pull-warp,3105680,vertex-pull-warp-nodiv,2444830,vertex-push,1557770,vertex-push-warp,1790570
ff 30,edge-list,507833,struct-edge-list,434423,vertex-pull,3169220,vertex-pull-nodiv,1399360,vertex-pull-warp,2759810,vertex-pull-warp-nodiv,2275480,vertex-push,1416720,vertex-push-warp,1766990
ff 15,edge-list,483351,struct-edge-list,412688,vertex-pull,1714790,vertex-pull-nodiv,872835,vertex-pull-warp,2514180,vertex-pull-warp-nodiv,2153640,vertex-push,1312160,vertex-push-warp,1785480
ff 05,edge-list,488468,struct-edge-list,408048,vertex-pull,1117300,vertex-pull-nodiv,656096,vertex-pull-warp,2436220,vertex-pull-warp-nodiv,2116350,vertex-push,959461,vertex-push-warp,1790460
re 50,edge-list,467777,struct-edge-list,430446,vertex-pull,1456000,vertex-pull-nodiv,785760,vertex-pull-warp,2530820,vertex-pull-warp-nodiv,2215210,vertex-push,481958,vertex-push-warp,1734380
re 30,edge-list,485060,struct-edge-list,415193,vertex-pull,680644,vertex-pull-nodiv,511269,vertex-pull-warp,2310990,vertex-pull-warp-nodiv,2095230,vertex-push,449439,vertex-push-warp,1732680
re 15,edge-list,453739,struct-edge-list,416521,vertex-pull,567489,vertex-pull-nodiv,488030,vertex-pull-warp,2141330,vertex-pull-warp-nodiv,2021750,vertex-push,435176,vertex-push-warp,1736460
re 05,edge-list,481777,struct-edge-list,403790,vertex-pull,464223,vertex-pull-nodiv,436132,vertex-pull-warp,1932500,vertex-pull-warp-nodiv,1922780,vertex-push,430142,vertex-push-warp,1745990
rw 50,edge-list,481113,struct-edge-list,445129,vertex-pull,1776630,vertex-pull-nodiv,915269,vertex-pull-warp,2627960,vertex-pull-warp-nodiv,2272220,vertex-push,778470,vertex-push-warp,1720490
rw 30,edge-list,487292,struct-edge-list,431368,vertex-pull,1075710,vertex-pull-nodiv,651530,vertex-pull-warp,2485070,vertex-pull-warp-nodiv,2170540,vertex-push,634274,vertex-push-warp,1695720
rw 15,edge-list,455013,struct-edge-list,413836,vertex-pull,799404,vertex-pull-nodiv,560943,vertex-pull-warp,2415490,vertex-pull-warp-nodiv,2122880,vertex-push,557828,vertex-push-warp,1703580
rw 05,edge-list,478225,struct-edge-list,419406,vertex-pull,493222,vertex-pull-nodiv,450504,vertex-pull-warp,2378180,vertex-pull-warp-nodiv,2104830,vertex-push,460873,vertex-push-warp,1703840
,,,,,,,,,,,,,,,,
hyves.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,46787400,struct-edge-list,46136900,vertex-pull,874633000,vertex-pull-nodiv,313809000,vertex-pull-warp,343408000,vertex-pull-warp-nodiv,262198000,vertex-push,461189000,vertex-push-warp,186088000
ff 50,edge-list,21780900,struct-edge-list,21409200,vertex-pull,613238000,vertex-pull-nodiv,217782000,vertex-pull-warp,172924000,vertex-pull-warp-nodiv,132501000,vertex-push,320730000,vertex-push-warp,92719700
ff 30,edge-list,13452900,struct-edge-list,13211800,vertex-pull,596561000,vertex-pull-nodiv,210328000,vertex-pull-warp,106664000,vertex-pull-warp-nodiv,81164500,vertex-push,310783000,vertex-push-warp,56755200
ff 15,edge-list,7731730,struct-edge-list,7550630,vertex-pull,597829000,vertex-pull-nodiv,217374000,vertex-pull-warp,54939200,vertex-pull-warp-nodiv,41845700,vertex-push,307742000,vertex-push-warp,29352600
ff 05,edge-list,3046380,struct-edge-list,2949590,vertex-pull,361956000,vertex-pull-nodiv,128236000,vertex-pull-warp,24539000,vertex-pull-warp-nodiv,15673500,vertex-push,187947000,vertex-push-warp,12675400
re 50,edge-list,21165600,struct-edge-list,20978100,vertex-pull,318132000,vertex-pull-nodiv,117032000,vertex-pull-warp,159306000,vertex-pull-warp-nodiv,128417000,vertex-push,165549000,vertex-push-warp,87002900
re 30,edge-list,10417700,struct-edge-list,10240700,vertex-pull,146733000,vertex-pull-nodiv,53664400,vertex-pull-warp,93827900,vertex-pull-warp-nodiv,76860600,vertex-push,76520500,vertex-push-warp,51021400
re 15,edge-list,4427700,struct-edge-list,4280480,vertex-pull,55923800,vertex-pull-nodiv,20154600,vertex-pull-warp,46412900,vertex-pull-warp-nodiv,38294800,vertex-push,28178700,vertex-push-warp,25184000
re 05,edge-list,1562510,struct-edge-list,1492340,vertex-pull,14468100,vertex-pull-nodiv,5586370,vertex-pull-warp,16863500,vertex-pull-warp-nodiv,13749500,vertex-push,7711460,vertex-push-warp,9369550
rw 50,edge-list,19941900,struct-edge-list,19668000,vertex-pull,398081000,vertex-pull-nodiv,148987000,vertex-pull-warp,159485000,vertex-pull-warp-nodiv,128416000,vertex-push,207834000,vertex-push-warp,86674200
rw 30,edge-list,10345300,struct-edge-list,10112000,vertex-pull,201841000,vertex-pull-nodiv,73516400,vertex-pull-warp,93953000,vertex-pull-warp-nodiv,76193900,vertex-push,104964000,vertex-push-warp,50786400
rw 15,edge-list,4655890,struct-edge-list,4523540,vertex-pull,88178700,vertex-pull-nodiv,31501900,vertex-pull-warp,46726900,vertex-pull-warp-nodiv,38125100,vertex-push,45671400,vertex-push-warp,25368300
rw 05,edge-list,1666990,struct-edge-list,1620040,vertex-pull,24836100,vertex-pull-nodiv,9290910,vertex-pull-warp,16915300,vertex-pull-warp-nodiv,13762000,vertex-push,13143400,vertex-push-warp,9393550
,,,,,,,,,,,,,,,,
libimseti.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,91578200,struct-edge-list,88892300,vertex-pull,1203100000,vertex-pull-nodiv,469162000,vertex-pull-warp,308303000,vertex-pull-warp-nodiv,126024000,vertex-push,795891000,vertex-push-warp,130526000
ff 50,edge-list,8854830,struct-edge-list,8540800,vertex-pull,65724800,vertex-pull-nodiv,25560700,vertex-pull-warp,37401100,vertex-pull-warp-nodiv,25511200,vertex-push,209437000,vertex-push-warp,23518800
ff 30,edge-list,2231550,struct-edge-list,2117540,vertex-pull,13265900,vertex-pull-nodiv,5447820,vertex-pull-warp,16706800,vertex-pull-warp-nodiv,12756200,vertex-push,207261000,vertex-push-warp,11625100
ff 15,edge-list,1005130,struct-edge-list,927830,vertex-pull,4016810,vertex-pull-nodiv,1788840,vertex-pull-warp,8500720,vertex-pull-warp-nodiv,6823870,vertex-push,206614000,vertex-push-warp,11673700
ff 05,edge-list,493664,struct-edge-list,470045,vertex-pull,2117750,vertex-pull-nodiv,1025470,vertex-pull-warp,2980140,vertex-pull-warp-nodiv,2490930,vertex-push,19847200,vertex-push-warp,4654490
re 50,edge-list,2792700,struct-edge-list,2717240,vertex-pull,13139300,vertex-pull-nodiv,5357600,vertex-pull-warp,22220100,vertex-pull-warp-nodiv,19147200,vertex-push,8306290,vertex-push-warp,14628700
re 30,edge-list,1424220,struct-edge-list,1358000,vertex-pull,5078190,vertex-pull-nodiv,2319390,vertex-pull-warp,12697100,vertex-pull-warp-nodiv,10918600,vertex-push,3040420,vertex-push-warp,8046040
re 15,edge-list,782372,struct-edge-list,785509,vertex-pull,2281010,vertex-pull-nodiv,1176940,vertex-pull-warp,6867490,vertex-pull-warp-nodiv,6160970,vertex-push,1341340,vertex-push-warp,4767080
re 05,edge-list,507987,struct-edge-list,438127,vertex-pull,859570,vertex-pull-nodiv,557311,vertex-pull-warp,2531140,vertex-pull-warp-nodiv,2285510,vertex-push,674124,vertex-push-warp,1762150
rw 50,edge-list,3132250,struct-edge-list,3080720,vertex-pull,34341300,vertex-pull-nodiv,12759500,vertex-pull-warp,21990900,vertex-pull-warp-nodiv,18932100,vertex-push,9042650,vertex-push-warp,14453200
rw 30,edge-list,1679760,struct-edge-list,1621020,vertex-pull,15278600,vertex-pull-nodiv,5989170,vertex-pull-warp,12314600,vertex-pull-warp-nodiv,10920900,vertex-push,5149250,vertex-push-warp,8183850
rw 15,edge-list,949021,struct-edge-list,895908,vertex-pull,6019150,vertex-pull-nodiv,2509610,vertex-pull-warp,6961960,vertex-pull-warp-nodiv,6207350,vertex-push,2485040,vertex-push-warp,4774490
rw 05,edge-list,492142,struct-edge-list,468298,vertex-pull,1883220,vertex-pull-nodiv,932443,vertex-pull-warp,2885000,vertex-pull-warp-nodiv,2453100,vertex-push,878487,vertex-push-warp,1747640
,,,,,,,,,,,,,,,,
linux.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1928940,struct-edge-list,1892280,vertex-pull,271719000,vertex-pull-nodiv,99631400,vertex-pull-warp,48640900,vertex-pull-warp-nodiv,21603000,vertex-push,5477400,vertex-push-warp,5288560
ff 50,edge-list,848449,struct-edge-list,777976,vertex-pull,66369600,vertex-pull-nodiv,24434400,vertex-pull-warp,16373900,vertex-pull-warp-nodiv,8145470,vertex-push,2820440,vertex-push-warp,1923860
ff 30,edge-list,630555,struct-edge-list,603625,vertex-pull,28856800,vertex-pull-nodiv,10867700,vertex-pull-warp,8791590,vertex-pull-warp-nodiv,4670480,vertex-push,1299970,vertex-push-warp,1794010
ff 15,edge-list,488089,struct-edge-list,468790,vertex-pull,16116500,vertex-pull-nodiv,5875680,vertex-pull-warp,4751400,vertex-pull-warp-nodiv,3039450,vertex-push,1303190,vertex-push-warp,1761490
ff 05,edge-list,451813,struct-edge-list,429189,vertex-pull,7178970,vertex-pull-nodiv,2795360,vertex-pull-warp,3042520,vertex-pull-warp-nodiv,2362580,vertex-push,1146380,vertex-push-warp,1752100
re 50,edge-list,645788,struct-edge-list,551870,vertex-pull,25448000,vertex-pull-nodiv,9527620,vertex-pull-warp,8079460,vertex-pull-warp-nodiv,4726320,vertex-push,778147,vertex-push-warp,1824490
re 30,edge-list,487933,struct-edge-list,464556,vertex-pull,10324100,vertex-pull-nodiv,3906050,vertex-pull-warp,4061310,vertex-pull-warp-nodiv,2812360,vertex-push,645770,vertex-push-warp,1734790
re 15,edge-list,452186,struct-edge-list,442451,vertex-pull,4799110,vertex-pull-nodiv,1986760,vertex-pull-warp,3195780,vertex-pull-warp-nodiv,2434340,vertex-push,492512,vertex-push-warp,1704800
re 05,edge-list,447826,struct-edge-list,410543,vertex-pull,1838600,vertex-pull-nodiv,893377,vertex-pull-warp,2282200,vertex-pull-warp-nodiv,2060400,vertex-push,434383,vertex-push-warp,1729390
rw 50,edge-list,635345,struct-edge-list,555927,vertex-pull,27613300,vertex-pull-nodiv,10164400,vertex-pull-warp,8057640,vertex-pull-warp-nodiv,4718170,vertex-push,1655130,vertex-push-warp,1896570
rw 30,edge-list,513261,struct-edge-list,488395,vertex-pull,16449200,vertex-pull-nodiv,6099010,vertex-pull-warp,4688410,vertex-pull-warp-nodiv,3075930,vertex-push,1416050,vertex-push-warp,1774670
rw 15,edge-list,464819,struct-edge-list,442204,vertex-pull,9796700,vertex-pull-nodiv,3745010,vertex-pull-warp,3702950,vertex-pull-warp-nodiv,2634900,vertex-push,1182610,vertex-push-warp,1716190
rw 05,edge-list,447030,struct-edge-list,420967,vertex-pull,3369800,vertex-pull-nodiv,1435460,vertex-pull-warp,2583630,vertex-pull-warp-nodiv,2183660,vertex-push,654906,vertex-push-warp,1716490
,,,,,,,,,,,,,,,,
livemocha.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,27342200,struct-edge-list,26607600,vertex-pull,113057000,vertex-pull-nodiv,44392000,vertex-pull-warp,68821400,vertex-pull-warp-nodiv,36070900,vertex-push,66400300,vertex-push-warp,38656300
ff 50,edge-list,2921200,struct-edge-list,2808210,vertex-pull,61006900,vertex-pull-nodiv,24539700,vertex-pull-warp,27961500,vertex-pull-warp-nodiv,12858800,vertex-push,37037000,vertex-push-warp,14829900
ff 30,edge-list,1416340,struct-edge-list,1339250,vertex-pull,51251000,vertex-pull-nodiv,19059900,vertex-pull-warp,13071000,vertex-pull-warp-nodiv,8453730,vertex-push,27775700,vertex-push-warp,6999700
ff 15,edge-list,913389,struct-edge-list,834166,vertex-pull,49045400,vertex-pull-nodiv,18248300,vertex-pull-warp,14166500,vertex-pull-warp-nodiv,7351070,vertex-push,26734900,vertex-push-warp,6791310
ff 05,edge-list,630303,struct-edge-list,696507,vertex-pull,35043300,vertex-pull-nodiv,12991300,vertex-pull-warp,8102520,vertex-pull-warp-nodiv,4419420,vertex-push,18982300,vertex-push-warp,4034750
re 50,edge-list,2196410,struct-edge-list,2103640,vertex-pull,5666020,vertex-pull-nodiv,2564960,vertex-pull-warp,12534300,vertex-pull-warp-nodiv,9893760,vertex-push,3555290,vertex-push-warp,6999180
re 30,edge-list,1112340,struct-edge-list,1082420,vertex-pull,2408660,vertex-pull-nodiv,1249780,vertex-pull-warp,8237800,vertex-pull-warp-nodiv,6777220,vertex-push,1616640,vertex-push-warp,4826980
re 15,edge-list,557014,struct-edge-list,537044,vertex-pull,1092110,vertex-pull-nodiv,684239,vertex-pull-warp,3301960,vertex-pull-warp-nodiv,2875830,vertex-push,778970,vertex-push-warp,1830470
re 05,edge-list,444648,struct-edge-list,422776,vertex-pull,639752,vertex-pull-nodiv,497718,vertex-pull-warp,2532110,vertex-pull-warp-nodiv,2228330,vertex-push,527918,vertex-push-warp,1700030
rw 50,edge-list,2374670,struct-edge-list,2259150,vertex-pull,8955620,vertex-pull-nodiv,3654280,vertex-pull-warp,12675400,vertex-pull-warp-nodiv,9958900,vertex-push,5113570,vertex-push-warp,7052890
rw 30,edge-list,1261590,struct-edge-list,1204570,vertex-pull,4171920,vertex-pull-nodiv,1866310,vertex-pull-warp,8334960,vertex-pull-warp-nodiv,6808410,vertex-push,2543960,vertex-push-warp,4936840
rw 15,edge-list,703169,struct-edge-list,614985,vertex-pull,1937630,vertex-pull-nodiv,975098,vertex-pull-warp,3332150,vertex-pull-warp-nodiv,2887170,vertex-push,1219270,vertex-push-warp,1869910
rw 05,edge-list,521522,struct-edge-list,437742,vertex-pull,809931,vertex-pull-nodiv,557978,vertex-pull-warp,2528080,vertex-pull-warp-nodiv,2226550,vertex-push,613927,vertex-push-warp,1702310
,,,,,,,,,,,,,,,,
loc-brightkite_edges.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,3175150,struct-edge-list,3084420,vertex-pull,34817200,vertex-pull-nodiv,13573600,vertex-pull-warp,17420800,vertex-pull-warp-nodiv,13177100,vertex-push,19190000,vertex-push-warp,9992400
ff 50,edge-list,1637150,struct-edge-list,1552590,vertex-pull,28061500,vertex-pull-nodiv,10884500,vertex-pull-warp,9485910,vertex-pull-warp-nodiv,6066290,vertex-push,15421300,vertex-push-warp,4521480
ff 30,edge-list,919284,struct-edge-list,890342,vertex-pull,25259000,vertex-pull-nodiv,9466710,vertex-pull-warp,7494810,vertex-pull-warp-nodiv,4617750,vertex-push,13837300,vertex-push-warp,3812760
ff 15,edge-list,702183,struct-edge-list,621346,vertex-pull,23460900,vertex-pull-nodiv,8855360,vertex-pull-warp,6086660,vertex-pull-warp-nodiv,3648270,vertex-push,12628200,vertex-push-warp,3320650
ff 05,edge-list,556530,struct-edge-list,497659,vertex-pull,23100300,vertex-pull-nodiv,8521810,vertex-pull-warp,5018430,vertex-pull-warp-nodiv,3137060,vertex-push,12351100,vertex-push-warp,2766790
re 50,edge-list,1119360,struct-edge-list,1060480,vertex-pull,6695140,vertex-pull-nodiv,2816050,vertex-pull-warp,7012690,vertex-pull-warp-nodiv,6088910,vertex-push,3777780,vertex-push-warp,3459680
re 30,edge-list,664385,struct-edge-list,669048,vertex-pull,3204120,vertex-pull-nodiv,1430410,vertex-pull-warp,3627920,vertex-pull-warp-nodiv,3066140,vertex-push,1875060,vertex-push-warp,1998320
re 15,edge-list,501325,struct-edge-list,463255,vertex-pull,1566070,vertex-pull-nodiv,828443,vertex-pull-warp,2717930,vertex-pull-warp-nodiv,2356860,vertex-push,1011330,vertex-push-warp,1748060
re 05,edge-list,435853,struct-edge-list,422529,vertex-pull,714303,vertex-pull-nodiv,529147,vertex-pull-warp,2465720,vertex-pull-warp-nodiv,2153760,vertex-push,565106,vertex-push-warp,1682680
rw 50,edge-list,1106850,struct-edge-list,1080250,vertex-pull,8899210,vertex-pull-nodiv,3581870,vertex-pull-warp,6957670,vertex-pull-warp-nodiv,6033920,vertex-push,4902640,vertex-push-warp,3454540
rw 30,edge-list,669187,struct-edge-list,646735,vertex-pull,4561850,vertex-pull-nodiv,1923380,vertex-pull-warp,3644970,vertex-pull-warp-nodiv,3082170,vertex-push,2566080,vertex-push-warp,1990280
rw 15,edge-list,510091,struct-edge-list,474107,vertex-pull,2587210,vertex-pull-nodiv,1194780,vertex-pull-warp,2797280,vertex-pull-warp-nodiv,2366020,vertex-push,1526420,vertex-push-warp,1783260
rw 05,edge-list,433903,struct-edge-list,411504,vertex-pull,1259950,vertex-pull-nodiv,720546,vertex-pull-warp,2474230,vertex-pull-warp-nodiv,2156220,vertex-push,847963,vertex-push-warp,1711700
,,,,,,,,,,,,,,,,
loc-gowalla_edges.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,12687100,struct-edge-list,12340600,vertex-pull,401488000,vertex-pull-nodiv,143700000,vertex-pull-warp,55658800,vertex-pull-warp-nodiv,40544500,vertex-push,208926000,vertex-push-warp,30777300
