pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
,,,,,,,,,,,,,,,,
soc-Slashdot0902,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,5354090,struct-edge-list,5232320,vertex-pull,71527700,vertex-pull-nodiv,26810900,vertex-pull-warp,21517700,vertex-pull-warp-nodiv,15753600,vertex-push,37261400,vertex-push-warp,12633700
ff 50,edge-list,1675650,struct-edge-list,1715980,vertex-pull,22098900,vertex-pull-nodiv,8534820,vertex-pull-warp,10633600,vertex-pull-warp-nodiv,7905210,vertex-push,24298800,vertex-push-warp,5965150
ff 30,edge-list,831541,struct-edge-list,810781,vertex-pull,7852240,vertex-pull-nodiv,3153540,vertex-pull-warp,5851970,vertex-pull-warp-nodiv,4556280,vertex-push,23671500,vertex-push-warp,5151930
ff 15,edge-list,472799,struct-edge-list,465411,vertex-pull,3156360,vertex-pull-nodiv,1377010,vertex-pull-warp,2915990,vertex-pull-warp-nodiv,2380500,vertex-push,20202500,vertex-push-warp,3815170
ff 05,edge-list,405545,struct-edge-list,404417,vertex-pull,1330240,vertex-pull-nodiv,722117,vertex-pull-warp,2266280,vertex-pull-warp-nodiv,2050420,vertex-push,13817500,vertex-push-warp,2687580
re 50,edge-list,1041900,struct-edge-list,1027800,vertex-pull,7109910,vertex-pull-nodiv,2928640,vertex-pull-warp,7371540,vertex-pull-warp-nodiv,6446720,vertex-push,3729130,vertex-push-warp,4747920
re 30,edge-list,671001,struct-edge-list,666973,vertex-pull,3007560,vertex-pull-nodiv,1340500,vertex-pull-warp,4650610,vertex-pull-warp-nodiv,4096510,vertex-push,1698910,vertex-push-warp,3071250
re 15,edge-list,521632,struct-edge-list,436172,vertex-pull,1399290,vertex-pull-nodiv,762306,vertex-pull-warp,2527860,vertex-pull-warp-nodiv,2271770,vertex-push,977601,vertex-push-warp,1653700
re 05,edge-list,399535,struct-edge-list,387829,vertex-pull,678436,vertex-pull-nodiv,592589,vertex-pull-warp,2136170,vertex-pull-warp-nodiv,1999980,vertex-push,502536,vertex-push-warp,1560750
rw 50,edge-list,1104500,struct-edge-list,1082300,vertex-pull,8792460,vertex-pull-nodiv,3506640,vertex-pull-warp,7674020,vertex-pull-warp-nodiv,6579100,vertex-push,4329850,vertex-push-warp,4732000
rw 30,edge-list,717298,struct-edge-list,709287,vertex-pull,4280270,vertex-pull-nodiv,1771900,vertex-pull-warp,4901220,vertex-pull-warp-nodiv,4208640,vertex-push,2061340,vertex-push-warp,3078270
rw 15,edge-list,468597,struct-edge-list,461918,vertex-pull,1758790,vertex-pull-nodiv,880450,vertex-pull-warp,2750720,vertex-pull-warp-nodiv,2326060,vertex-push,997933,vertex-push-warp,1643820
rw 05,edge-list,396657,struct-edge-list,392538,vertex-pull,752368,vertex-pull-nodiv,524078,vertex-pull-warp,2250050,vertex-pull-warp-nodiv,2058100,vertex-push,553356,vertex-push-warp,1540870
,,,,,,,,,,,,,,,,
wiki-Vote,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,769808,struct-edge-list,764511,vertex-pull,12732700,vertex-pull-nodiv,4934290,vertex-pull-warp,5848440,vertex-pull-warp-nodiv,3478390,vertex-push,11505500,vertex-push-warp,2655610
ff 50,edge-list,562703,struct-edge-list,559565,vertex-pull,5178570,vertex-pull-nodiv,2121790,vertex-pull-warp,4015010,vertex-pull-warp-nodiv,2701480,vertex-push,8073000,vertex-push-warp,2174050
ff 30,edge-list,451708,struct-edge-list,444246,vertex-pull,3062220,vertex-pull-nodiv,1394480,vertex-pull-warp,3111940,vertex-pull-warp-nodiv,2348460,vertex-push,8426490,vertex-push-warp,2289480
ff 15,edge-list,396619,struct-edge-list,381231,vertex-pull,751027,vertex-pull-nodiv,511610,vertex-pull-warp,2230880,vertex-pull-warp-nodiv,1990300,vertex-push,7372780,vertex-push-warp,1769270
ff 05,edge-list,385652,struct-edge-list,389889,vertex-pull,481055,vertex-pull-nodiv,420407,vertex-pull-warp,2153360,vertex-pull-warp-nodiv,1968050,vertex-push,1567180,vertex-push-warp,1604970
re 50,edge-list,422342,struct-edge-list,408573,vertex-pull,1576880,vertex-pull-nodiv,809010,vertex-pull-warp,2308480,vertex-pull-warp-nodiv,2046140,vertex-push,1580120,vertex-push-warp,1643290
re 30,edge-list,391976,struct-edge-list,398252,vertex-pull,694626,vertex-pull-nodiv,493565,vertex-pull-warp,2130530,vertex-pull-warp-nodiv,1961740,vertex-push,653776,vertex-push-warp,1549340
re 15,edge-list,389565,struct-edge-list,486192,vertex-pull,479439,vertex-pull-nodiv,427506,vertex-pull-warp,1895870,vertex-pull-warp-nodiv,1861460,vertex-push,472889,vertex-push-warp,1528550
re 05,edge-list,395728,struct-edge-list,381207,vertex-pull,434291,vertex-pull-nodiv,398512,vertex-pull-warp,1777940,vertex-pull-warp-nodiv,1808160,vertex-push,428510,vertex-push-warp,1527810
rw 50,edge-list,399613,struct-edge-list,403514,vertex-pull,1485770,vertex-pull-nodiv,772694,vertex-pull-warp,2232370,vertex-pull-warp-nodiv,2014180,vertex-push,694690,vertex-push-warp,1558110
rw 30,edge-list,403283,struct-edge-list,387292,vertex-pull,782061,vertex-pull-nodiv,533241,vertex-pull-warp,2058220,vertex-pull-warp-nodiv,1936530,vertex-push,534832,vertex-push-warp,1529200
rw 15,edge-list,388253,struct-edge-list,390586,vertex-pull,542664,vertex-pull-nodiv,436509,vertex-pull-warp,2081800,vertex-pull-warp-nodiv,1938410,vertex-push,450387,vertex-push-warp,1516890
rw 05,edge-list,389385,struct-edge-list,391785,vertex-pull,454633,vertex-pull-nodiv,407580,vertex-pull-warp,1975960,vertex-pull-warp-nodiv,1897110,vertex-push,425483,vertex-push-warp,1517350
,,,,,,,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,120415000,struct-edge-list,115635000,vertex-pull,388743000,vertex-pull-nodiv,167521000,vertex-pull-warp,283153000,vertex-pull-warp-nodiv,143422000,vertex-push,245735000,vertex-push-warp,151216000
ff 50,edge-list,29436100,struct-edge-list,28343800,vertex-pull,147724000,vertex-pull-nodiv,63771500,vertex-pull-warp,80143700,vertex-pull-warp-nodiv,47283600,vertex-push,91774400,vertex-push-warp,43017500
ff 30,edge-list,18586700,struct-edge-list,17884200,vertex-pull,137921000,vertex-pull-nodiv,61806500,vertex-pull-warp,57428200,vertex-pull-warp-nodiv,28540400,vertex-push,88289000,vertex-push-warp,28704800
ff 15,edge-list,8578610,struct-edge-list,8223660,vertex-pull,119110000,vertex-pull-nodiv,51943600,vertex-pull-warp,49625900,vertex-pull-warp-nodiv,22715800,vertex-push,77434800,vertex-push-warp,25062100
ff 05,edge-list,1481030,struct-edge-list,1463640,vertex-pull,74947000,vertex-pull-nodiv,28769100,vertex-pull-warp,28480600,vertex-pull-warp-nodiv,13897700,vertex-push,42175700,vertex-push-warp,13935400
re 50,edge-list,4692920,struct-edge-list,4563610,vertex-pull,7857030,vertex-pull-nodiv,3839650,vertex-pull-warp,36305200,vertex-pull-warp-nodiv,29804800,vertex-push,5220540,vertex-push-warp,19685900
re 30,edge-list,2396580,struct-edge-list,2276340,vertex-pull,3372350,vertex-pull-nodiv,1913000,vertex-pull-warp,21888000,vertex-pull-warp-nodiv,18014200,vertex-push,2497940,vertex-push-warp,11905100
re 15,edge-list,1179960,struct-edge-list,1086710,vertex-pull,1531810,vertex-pull-nodiv,956491,vertex-pull-warp,11077100,vertex-pull-warp-nodiv,9143780,vertex-push,1173800,vertex-push-warp,6028490
re 05,edge-list,463274,struct-edge-list,473725,vertex-pull,580646,vertex-pull-nodiv,501459,vertex-pull-warp,3248920,vertex-pull-warp-nodiv,2889440,vertex-push,523670,vertex-push-warp,1777410
rw 50,edge-list,4978560,struct-edge-list,4808400,vertex-pull,8448430,vertex-pull-nodiv,4070760,vertex-pull-warp,36312800,vertex-pull-warp-nodiv,29784900,vertex-push,5582490,vertex-push-warp,19791200
rw 30,edge-list,2600450,struct-edge-list,2482630,vertex-pull,3740270,vertex-pull-nodiv,2073050,vertex-pull-warp,21934500,vertex-pull-warp-nodiv,18015100,vertex-push,2738770,vertex-push-warp,11977900
rw 15,edge-list,1345030,struct-edge-list,1226120,vertex-pull,1592470,vertex-pull-nodiv,1026470,vertex-pull-warp,11105500,vertex-pull-warp-nodiv,9144630,vertex-push,1273850,vertex-push-warp,6055630
rw 05,edge-list,554009,struct-edge-list,548880,vertex-pull,743178,vertex-pull-nodiv,552446,vertex-pull-warp,3255930,vertex-pull-warp-nodiv,2889230,vertex-push,586990,vertex-push-warp,1782410
,,,,,,,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,486526,struct-edge-list,425582,vertex-pull,3081610,vertex-pull-nodiv,1456500,vertex-pull-warp,2899310,vertex-pull-warp-nodiv,2286040,vertex-push,1844960,vertex-push-warp,1813760
ff 50,edge-list,477247,struct-edge-list,403191,vertex-pull,1820320,vertex-pull-nodiv,941030,vertex-pull-warp,2437310,vertex-pull-warp-nodiv,2091800,vertex-push,1152730,vertex-push-warp,1624750
ff 30,edge-list,499055,struct-edge-list,399837,vertex-pull,1200010,vertex-pull-nodiv,683454,vertex-pull-warp,2199960,vertex-pull-warp-nodiv,1999100,vertex-push,809408,vertex-push-warp,1522160
ff 15,edge-list,491069,struct-edge-list,408977,vertex-pull,853971,vertex-pull-nodiv,557078,vertex-pull-warp,2114920,vertex-pull-warp-nodiv,1931960,vertex-push,621692,vertex-push-warp,1471000
ff 05,edge-list,485322,struct-edge-list,395668,vertex-pull,611534,vertex-pull-nodiv,484490,vertex-pull-warp,1099820,vertex-pull-warp-nodiv,1071340,vertex-push,510812,vertex-push-warp,883050
re 50,edge-list,458092,struct-edge-list,396097,vertex-pull,507909,vertex-pull-nodiv,441519,vertex-pull-warp,2176610,vertex-pull-warp-nodiv,1983830,vertex-push,439750,vertex-push-warp,1512960
re 30,edge-list,452200,struct-edge-list,404293,vertex-pull,443852,vertex-pull-nodiv,414061,vertex-pull-warp,2171800,vertex-pull-warp-nodiv,1983210,vertex-push,419271,vertex-push-warp,1513140
re 15,edge-list,484118,struct-edge-list,492289,vertex-pull,444968,vertex-pull-nodiv,414705,vertex-pull-warp,2058080,vertex-pull-warp-nodiv,1890750,vertex-push,431003,vertex-push-warp,1514780
re 05,edge-list,462101,struct-edge-list,394517,vertex-pull,430258,vertex-pull-nodiv,421938,vertex-pull-warp,1049520,vertex-pull-warp-nodiv,1031900,vertex-push,406098,vertex-push-warp,852517
rw 50,edge-list,443531,struct-edge-list,390948,vertex-pull,517939,vertex-pull-nodiv,439965,vertex-pull-warp,2187040,vertex-pull-warp-nodiv,1982860,vertex-push,467954,vertex-push-warp,1514000
rw 30,edge-list,461558,struct-edge-list,393522,vertex-pull,507023,vertex-pull-nodiv,446436,vertex-pull-warp,2178120,vertex-pull-warp-nodiv,1979700,vertex-push,442076,vertex-push-warp,1512550
rw 15,edge-list,440987,struct-edge-list,406437,vertex-pull,519839,vertex-pull-nodiv,441667,vertex-pull-warp,2058900,vertex-pull-warp-nodiv,1891210,vertex-push,457467,vertex-push-warp,1450070
rw 05,edge-list,467978,struct-edge-list,404561,vertex-pull,418989,vertex-pull-nodiv,405483,vertex-pull-warp,1051880,vertex-pull-warp-nodiv,1027900,vertex-push,416636,vertex-push-warp,854731
,,,,,,,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1162600,struct-edge-list,1131910,vertex-pull,67931200,vertex-pull-nodiv,24491600,vertex-pull-warp,15160800,vertex-pull-warp-nodiv,7772980,vertex-push,34585200,vertex-push-warp,7232000
ff 50,edge-list,747837,struct-edge-list,716063,vertex-pull,47371100,vertex-pull-nodiv,17171400,vertex-pull-warp,8893210,vertex-pull-warp-nodiv,4936000,vertex-push,24098900,vertex-push-warp,4200840
ff 30,edge-list,629716,struct-edge-list,609513,vertex-pull,32030200,vertex-pull-nodiv,11807300,vertex-pull-warp,7315340,vertex-pull-warp-nodiv,4208770,vertex-push,16760000,vertex-push-warp,3739980
ff 15,edge-list,605992,struct-edge-list,557641,vertex-pull,46284300,vertex-pull-nodiv,16582500,vertex-pull-warp,6090180,vertex-pull-warp-nodiv,3701660,vertex-push,23307400,vertex-push-warp,3161230
ff 05,edge-list,484715,struct-edge-list,460592,vertex-pull,22697300,vertex-pull-nodiv,8194220,vertex-pull-warp,3524610,vertex-pull-warp-nodiv,2554280,vertex-push,11410900,vertex-push-warp,2062030
re 50,edge-list,629922,struct-edge-list,589141,vertex-pull,20933700,vertex-pull-nodiv,7677350,vertex-pull-warp,5635450,vertex-pull-warp-nodiv,3516070,vertex-push,10684100,vertex-push-warp,3166990
re 30,edge-list,512749,struct-edge-list,465748,vertex-pull,10876800,vertex-pull-nodiv,4121980,vertex-pull-warp,3636460,vertex-pull-warp-nodiv,2625280,vertex-push,5638850,vertex-push-warp,2260040
re 15,edge-list,440788,struct-edge-list,410280,vertex-pull,5585460,vertex-pull-nodiv,2231450,vertex-pull-warp,2902060,vertex-pull-warp-nodiv,2311540,vertex-push,2983360,vertex-push-warp,1897710
re 05,edge-list,451192,struct-edge-list,406466,vertex-pull,1422680,vertex-pull-nodiv,757193,vertex-pull-warp,2239970,vertex-pull-warp-nodiv,2092060,vertex-push,912567,vertex-push-warp,1545930
rw 50,edge-list,645318,struct-edge-list,622390,vertex-pull,26818200,vertex-pull-nodiv,9732160,vertex-pull-warp,5510490,vertex-pull-warp-nodiv,3460640,vertex-push,13571300,vertex-push-warp,3037080
rw 30,edge-list,523888,struct-edge-list,461909,vertex-pull,13779200,vertex-pull-nodiv,5143530,vertex-pull-warp,3855490,vertex-pull-warp-nodiv,2727030,vertex-push,7070170,vertex-push-warp,2314990
rw 15,edge-list,457480,struct-edge-list,434928,vertex-pull,7126810,vertex-pull-nodiv,2791440,vertex-pull-warp,3093770,vertex-pull-warp-nodiv,2380390,vertex-push,3787110,vertex-push-warp,1930880
rw 05,edge-list,450720,struct-edge-list,406248,vertex-pull,2552540,vertex-pull-nodiv,1161660,vertex-pull-warp,2300980,vertex-pull-warp-nodiv,2039900,vertex-push,1461560,vertex-push-warp,1569360
,,,,,,,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,111692000,struct-edge-list,109036000,vertex-pull,1085660000,vertex-pull-nodiv,430857000,vertex-pull-warp,496579000,vertex-pull-warp-nodiv,333652000,vertex-push,626334000,vertex-push-warp,265440000
ff 50,edge-list,49747400,struct-edge-list,48548400,vertex-pull,833233000,vertex-pull-nodiv,316879000,vertex-pull-warp,235273000,vertex-pull-warp-nodiv,161239000,vertex-push,443203000,vertex-push-warp,124747000
ff 30,edge-list,27502200,struct-edge-list,26951500,vertex-pull,707707000,vertex-pull-nodiv,270312000,vertex-pull-warp,171603000,vertex-pull-warp-nodiv,92946200,vertex-push,381756000,vertex-push-warp,81892000
ff 15,edge-list,10648100,struct-edge-list,10312600,vertex-pull,587728000,vertex-pull-nodiv,207973000,vertex-pull-warp,52797600,vertex-pull-warp-nodiv,40983500,vertex-push,297375000,vertex-push-warp,27538200
ff 05,edge-list,3985110,struct-edge-list,3789830,vertex-pull,265765000,vertex-pull-nodiv,100403000,vertex-pull-warp,49887800,vertex-pull-warp-nodiv,24821800,vertex-push,139071000,vertex-push-warp,23800900
re 50,edge-list,23878100,struct-edge-list,23657500,vertex-pull,134433000,vertex-pull-nodiv,52534500,vertex-pull-warp,160502000,vertex-pull-warp-nodiv,130918000,vertex-push,71859300,vertex-push-warp,87261800
re 30,edge-list,10678600,struct-edge-list,10463900,vertex-pull,57933000,vertex-pull-nodiv,22823400,vertex-pull-warp,93596000,vertex-pull-warp-nodiv,77713700,vertex-push,31033600,vertex-push-warp,50554500
re 15,edge-list,4532310,struct-edge-list,4385380,vertex-pull,21686700,vertex-pull-nodiv,8662630,vertex-pull-warp,46538400,vertex-pull-warp-nodiv,38948200,vertex-push,11764200,vertex-push-warp,25101000
re 05,edge-list,1561140,struct-edge-list,1489510,vertex-pull,6155300,vertex-pull-nodiv,2686120,vertex-pull-warp,16538400,vertex-pull-warp-nodiv,13526100,vertex-push,3501600,vertex-push-warp,9043380
rw 50,edge-list,22642300,struct-edge-list,22377600,vertex-pull,115695000,vertex-pull-nodiv,44712400,vertex-pull-warp,158814000,vertex-pull-warp-nodiv,129782000,vertex-push,63045500,vertex-push-warp,86385200
rw 30,edge-list,11024300,struct-edge-list,10765300,vertex-pull,58005700,vertex-pull-nodiv,22879200,vertex-pull-warp,94126000,vertex-pull-warp-nodiv,77617700,vertex-push,31630300,vertex-push-warp,50793900
rw 15,edge-list,4908100,struct-edge-list,4706040,vertex-pull,22903700,vertex-pull-nodiv,9134040,vertex-pull-warp,46844700,vertex-pull-warp-nodiv,38967700,vertex-push,12568400,vertex-push-warp,25210000
rw 05,edge-list,1731830,struct-edge-list,1606080,vertex-pull,6582210,vertex-pull-nodiv,2858540,vertex-pull-warp,16579900,vertex-pull-warp-nodiv,13546100,vertex-push,3839240,vertex-push-warp,8968900
,,,,,,,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1936280,struct-edge-list,1829050,vertex-pull,16508900,vertex-pull-nodiv,7030640,vertex-pull-warp,9051420,vertex-pull-warp-nodiv,5320430,vertex-push,10064400,vertex-push-warp,4657220
ff 50,edge-list,871438,struct-edge-list,792737,vertex-pull,11843100,vertex-pull-nodiv,5007050,vertex-pull-warp,6493920,vertex-pull-warp-nodiv,3822440,vertex-push,7282040,vertex-push-warp,3559430
ff 30,edge-list,591301,struct-edge-list,539936,vertex-pull,8887430,vertex-pull-nodiv,3611470,vertex-pull-warp,4530100,vertex-pull-warp-nodiv,3013010,vertex-push,5105870,vertex-push-warp,2662380
ff 15,edge-list,518068,struct-edge-list,459307,vertex-pull,7379470,vertex-pull-nodiv,3003880,vertex-pull-warp,4036450,vertex-pull-warp-nodiv,2783000,vertex-push,4189120,vertex-push-warp,2371740
ff 05,edge-list,520242,struct-edge-list,424822,vertex-pull,5278660,vertex-pull-nodiv,2208940,vertex-pull-warp,3164690,vertex-pull-warp-nodiv,2454880,vertex-push,2989430,vertex-push-warp,1928460
re 50,edge-list,536540,struct-edge-list,492571,vertex-pull,1345050,vertex-pull-nodiv,760297,vertex-pull-warp,2507210,vertex-pull-warp-nodiv,2212780,vertex-push,908437,vertex-push-warp,1664340
re 30,edge-list,441162,struct-edge-list,426405,vertex-pull,852103,vertex-pull-nodiv,560383,vertex-pull-warp,2302230,vertex-pull-warp-nodiv,2107050,vertex-push,626985,vertex-push-warp,1566480
re 15,edge-list,441739,struct-edge-list,396166,vertex-pull,549278,vertex-pull-nodiv,464696,vertex-pull-warp,2222200,vertex-pull-warp-nodiv,2030560,vertex-push,478875,vertex-push-warp,1524960
re 05,edge-list,414133,struct-edge-list,387206,vertex-pull,462327,vertex-pull-nodiv,418372,vertex-pull-warp,2158970,vertex-pull-warp-nodiv,1975390,vertex-push,422183,vertex-push-warp,1499910
rw 50,edge-list,503527,struct-edge-list,496260,vertex-pull,1194090,vertex-pull-nodiv,710655,vertex-pull-warp,2480390,vertex-pull-warp-nodiv,2208220,vertex-push,834974,vertex-push-warp,1644020
rw 30,edge-list,419767,struct-edge-list,433095,vertex-pull,866351,vertex-pull-nodiv,565041,vertex-pull-warp,2300440,vertex-pull-warp-nodiv,2102920,vertex-push,627005,vertex-push-warp,1561850
rw 15,edge-list,433205,struct-edge-list,393393,vertex-pull,625783,vertex-pull-nodiv,492618,vertex-pull-warp,2213990,vertex-pull-warp-nodiv,2028040,vertex-push,518578,vertex-push-warp,1518080
rw 05,edge-list,406410,struct-edge-list,481817,vertex-pull,545220,vertex-pull-nodiv,443091,vertex-pull-warp,2157510,vertex-pull-warp-nodiv,1976180,vertex-push,459575,vertex-push-warp,1500110
,,,,,,,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,21539500,struct-edge-list,20470700,vertex-pull,177852000,vertex-pull-nodiv,74491700,vertex-pull-warp,49763700,vertex-pull-warp-nodiv,22918400,vertex-push,103354000,vertex-push-warp,24368000
ff 50,edge-list,1294750,struct-edge-list,1208030,vertex-pull,68187900,vertex-pull-nodiv,25384300,vertex-pull-warp,19543400,vertex-pull-warp-nodiv,9862540,vertex-push,36645300,vertex-push-warp,9260480
ff 30,edge-list,982054,struct-edge-list,904220,vertex-pull,63311600,vertex-pull-nodiv,23818900,vertex-pull-warp,17727500,vertex-pull-warp-nodiv,8575870,vertex-push,34217100,vertex-push-warp,8104550
ff 15,edge-list,678630,struct-edge-list,673622,vertex-pull,32902000,vertex-pull-nodiv,12674000,vertex-pull-warp,11303600,vertex-pull-warp-nodiv,5871120,vertex-push,17917500,vertex-push-warp,5357640
ff 05,edge-list,468344,struct-edge-list,472672,vertex-pull,18711500,vertex-pull-nodiv,6991100,vertex-pull-warp,4624710,vertex-pull-warp-nodiv,3016010,vertex-push,9691690,vertex-push-warp,2527220
re 50,edge-list,626350,struct-edge-list,640736,vertex-pull,1540750,vertex-pull-nodiv,842859,vertex-pull-warp,3023300,vertex-pull-warp-nodiv,2564120,vertex-push,1005110,vertex-push-warp,1757600
re 30,edge-list,445914,struct-edge-list,440670,vertex-pull,767024,vertex-pull-nodiv,532675,vertex-pull-warp,2428410,vertex-pull-warp-nodiv,2185350,vertex-push,588368,vertex-push-warp,1603310
re 15,edge-list,392739,struct-edge-list,411577,vertex-pull,571212,vertex-pull-nodiv,476252,vertex-pull-warp,2268010,vertex-pull-warp-nodiv,2071290,vertex-push,482619,vertex-push-warp,1535550
re 05,edge-list,390884,struct-edge-list,391970,vertex-pull,477270,vertex-pull-nodiv,418886,vertex-pull-warp,2168350,vertex-pull-warp-nodiv,1984040,vertex-push,435177,vertex-push-warp,1501210
rw 50,edge-list,713501,struct-edge-list,618425,vertex-pull,1678420,vertex-pull-nodiv,898695,vertex-pull-warp,3035460,vertex-pull-warp-nodiv,2570220,vertex-push,1073230,vertex-push-warp,1746530
rw 30,edge-list,458204,struct-edge-list,465938,vertex-pull,934034,vertex-pull-nodiv,596982,vertex-pull-warp,2426200,vertex-pull-warp-nodiv,2178120,vertex-push,677860,vertex-push-warp,1605540
rw 15,edge-list,396728,struct-edge-list,413782,vertex-pull,637652,vertex-pull-nodiv,498607,vertex-pull-warp,2264430,vertex-pull-warp-nodiv,2073590,vertex-push,510911,vertex-push-warp,1537880
rw 05,edge-list,512058,struct-edge-list,388658,vertex-pull,510119,vertex-pull-nodiv,435668,vertex-pull-warp,2168230,vertex-pull-warp-nodiv,1984730,vertex-push,460915,vertex-push-warp,1499430
,,,,,,,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,16506700,struct-edge-list,15640200,vertex-pull,266740000,vertex-pull-nodiv,107037000,vertex-pull-warp,76522900,vertex-pull-warp-nodiv,34811700,vertex-push,154276000,vertex-push-warp,34935200
ff 50,edge-list,1758400,struct-edge-list,1686420,vertex-pull,127645000,vertex-pull-nodiv,49252600,vertex-pull-warp,47256000,vertex-pull-warp-nodiv,22155300,vertex-push,71278000,vertex-push-warp,21712300
ff 30,edge-list,859940,struct-edge-list,863032,vertex-pull,108726000,vertex-pull-nodiv,39298200,vertex-pull-warp,16830600,vertex-pull-warp-nodiv,8257300,vertex-push,55269200,vertex-push-warp,7609850
ff 15,edge-list,558036,struct-edge-list,562665,vertex-pull,61589100,vertex-pull-nodiv,21879600,vertex-pull-warp,6641740,vertex-pull-warp-nodiv,3905660,vertex-push,30670700,vertex-push-warp,3367980
ff 05,edge-list,447419,struct-edge-list,455053,vertex-pull,20382400,vertex-pull-nodiv,7462280,vertex-pull-warp,3698370,vertex-pull-warp-nodiv,2625360,vertex-push,10236400,vertex-push-warp,2140460
re 50,edge-list,699870,struct-edge-list,627271,vertex-pull,2511120,vertex-pull-nodiv,1170510,vertex-pull-warp,2865090,vertex-pull-warp-nodiv,2334630,vertex-push,1514840,vertex-push-warp,1814580
re 30,edge-list,529465,struct-edge-list,443885,vertex-pull,1045470,vertex-pull-nodiv,627584,vertex-pull-warp,2353330,vertex-pull-warp-nodiv,2140850,vertex-push,727364,vertex-push-warp,1594500
re 15,edge-list,478573,struct-edge-list,400946,vertex-pull,689729,vertex-pull-nodiv,517032,vertex-pull-warp,2235590,vertex-pull-warp-nodiv,2042670,vertex-push,548351,vertex-push-warp,1533910
re 05,edge-list,490872,struct-edge-list,389145,vertex-pull,472228,vertex-pull-nodiv,417924,vertex-pull-warp,2166200,vertex-pull-warp-nodiv,1982550,vertex-push,421412,vertex-push-warp,1500230
rw 50,edge-list,687606,struct-edge-list,609814,vertex-pull,2618690,vertex-pull-nodiv,1188990,vertex-pull-warp,2804090,vertex-pull-warp-nodiv,2329680,vertex-push,1530190,vertex-push-warp,1737340
rw 30,edge-list,516196,struct-edge-list,446470,vertex-pull,1316740,vertex-pull-nodiv,743226,vertex-pull-warp,2380190,vertex-pull-warp-nodiv,2137990,vertex-push,867578,vertex-push-warp,1600480
rw 15,edge-list,463509,struct-edge-list,399666,vertex-pull,858243,vertex-pull-nodiv,556589,vertex-pull-warp,2231900,vertex-pull-warp-nodiv,2041000,vertex-push,619454,vertex-push-warp,1535870
rw 05,edge-list,481825,struct-edge-list,399138,vertex-pull,518599,vertex-pull-nodiv,455004,vertex-pull-warp,2168360,vertex-pull-warp-nodiv,1982730,vertex-push,462491,vertex-push-warp,1502790
,,,,,,,,,,,,,,,,
cfinder-google.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,1192650,struct-edge-list,1135420,vertex-pull,275593000,vertex-pull-nodiv,96018500,vertex-pull-warp,24554300,vertex-pull-warp-nodiv,11982300,vertex-push,10924000,vertex-push-warp,2662740
ff 50,edge-list,765050,struct-edge-list,724830,vertex-pull,79179100,vertex-pull-nodiv,28333700,vertex-pull-warp,10373800,vertex-pull-warp-nodiv,5460220,vertex-push,7461540,vertex-push-warp,2010440
ff 30,edge-list,547655,struct-edge-list,494650,vertex-pull,23652100,vertex-pull-nodiv,8714190,vertex-pull-warp,5155060,vertex-pull-warp-nodiv,3249320,vertex-push,7263830,vertex-push-warp,1805570
ff 15,edge-list,495963,struct-edge-list,437901,vertex-pull,8185070,vertex-pull-nodiv,3197080,vertex-pull-warp,3240380,vertex-pull-warp-nodiv,2416150,vertex-push,6960510,vertex-push-warp,1808250
ff 05,edge-list,453884,struct-edge-list,402232,vertex-pull,2954740,vertex-pull-nodiv,1333790,vertex-pull-warp,2633700,vertex-pull-warp-nodiv,2150790,vertex-push,1504830,vertex-push-warp,1580650
re 50,edge-list,504619,struct-edge-list,469502,vertex-pull,18644400,vertex-pull-nodiv,6881900,vertex-pull-warp,4482710,vertex-pull-warp-nodiv,2978510,vertex-push,1078310,vertex-push-warp,1643620
re 30,edge-list,476446,struct-edge-list,423221,vertex-pull,7802590,vertex-pull-nodiv,3015370,vertex-pull-warp,2747700,vertex-pull-warp-nodiv,2248770,vertex-push,748070,vertex-push-warp,1590790
re 15,edge-list,435161,struct-edge-list,407804,vertex-pull,2686180,vertex-pull-nodiv,1215400,vertex-pull-warp,2122460,vertex-pull-warp-nodiv,1967480,vertex-push,521395,vertex-push-warp,1540440
re 05,edge-list,457981,struct-edge-list,389165,vertex-pull,1008000,vertex-pull-nodiv,623830,vertex-pull-warp,1846180,vertex-pull-warp-nodiv,1841110,vertex-push,401463,vertex-push-warp,1531250
