pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
re 50,edge-list,39646800,struct-edge-list,39543200,vertex-pull,61720500,vertex-pull-nodiv,29964100,vertex-pull-warp,276694000,vertex-pull-warp-nodiv,232736000,vertex-push,44187400,vertex-push-warp,149752000
re 30,edge-list,15802800,struct-edge-list,15728100,vertex-pull,24849900,vertex-pull-nodiv,13304300,vertex-pull-warp,164154000,vertex-pull-warp-nodiv,138152000,vertex-push,18045500,vertex-push-warp,88143000
re 15,edge-list,6394630,struct-edge-list,6300710,vertex-pull,9417790,vertex-pull-nodiv,5642940,vertex-pull-warp,85011200,vertex-pull-warp-nodiv,69897000,vertex-push,7339990,vertex-push-warp,45017900
re 05,edge-list,2184820,struct-edge-list,2158390,vertex-pull,2702650,vertex-pull-nodiv,1873570,vertex-pull-warp,29609300,vertex-pull-warp-nodiv,24314200,vertex-push,2330790,vertex-push-warp,15965200
rw 50,edge-list,42838000,struct-edge-list,42447800,vertex-pull,72018500,vertex-pull-nodiv,33547900,vertex-pull-warp,278536000,vertex-pull-warp-nodiv,232823000,vertex-push,50813000,vertex-push-warp,151361000
rw 30,edge-list,16962300,struct-edge-list,16775400,vertex-pull,28671500,vertex-pull-nodiv,14674000,vertex-pull-warp,165006000,vertex-pull-warp-nodiv,137990000,vertex-push,20416700,vertex-push-warp,88705800
rw 15,edge-list,7190150,struct-edge-list,7030820,vertex-pull,10869600,vertex-pull-nodiv,6198810,vertex-pull-warp,85142400,vertex-pull-warp-nodiv,69867700,vertex-push,8308300,vertex-push-warp,45139700
rw 05,edge-list,2455330,struct-edge-list,2401610,vertex-pull,3108540,vertex-pull-nodiv,2015660,vertex-pull-warp,29611800,vertex-pull-warp-nodiv,24322000,vertex-push,2589870,vertex-push-warp,15974000
,,,,,,,,,,,,,,,,
,1,,2,,3,,4,,5,,6,,7,,8,
email-EuAll,edge-list,4383330,struct-edge-list,4304100,vertex-pull,186741000,vertex-pull-nodiv,66185400,vertex-pull-warp,45817700,vertex-pull-warp-nodiv,39345700,vertex-push,15508000,vertex-push-warp,27381500
ff 50,edge-list,2029500,struct-edge-list,1967600,vertex-pull,54338100,vertex-pull-nodiv,19584500,vertex-pull-warp,18786800,vertex-pull-warp-nodiv,16311000,vertex-push,10753100,vertex-push-warp,11530400
ff 30,edge-list,1507570,struct-edge-list,1481010,vertex-pull,24022400,vertex-pull-nodiv,9557090,vertex-pull-warp,14025800,vertex-pull-warp-nodiv,11770000,vertex-push,10412500,vertex-push-warp,8635260
ff 15,edge-list,1091720,struct-edge-list,1068860,vertex-pull,14287300,vertex-pull-nodiv,5757560,vertex-pull-warp,10052400,vertex-pull-warp-nodiv,8178580,vertex-push,10329700,vertex-push-warp,5832090
ff 05,edge-list,466125,struct-edge-list,457809,vertex-pull,2407860,vertex-pull-nodiv,1121620,vertex-pull-warp,3051800,vertex-pull-warp-nodiv,2449850,vertex-push,9608380,vertex-push-warp,3657280
re 50,edge-list,2272930,struct-edge-list,2243040,vertex-pull,81961400,vertex-pull-nodiv,29474700,vertex-pull-warp,21628600,vertex-pull-warp-nodiv,19686600,vertex-push,7205970,vertex-push-warp,14081400
re 30,edge-list,1511050,struct-edge-list,1482020,vertex-pull,43556400,vertex-pull-nodiv,15759000,vertex-pull-warp,13218300,vertex-pull-warp-nodiv,12171400,vertex-push,3891960,vertex-push-warp,8923140
re 15,edge-list,906422,struct-edge-list,892090,vertex-pull,20208700,vertex-pull-nodiv,7414430,vertex-pull-warp,6735180,vertex-pull-warp-nodiv,6084100,vertex-push,2056280,vertex-push-warp,4522900
re 05,edge-list,458699,struct-edge-list,449884,vertex-pull,5754920,vertex-pull-nodiv,2286310,vertex-pull-warp,2933800,vertex-pull-warp-nodiv,2396450,vertex-push,834061,vertex-push-warp,1678230
rw 50,edge-list,2366750,struct-edge-list,2328570,vertex-pull,81981300,vertex-pull-nodiv,29598800,vertex-pull-warp,22027600,vertex-pull-warp-nodiv,19738800,vertex-push,12630100,vertex-push-warp,14110100
rw 30,edge-list,1619280,struct-edge-list,1586840,vertex-pull,41951400,vertex-pull-nodiv,15129400,vertex-pull-warp,14226400,vertex-pull-warp-nodiv,12451000,vertex-push,7979980,vertex-push-warp,9602980
rw 15,edge-list,956479,struct-edge-list,951832,vertex-pull,17586200,vertex-pull-nodiv,6536090,vertex-pull-warp,7648310,vertex-pull-warp-nodiv,6742960,vertex-push,4939180,vertex-push-warp,5296840
rw 05,edge-list,480266,struct-edge-list,469952,vertex-pull,5885470,vertex-pull-nodiv,2307330,vertex-pull-warp,3105510,vertex-pull-warp-nodiv,2446340,vertex-push,1925940,vertex-push-warp,1728370
,,,,,,,,,,,,,,,,
,1,,2,,3,,4,,5,,6,,7,,8,
dbpedia-link,edge-list,989179000,struct-edge-list,984579000,vertex-pull,16120500000,vertex-pull-nodiv,5835910000,vertex-pull-warp,4409440000,vertex-pull-warp-nodiv,3154500000,vertex-push,3283040000,vertex-push-warp,2472730000
ff 50,edge-list,558163000,struct-edge-list,555083000,vertex-pull,9860190000,vertex-pull-nodiv,3549360000,vertex-pull-warp,2535190000,vertex-pull-warp-nodiv,1718680000,vertex-push,1634770000,vertex-push-warp,1248560000
ff 30,edge-list,253159000,struct-edge-list,251395000,vertex-pull,2670720000,vertex-pull-nodiv,995133000,vertex-pull-warp,1302170000,vertex-pull-warp-nodiv,936453000,vertex-push,803754000,vertex-push-warp,707594000
ff 15,edge-list,85737900,struct-edge-list,84622200,vertex-pull,799287000,vertex-pull-nodiv,298638000,vertex-pull-warp,573495000,vertex-pull-warp-nodiv,435268000,vertex-push,350166000,vertex-push-warp,334252000
ff 05,edge-list,19896200,struct-edge-list,19547700,vertex-pull,194380000,vertex-pull-nodiv,72250700,vertex-pull-warp,176390000,vertex-pull-warp-nodiv,139666000,vertex-push,73529400,vertex-push-warp,106379000
re 50,edge-list,361181000,struct-edge-list,364535000,vertex-pull,4683470000,vertex-pull-nodiv,1728860000,vertex-pull-warp,1871100000,vertex-pull-warp-nodiv,1436730000,vertex-push,944779000,vertex-push-warp,1026090000
re 30,edge-list,138965000,struct-edge-list,138328000,vertex-pull,1525020000,vertex-pull-nodiv,572581000,vertex-pull-warp,952710000,vertex-pull-warp-nodiv,790358000,vertex-push,290402000,vertex-push-warp,552216000
re 15,edge-list,43434300,struct-edge-list,43037800,vertex-pull,391185000,vertex-pull-nodiv,152908000,vertex-pull-warp,416199000,vertex-pull-warp-nodiv,369893000,vertex-push,70941800,vertex-push-warp,261614000
re 05,edge-list,10921800,struct-edge-list,10807100,vertex-pull,82693800,vertex-pull-nodiv,33421700,vertex-pull-warp,127239000,vertex-pull-warp-nodiv,118963000,vertex-push,14371600,vertex-push-warp,86596900
rw 50,edge-list,240546000,struct-edge-list,238675000,vertex-pull,2166530000,vertex-pull-nodiv,828933000,vertex-pull-warp,1496750000,vertex-pull-warp-nodiv,1285780000,vertex-push,319051000,vertex-push-warp,908816000
rw 30,edge-list,121946000,struct-edge-list,120392000,vertex-pull,946776000,vertex-pull-nodiv,365756000,vertex-pull-warp,865073000,vertex-pull-warp-nodiv,756718000,vertex-push,160517000,vertex-push-warp,534908000
rw 15,edge-list,51764300,struct-edge-list,51098400,vertex-pull,381512000,vertex-pull-nodiv,148196000,vertex-pull-warp,425196000,vertex-pull-warp-nodiv,375299000,vertex-push,68782600,vertex-push-warp,264405000
rw 05,edge-list,14191300,struct-edge-list,14075300,vertex-pull,93131600,vertex-pull-nodiv,37706200,vertex-pull-warp,141859000,vertex-pull-warp-nodiv,125598000,vertex-push,21797200,vertex-push-warp,87711100
,,,,,,,,,,,,,,,,
,1,,2,,3,,4,,5,,6,,7,,8,
livejournal-links,edge-list,614553000,struct-edge-list,609952000,vertex-pull,1801350000,vertex-pull-nodiv,746144000,vertex-pull-warp,1665090000,vertex-pull-warp-nodiv,1052150000,vertex-push,1130550000,vertex-push-warp,972962000
ff 50,edge-list,171963000,struct-edge-list,169936000,vertex-pull,556249000,vertex-pull-nodiv,229029000,vertex-pull-warp,640624000,vertex-pull-warp-nodiv,450088000,vertex-push,333008000,vertex-push-warp,361261000
ff 30,edge-list,65875700,struct-edge-list,64669000,vertex-pull,371112000,vertex-pull-nodiv,148884000,vertex-pull-warp,347001000,vertex-pull-warp-nodiv,256614000,vertex-push,210306000,vertex-push-warp,188049000
ff 15,edge-list,72234200,struct-edge-list,70310300,vertex-pull,407487000,vertex-pull-nodiv,157509000,vertex-pull-warp,243873000,vertex-pull-warp-nodiv,155299000,vertex-push,215341000,vertex-push-warp,131901000
ff 05,edge-list,6523010,struct-edge-list,6397750,vertex-pull,239999000,vertex-pull-nodiv,86166100,vertex-pull-warp,50961300,vertex-pull-warp-nodiv,40745500,vertex-push,121209000,vertex-push-warp,27175400
re 50,edge-list,106749000,struct-edge-list,106433000,vertex-pull,169501000,vertex-pull-nodiv,77335400,vertex-pull-warp,482004000,vertex-pull-warp-nodiv,399088000,vertex-push,120414000,vertex-push-warp,265335000
re 30,edge-list,37167200,struct-edge-list,37061500,vertex-pull,57675200,vertex-pull-nodiv,28533800,vertex-pull-warp,279691000,vertex-pull-warp-nodiv,235136000,vertex-push,41472300,vertex-push-warp,151425000
re 15,edge-list,12260100,struct-edge-list,12065900,vertex-pull,18801900,vertex-pull-nodiv,10421700,vertex-pull-warp,138684000,vertex-pull-warp-nodiv,116788000,vertex-push,13964800,vertex-push-warp,74513100
re 05,edge-list,3455610,struct-edge-list,3361620,vertex-pull,4568570,vertex-pull-nodiv,3003060,vertex-pull-warp,46253500,vertex-pull-warp-nodiv,39029800,vertex-push,3782550,vertex-push-warp,24751900
rw 50,edge-list,93294500,struct-edge-list,92892600,vertex-pull,153844000,vertex-pull-nodiv,69968000,vertex-pull-warp,475635000,vertex-pull-warp-nodiv,395273000,vertex-push,109472000,vertex-push-warp,261138000
rw 30,edge-list,35401500,struct-edge-list,35276500,vertex-pull,59650200,vertex-pull-nodiv,29060500,vertex-pull-warp,279982000,vertex-pull-warp-nodiv,233862000,vertex-push,42242900,vertex-push-warp,151532000
rw 15,edge-list,12821200,struct-edge-list,12596600,vertex-pull,20914800,vertex-pull-nodiv,11206600,vertex-pull-warp,138909000,vertex-pull-warp-nodiv,116337000,vertex-push,15304100,vertex-push-warp,74541000
rw 05,edge-list,3862610,struct-edge-list,3770260,vertex-pull,5253500,vertex-pull-nodiv,3234300,vertex-pull-warp,46357300,vertex-pull-warp-nodiv,38982800,vertex-push,4218180,vertex-push-warp,24790700
,,,,,,,,,,,,,,,,
,1,,2,,3,,4,,5,,6,,7,,8,
wikipedia_link_en,edge-list,1905050000,struct-edge-list,1873270000,vertex-pull,37532600000,vertex-pull-nodiv,13533800000,vertex-pull-warp,7012460000,vertex-pull-warp-nodiv,3902400000,vertex-push,3436430000,vertex-push-warp,2869130000
ff 50,edge-list,914326000,struct-edge-list,891869000,vertex-pull,11830800000,vertex-pull-nodiv,4355660000,vertex-pull-warp,3121950000,vertex-pull-warp-nodiv,1754250000,vertex-push,2007110000,vertex-push-warp,1535200000
ff 30,edge-list,252505000,struct-edge-list,248158000,vertex-pull,2248400000,vertex-pull-nodiv,861990000,vertex-pull-warp,1128960000,vertex-pull-warp-nodiv,731290000,vertex-push,804594000,vertex-push-warp,672622000
ff 15,edge-list,75379100,struct-edge-list,73753000,vertex-pull,671820000,vertex-pull-nodiv,246310000,vertex-pull-warp,448126000,vertex-pull-warp-nodiv,316885000,vertex-push,315868000,vertex-push-warp,281045000
ff 05,edge-list,14660100,struct-edge-list,14340300,vertex-pull,97192300,vertex-pull-nodiv,37482200,vertex-pull-warp,123513000,vertex-pull-warp-nodiv,95508300,vertex-push,65859000,vertex-push-warp,77887300
re 50,edge-list,259586000,struct-edge-list,257119000,vertex-pull,2585260000,vertex-pull-nodiv,960133000,vertex-pull-warp,1246280000,vertex-pull-warp-nodiv,955345000,vertex-push,366447000,vertex-push-warp,674805000
re 30,edge-list,76298800,struct-edge-list,75805900,vertex-pull,599508000,vertex-pull-nodiv,230976000,vertex-pull-warp,594659000,vertex-pull-warp-nodiv,509741000,vertex-push,91111200,vertex-push-warp,353082000
re 15,edge-list,23923700,struct-edge-list,23761900,vertex-pull,152135000,vertex-pull-nodiv,61596300,vertex-pull-warp,269523000,vertex-pull-warp-nodiv,243150000,vertex-push,27713300,vertex-push-warp,171729000
re 05,edge-list,6685940,struct-edge-list,6616430,vertex-pull,31432000,vertex-pull-nodiv,13673700,vertex-pull-warp,83998900,vertex-pull-warp-nodiv,79290700,vertex-push,7576050,vertex-push-warp,57657900
rw 50,edge-list,178232000,struct-edge-list,177091000,vertex-pull,2267830000,vertex-pull-nodiv,829811000,vertex-pull-warp,1032820000,vertex-pull-warp-nodiv,868965000,vertex-push,270262000,vertex-push-warp,620073000
rw 30,edge-list,85811000,struct-edge-list,85878700,vertex-pull,1029680000,vertex-pull-nodiv,381492000,vertex-pull-warp,598179000,vertex-pull-warp-nodiv,511961000,vertex-push,131082000,vertex-push-warp,360245000
rw 15,edge-list,34579500,struct-edge-list,34350000,vertex-pull,393928000,vertex-pull-nodiv,147981000,vertex-pull-warp,296024000,vertex-pull-warp-nodiv,254873000,vertex-push,52970600,vertex-push-warp,176509000
rw 05,edge-list,9195490,struct-edge-list,9095590,vertex-pull,100294000,vertex-pull-nodiv,37540700,vertex-pull-warp,98846800,vertex-pull-warp-nodiv,85500400,vertex-push,15815800,vertex-push-warp,58481300
,,,,,,,,,,,,,,,,
roadNet-CA.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,32816100,struct-edge-list,31966200,vertex-pull-warp,347727000,vertex-pull-warp-nodiv,291197000,vertex-push,27697200,vertex-push-warp,184446000,,,,
ff 50,edge-list,16314900,struct-edge-list,15875100,vertex-pull-warp,175759000,vertex-pull-warp-nodiv,146644000,vertex-push,13771000,vertex-push-warp,93128800,,,,
ff 30,edge-list,10026600,struct-edge-list,9750030,vertex-pull-warp,106156000,vertex-pull-warp-nodiv,88820800,vertex-push,8507910,vertex-push-warp,56473500,,,,
ff 15,edge-list,5332420,struct-edge-list,5183780,vertex-pull-warp,55697500,vertex-pull-warp-nodiv,45361400,vertex-push,4612440,vertex-push-warp,29231700,,,,
ff 05,edge-list,1977460,struct-edge-list,1934030,vertex-pull,2124440,vertex-pull-nodiv,1430030,vertex-pull-warp,19347500,vertex-pull-warp-nodiv,15868100,vertex-push,1785620,vertex-push-warp,10460900
re 50,edge-list,13815200,struct-edge-list,13731700,vertex-pull-warp,174008000,vertex-pull-warp-nodiv,146837000,vertex-push,13506100,vertex-push-warp,92959000,,,,
re 30,edge-list,7358490,struct-edge-list,7235660,vertex-pull-warp,104663000,vertex-pull-warp-nodiv,88360400,vertex-push,7355240,vertex-push-warp,55880800,,,,
re 15,edge-list,3716750,struct-edge-list,3646030,vertex-pull-warp,54848400,vertex-pull-warp-nodiv,44984600,vertex-push,3803830,vertex-push-warp,28845100,,,,
re 05,edge-list,1462560,struct-edge-list,1457040,vertex-pull-warp,19071800,vertex-pull-warp-nodiv,15715300,vertex-push,1470580,vertex-push-warp,10276300,,,,
rw 50,edge-list,14401200,struct-edge-list,14206900,vertex-pull-warp,174158000,vertex-pull-warp-nodiv,146371000,vertex-push,13582600,vertex-push-warp,92899300,,,,
rw 30,edge-list,8199000,struct-edge-list,8042540,vertex-pull-warp,104871000,vertex-pull-warp-nodiv,88261900,vertex-push,7815360,vertex-push-warp,55983600,,,,
rw 15,edge-list,4193770,struct-edge-list,4092750,vertex-pull-warp,54925600,vertex-pull-warp-nodiv,44945300,vertex-push,4079280,vertex-push-warp,28893200,,,,
rw 05,edge-list,1634250,struct-edge-list,1617580,vertex-pull-warp,19100200,vertex-pull-warp-nodiv,15741900,vertex-push,1601860,vertex-push-warp,10301200,,,,
,,,,,,,,,,,,,,,,
roadNet-PA.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,18535100,struct-edge-list,18029600,vertex-pull-warp,193020000,vertex-pull-warp-nodiv,161692000,vertex-push,15642300,vertex-push-warp,102499000,,,,
ff 50,edge-list,9238340,struct-edge-list,8978000,vertex-pull-warp,98027900,vertex-pull-warp-nodiv,82009300,vertex-push,7819030,vertex-push-warp,52138000,,,,
ff 30,edge-list,5728910,struct-edge-list,5555690,vertex-pull-warp,61299100,vertex-pull-warp-nodiv,49929700,vertex-push,4919280,vertex-push-warp,32171200,,,,
ff 15,edge-list,3034130,struct-edge-list,2956200,vertex-pull-warp,30845700,vertex-pull-warp-nodiv,25224700,vertex-push,2637500,vertex-push-warp,16279600,,,,
ff 05,edge-list,1256180,struct-edge-list,1229890,vertex-pull-warp,10992600,vertex-pull-warp-nodiv,9027690,vertex-push,1102510,vertex-push-warp,6185010,,,,
re 50,edge-list,7555990,struct-edge-list,7491440,vertex-pull-warp,97122200,vertex-pull-warp-nodiv,82097000,vertex-push,7420700,vertex-push-warp,52031900,,,,
re 30,edge-list,4273230,struct-edge-list,4266230,vertex-pull-warp,60453900,vertex-pull-warp-nodiv,49712600,vertex-push,4287880,vertex-push-warp,31893800,,,,
re 15,edge-list,2182150,struct-edge-list,2156780,vertex-pull-warp,30421600,vertex-pull-warp-nodiv,25031500,vertex-push,2209410,vertex-push-warp,16093000,,,,
re 05,edge-list,913912,struct-edge-list,922390,vertex-pull-warp,10830600,vertex-pull-warp-nodiv,8976310,vertex-push,937426,vertex-push-warp,6075560,,,,
rw 50,edge-list,8164510,struct-edge-list,8005220,vertex-pull-warp,97178700,vertex-pull-warp-nodiv,81896300,vertex-push,7636700,vertex-push-warp,52023200,,,,
rw 30,edge-list,4755040,struct-edge-list,4664530,vertex-pull-warp,60506000,vertex-pull-warp-nodiv,49673500,vertex-push,4573620,vertex-push-warp,31913700,,,,
rw 15,edge-list,2467790,struct-edge-list,2424880,vertex-pull-warp,30429700,vertex-pull-warp-nodiv,25021800,vertex-push,2385670,vertex-push-warp,16114800,,,,
rw 05,edge-list,1028790,struct-edge-list,1012410,vertex-pull-warp,10837900,vertex-pull-warp-nodiv,8979640,vertex-push,1007860,vertex-push-warp,6030940,,,,
,,,,,,,,,,,,,,,,
roadNet-TX.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,23069000,struct-edge-list,22458200,vertex-pull-warp,244217000,vertex-pull-warp-nodiv,204607000,vertex-push,19389600,vertex-push-warp,129681000,,,,
ff 50,edge-list,11417100,struct-edge-list,11119800,vertex-pull-warp,123428000,vertex-pull-warp-nodiv,103070000,vertex-push,9653630,vertex-push-warp,65541300,,,,
ff 30,edge-list,7081590,struct-edge-list,6900400,vertex-pull-warp,74315600,vertex-pull-warp-nodiv,62098300,vertex-push,6014260,vertex-push-warp,39493100,,,,
ff 15,edge-list,3782160,struct-edge-list,3681340,vertex-pull-warp,39098400,vertex-pull-warp-nodiv,31912500,vertex-push,3267230,vertex-push-warp,20611900,,,,
ff 05,edge-list,1514080,struct-edge-list,1486460,vertex-pull-warp,13675300,vertex-pull-warp-nodiv,11274000,vertex-push,1372960,vertex-push-warp,7519720,,,,
re 50,edge-list,9545010,struct-edge-list,9459830,vertex-pull-warp,122320000,vertex-pull-warp-nodiv,103295000,vertex-push,9379730,vertex-push-warp,65473200,,,,
re 30,edge-list,5241760,struct-edge-list,5155990,vertex-pull-warp,73340500,vertex-pull-warp-nodiv,61858300,vertex-push,5241860,vertex-push-warp,39164400,,,,
re 15,edge-list,2714110,struct-edge-list,2663720,vertex-pull-warp,38520700,vertex-pull-warp-nodiv,31658300,vertex-push,2718150,vertex-push-warp,20348400,,,,
re 05,edge-list,1092370,struct-edge-list,1095890,vertex-pull-warp,13472000,vertex-pull-warp-nodiv,11211200,vertex-push,1106240,vertex-push-warp,7427380,,,,
rw 50,edge-list,10200700,struct-edge-list,10028100,vertex-pull-warp,122464000,vertex-pull-warp-nodiv,102961000,vertex-push,9551140,vertex-push-warp,65443000,,,,
rw 30,edge-list,5833360,struct-edge-list,5719660,vertex-pull-warp,73433100,vertex-pull-warp-nodiv,61812900,vertex-push,5575360,vertex-push-warp,39191700,,,,
rw 15,edge-list,3039440,struct-edge-list,2975120,vertex-pull-warp,38544200,vertex-pull-warp-nodiv,31646800,vertex-push,2944040,vertex-push-warp,20379300,,,,
rw 05,edge-list,1249350,struct-edge-list,1228730,vertex-pull-warp,13492300,vertex-pull-warp-nodiv,11207200,vertex-push,1217190,vertex-push-warp,7435360,,,,
,,,,,,,,,,,,,,,,
soc-LiveJournal1.txt,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,431104000,struct-edge-list,427854000,vertex-pull,1315210000,vertex-pull-nodiv,544480000,vertex-pull-warp,1340690000,vertex-pull-warp-nodiv,897424000,vertex-push,757787000,vertex-push-warp,755862000
ff 50,edge-list,131478000,struct-edge-list,130577000,vertex-pull,360549000,vertex-pull-nodiv,148630000,vertex-pull-warp,552396000,vertex-pull-warp-nodiv,404289000,vertex-push,289923000,vertex-push-warp,319484000
ff 30,edge-list,51740700,struct-edge-list,51139100,vertex-pull,149470000,vertex-pull-nodiv,61631200,vertex-pull-warp,301819000,vertex-pull-warp-nodiv,230612000,vertex-push,161061000,vertex-push-warp,181826000
ff 15,edge-list,16468100,struct-edge-list,16189800,vertex-pull,41722800,vertex-pull-nodiv,18377500,vertex-pull-warp,137766000,vertex-pull-warp-nodiv,110380000,vertex-push,120187000,vertex-push-warp,85089400
ff 05,edge-list,4226320,struct-edge-list,4112240,vertex-pull,11598100,vertex-pull-nodiv,5310020,vertex-pull-warp,44373100,vertex-pull-warp-nodiv,36548700,vertex-push,26951800,vertex-push-warp,27735300
re 50,edge-list,48844600,struct-edge-list,48469400,vertex-pull,94714300,vertex-pull-nodiv,45733900,vertex-pull-warp,386482000,vertex-pull-warp-nodiv,335568000,vertex-push,62619500,vertex-push-warp,234827000
re 30,edge-list,20245900,struct-edge-list,20088400,vertex-pull,34559000,vertex-pull-nodiv,19157700,vertex-pull-warp,216680000,vertex-pull-warp-nodiv,195214000,vertex-push,24850000,vertex-push-warp,138202000
re 15,edge-list,8400290,struct-edge-list,8266880,vertex-pull,12715100,vertex-pull-nodiv,8035430,vertex-pull-warp,103777000,vertex-pull-warp-nodiv,96225100,vertex-push,10045800,vertex-push-warp,68889500
re 05,edge-list,2795810,struct-edge-list,2729240,vertex-pull,3672810,vertex-pull-nodiv,2595960,vertex-pull-warp,33714400,vertex-pull-warp-nodiv,32040600,vertex-push,3150980,vertex-push-warp,23330400
rw 50,edge-list,53844900,struct-edge-list,53352400,vertex-pull,91013600,vertex-pull-nodiv,44623500,vertex-pull-warp,396967000,vertex-pull-warp-nodiv,341154000,vertex-push,61727700,vertex-push-warp,234011000
rw 30,edge-list,25012500,struct-edge-list,24884500,vertex-pull,38820300,vertex-pull-nodiv,20797900,vertex-pull-warp,234857000,vertex-pull-warp-nodiv,203433000,vertex-push,28008800,vertex-push-warp,138807000
rw 15,edge-list,10506100,struct-edge-list,10383900,vertex-pull,15538100,vertex-pull-nodiv,9002850,vertex-pull-warp,117358000,vertex-pull-warp-nodiv,101947000,vertex-push,11697900,vertex-push-warp,69351100
rw 05,edge-list,3428620,struct-edge-list,3294240,vertex-pull,4609960,vertex-pull-nodiv,2871050,vertex-pull-warp,39442000,vertex-pull-warp-nodiv,34327500,vertex-push,3712750,vertex-push-warp,23348600
,,,,,,,,,,,,,,,,
web-Google.txt,1,,2,,3,,4,,5,,6,,7,,8,
