bfs,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
ff 15,edge-list,164687,rev-edge-list,145878,vertex-pull,153044,vertex-push,1098390,vertex-push-warp,495797
ff 05,edge-list,117985,rev-edge-list,105110,vertex-pull,103170,vertex-push,462029,vertex-push-warp,307041
re 50,edge-list,1981820,rev-edge-list,1696980,vertex-pull,2492720,vertex-push,1981410,vertex-push-warp,4033110
re 30,edge-list,872763,rev-edge-list,730127,vertex-pull,923621,vertex-push,803106,vertex-push-warp,1736820
re 15,edge-list,113537,rev-edge-list,103262,vertex-pull,118928,vertex-push,103662,vertex-push-warp,225660
re 05,edge-list,115160,rev-edge-list,102600,vertex-pull,107704,vertex-push,99546,vertex-push-warp,228259
rw 50,edge-list,811733,rev-edge-list,750600,vertex-pull,1424800,vertex-push,1139320,vertex-push-warp,1861070
rw 30,edge-list,867905,rev-edge-list,778277,vertex-pull,1235160,vertex-push,949965,vertex-push-warp,1898650
rw 15,edge-list,322537,rev-edge-list,277298,vertex-pull,373525,vertex-push,306484,vertex-push-warp,720312
rw 05,edge-list,521296,rev-edge-list,459527,vertex-pull,519691,vertex-push,494051,vertex-push-warp,1087020
,,,,,,,,,,
soc-Slashdot0811.txt,1,,2,,3,,4,,5,
graph,edge-list,8278040,rev-edge-list,8942990,vertex-pull,4587420,vertex-push,10366800,vertex-push-warp,5706080
ff 50,edge-list,1130330,rev-edge-list,1148260,vertex-pull,1029420,vertex-push,5569430,vertex-push-warp,1724300
ff 30,edge-list,481457,rev-edge-list,498201,vertex-pull,610380,vertex-push,5664080,vertex-push-warp,1361360
ff 15,edge-list,255320,rev-edge-list,214272,vertex-pull,270571,vertex-push,5365150,vertex-push-warp,1047670
ff 05,edge-list,163933,rev-edge-list,146273,vertex-pull,170879,vertex-push,2288520,vertex-push-warp,544377
re 50,edge-list,1891220,rev-edge-list,1957420,vertex-pull,1841670,vertex-push,1992350,vertex-push-warp,4085060
re 30,edge-list,1541190,rev-edge-list,1648250,vertex-pull,1947900,vertex-push,1612060,vertex-push-warp,3889110
re 15,edge-list,174062,rev-edge-list,169936,vertex-pull,235141,vertex-push,181116,vertex-push-warp,326450
re 05,edge-list,171270,rev-edge-list,161219,vertex-pull,171667,vertex-push,148522,vertex-push-warp,315479
rw 50,edge-list,1843400,rev-edge-list,1894880,vertex-pull,1970840,vertex-push,2084660,vertex-push-warp,3959410
rw 30,edge-list,1234860,rev-edge-list,1224790,vertex-pull,1645650,vertex-push,1438330,vertex-push-warp,3107850
rw 15,edge-list,1212580,rev-edge-list,1112830,vertex-pull,1397110,vertex-push,1405210,vertex-push-warp,2569960
rw 05,edge-list,2268320,rev-edge-list,2057350,vertex-pull,2274100,vertex-push,2122400,vertex-push-warp,4539740
,,,,,,,,,,
soc-Slashdot0902.txt,1,,2,,3,,4,,5,
graph,edge-list,9686520,rev-edge-list,10471500,vertex-pull,4923560,vertex-push,11257400,vertex-push-warp,7023500
ff 50,edge-list,1208870,rev-edge-list,1244750,vertex-pull,1189000,vertex-push,5701700,vertex-push-warp,1966700
ff 30,edge-list,507965,rev-edge-list,496315,vertex-pull,568260,vertex-push,5691960,vertex-push-warp,1482730
ff 15,edge-list,253168,rev-edge-list,223422,vertex-pull,311190,vertex-push,5255190,vertex-push-warp,1077290
ff 05,edge-list,179484,rev-edge-list,145210,vertex-pull,163838,vertex-push,2387440,vertex-push-warp,562584
re 50,edge-list,1882310,rev-edge-list,1980130,vertex-pull,2198570,vertex-push,2060100,vertex-push-warp,5074480
re 30,edge-list,1384390,rev-edge-list,1404040,vertex-pull,1724820,vertex-push,1465140,vertex-push-warp,3364160
re 15,edge-list,288847,rev-edge-list,337711,vertex-pull,532622,vertex-push,297201,vertex-push-warp,646378
re 05,edge-list,103457,rev-edge-list,108765,vertex-pull,122678,vertex-push,102123,vertex-push-warp,210465
rw 50,edge-list,2012200,rev-edge-list,2082740,vertex-pull,2434840,vertex-push,2365380,vertex-push-warp,5295180
rw 30,edge-list,1455100,rev-edge-list,1541260,vertex-pull,1758480,vertex-push,1608360,vertex-push-warp,3552770
rw 15,edge-list,1035300,rev-edge-list,1037580,vertex-pull,1294950,vertex-push,1234830,vertex-push-warp,2383330
rw 05,edge-list,2156400,rev-edge-list,2036740,vertex-pull,2165700,vertex-push,2080690,vertex-push-warp,4393590
,,,,,,,,,,
wiki-Vote.txt,1,,2,,3,,4,,5,
graph,edge-list,905191,rev-edge-list,963683,vertex-pull,1306800,vertex-push,3815580,vertex-push-warp,1055480
ff 50,edge-list,535909,rev-edge-list,551502,vertex-pull,699105,vertex-push,2559880,vertex-push-warp,863390
ff 30,edge-list,332986,rev-edge-list,304179,vertex-pull,458510,vertex-push,2372540,vertex-push-warp,758504
ff 15,edge-list,122054,rev-edge-list,107224,vertex-pull,134391,vertex-push,123178,vertex-push-warp,229466
ff 05,edge-list,122802,rev-edge-list,117700,vertex-pull,107348,vertex-push,106164,vertex-push-warp,225611
re 50,edge-list,638099,rev-edge-list,565678,vertex-pull,775412,vertex-push,1167690,vertex-push-warp,1277220
re 30,edge-list,177016,rev-edge-list,149304,vertex-pull,182807,vertex-push,147137,vertex-push-warp,331911
re 15,edge-list,116084,rev-edge-list,105934,vertex-pull,111854,vertex-push,103809,vertex-push-warp,225907
re 05,edge-list,122334,rev-edge-list,106480,vertex-pull,110423,vertex-push,98081,vertex-push-warp,226884
rw 50,edge-list,740493,rev-edge-list,640757,vertex-pull,892534,vertex-push,975626,vertex-push-warp,1447270
rw 30,edge-list,997429,rev-edge-list,886330,vertex-pull,1022320,vertex-push,976867,vertex-push-warp,1973960
rw 15,edge-list,112943,rev-edge-list,102733,vertex-pull,113126,vertex-push,101052,vertex-push-warp,226067
rw 05,edge-list,460675,rev-edge-list,389612,vertex-pull,399737,vertex-push,385630,vertex-push-warp,870077
,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,
graph,edge-list,322463000,rev-edge-list,341709000,vertex-pull,82227400,vertex-push,58844500,vertex-push-warp,48119600
ff 50,edge-list,38163000,rev-edge-list,40982800,vertex-pull,13167000,vertex-push,22200700,vertex-push-warp,12017200
ff 30,edge-list,20258200,rev-edge-list,21851600,vertex-pull,7514720,vertex-push,17521100,vertex-push-warp,7634120
ff 15,edge-list,9706960,rev-edge-list,10414200,vertex-pull,6232320,vertex-push,14209600,vertex-push-warp,5607560
ff 05,edge-list,1185910,rev-edge-list,1269270,vertex-pull,3439980,vertex-push,10766400,vertex-push-warp,3166100
re 50,edge-list,17996200,rev-edge-list,19501400,vertex-pull,15729200,vertex-push,8339060,vertex-push-warp,38533500
re 30,edge-list,566414,rev-edge-list,593405,vertex-pull,829662,vertex-push,329404,vertex-push-warp,1573330
re 15,edge-list,297412,rev-edge-list,290041,vertex-pull,410162,vertex-push,220641,vertex-push-warp,883502
re 05,edge-list,312097,rev-edge-list,307206,vertex-pull,361693,vertex-push,312716,vertex-push-warp,722591
rw 50,edge-list,18609200,rev-edge-list,19749900,vertex-pull,14923600,vertex-push,7755320,vertex-push-warp,34199900
rw 30,edge-list,1142710,rev-edge-list,1169970,vertex-pull,1317220,vertex-push,486979,vertex-push-warp,2353970
rw 15,edge-list,729324,rev-edge-list,707798,vertex-pull,848139,vertex-push,423813,vertex-push-warp,1756780
rw 05,edge-list,6794450,rev-edge-list,6333540,vertex-pull,4540460,vertex-push,4197240,vertex-push-warp,9699010
,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,
graph,edge-list,283515,rev-edge-list,289236,vertex-pull,482362,vertex-push,849414,vertex-push-warp,936858
ff 50,edge-list,149498,rev-edge-list,151406,vertex-pull,167345,vertex-push,310190,vertex-push-warp,478027
ff 30,edge-list,177193,rev-edge-list,149625,vertex-pull,150961,vertex-push,246681,vertex-push-warp,433133
ff 15,edge-list,147215,rev-edge-list,147449,vertex-pull,150627,vertex-push,213532,vertex-push-warp,388414
ff 05,edge-list,101392,rev-edge-list,101337,vertex-pull,102635,vertex-push,117876,vertex-push-warp,190093
re 50,edge-list,102597,rev-edge-list,102409,vertex-pull,118253,vertex-push,100330,vertex-push-warp,223033
re 30,edge-list,105411,rev-edge-list,99683,vertex-pull,113949,vertex-push,117336,vertex-push-warp,229762
re 15,edge-list,103978,rev-edge-list,100560,vertex-pull,111952,vertex-push,107698,vertex-push-warp,221959
re 05,edge-list,101014,rev-edge-list,100641,vertex-pull,106763,vertex-push,107409,vertex-push-warp,170717
rw 50,edge-list,568571,rev-edge-list,560366,vertex-pull,625878,vertex-push,620848,vertex-push-warp,1371460
rw 30,edge-list,516927,rev-edge-list,515055,vertex-pull,578807,vertex-push,574772,vertex-push-warp,1233700
rw 15,edge-list,104577,rev-edge-list,102949,vertex-pull,115487,vertex-push,106609,vertex-push-warp,219771
rw 05,edge-list,105074,rev-edge-list,104867,vertex-pull,107225,vertex-push,102050,vertex-push-warp,166795
,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,
graph,edge-list,2448370,rev-edge-list,2510940,vertex-pull,5248440,vertex-push,9881500,vertex-push-warp,3989780
ff 50,edge-list,453086,rev-edge-list,422317,vertex-pull,2614090,vertex-push,5598420,vertex-push-warp,1161340
ff 30,edge-list,277327,rev-edge-list,276950,vertex-pull,2463120,vertex-push,5427550,vertex-push-warp,1086450
ff 15,edge-list,197652,rev-edge-list,198761,vertex-pull,2077540,vertex-push,4732780,vertex-push-warp,760865
ff 05,edge-list,191201,rev-edge-list,193853,vertex-pull,1108950,vertex-push,2115640,vertex-push-warp,638641
re 50,edge-list,873270,rev-edge-list,1023160,vertex-pull,1614110,vertex-push,3619490,vertex-push-warp,1611770
re 30,edge-list,106479,rev-edge-list,109496,vertex-pull,976610,vertex-push,106208,vertex-push-warp,215010
re 15,edge-list,608154,rev-edge-list,615396,vertex-pull,1671310,vertex-push,1765290,vertex-push-warp,1495360
re 05,edge-list,467540,rev-edge-list,458240,vertex-pull,911310,vertex-push,640550,vertex-push-warp,1099940
rw 50,edge-list,925566,rev-edge-list,961598,vertex-pull,2825640,vertex-push,3777510,vertex-push-warp,1560970
rw 30,edge-list,110704,rev-edge-list,112965,vertex-pull,1206400,vertex-push,101199,vertex-push-warp,212841
rw 15,edge-list,660185,rev-edge-list,658614,vertex-pull,1419620,vertex-push,1868270,vertex-push-warp,1675100
rw 05,edge-list,823110,rev-edge-list,818514,vertex-pull,1292490,vertex-push,1299730,vertex-push-warp,2058170
,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,
ff 50,edge-list,50816600,rev-edge-list,53631900,vertex-pull,65436400,vertex-push,93071000,vertex-push-warp,46166100
ff 30,edge-list,23724900,rev-edge-list,24797600,vertex-pull,42340800,vertex-push,73245700,vertex-push-warp,30609500
ff 15,edge-list,4226400,rev-edge-list,4354330,vertex-pull,23350800,vertex-push,45290300,vertex-push-warp,10318700
ff 05,edge-list,1250780,rev-edge-list,1260390,vertex-pull,14419200,vertex-push,25576200,vertex-push-warp,4768880
re 50,edge-list,67985200,rev-edge-list,77386600,vertex-pull,79401500,vertex-push,49283800,vertex-push-warp,135132000
re 30,edge-list,33338100,rev-edge-list,37082700,vertex-pull,48478100,vertex-push,26001700,vertex-push-warp,91208500
re 15,edge-list,1530390,rev-edge-list,1621210,vertex-pull,3401920,vertex-push,939626,vertex-push-warp,5141230
re 05,edge-list,520246,rev-edge-list,520544,vertex-pull,1016020,vertex-push,414994,vertex-push-warp,1840460
rw 50,edge-list,65783200,rev-edge-list,71280900,vertex-pull,63061000,vertex-push,42105400,vertex-push-warp,121308000
rw 30,edge-list,69402600,rev-edge-list,72996700,vertex-pull,68599300,vertex-push,33949800,vertex-push-warp,149798000
rw 15,edge-list,21484700,rev-edge-list,22048500,vertex-pull,27526800,vertex-push,14932400,vertex-push-warp,55668700
rw 05,edge-list,701600,rev-edge-list,705041,vertex-pull,1179600,vertex-push,412978,vertex-push-warp,1842510
,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,
graph,edge-list,4697230,rev-edge-list,4845770,vertex-pull,1738920,vertex-push,3172500,vertex-push-warp,2271030
ff 50,edge-list,708577,rev-edge-list,705154,vertex-pull,822839,vertex-push,1834500,vertex-push-warp,1034140
ff 15,edge-list,222852,rev-edge-list,201122,vertex-pull,486357,vertex-push,1255710,vertex-push-warp,790788
ff 05,edge-list,174596,rev-edge-list,146068,vertex-pull,148236,vertex-push,648477,vertex-push-warp,516121
re 50,edge-list,1298040,rev-edge-list,1217820,vertex-pull,1274080,vertex-push,1386720,vertex-push-warp,2635950
re 30,edge-list,1306430,rev-edge-list,1128900,vertex-pull,1280890,vertex-push,1340480,vertex-push-warp,2590460
re 15,edge-list,165672,rev-edge-list,143919,vertex-pull,162050,vertex-push,156367,vertex-push-warp,327194
re 05,edge-list,118993,rev-edge-list,98862,vertex-pull,108780,vertex-push,103923,vertex-push-warp,224999
rw 50,edge-list,1526640,rev-edge-list,1492450,vertex-pull,1159880,vertex-push,1205560,vertex-push-warp,2215700
rw 30,edge-list,1308920,rev-edge-list,1191890,vertex-pull,1370630,vertex-push,1414040,vertex-push-warp,2802970
rw 15,edge-list,1712850,rev-edge-list,1518640,vertex-pull,1754400,vertex-push,1755170,vertex-push-warp,3716880
rw 05,edge-list,157892,rev-edge-list,147290,vertex-pull,161587,vertex-push,147396,vertex-push-warp,347509
,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,
graph,edge-list,40751300,rev-edge-list,43073100,vertex-pull,10773800,vertex-push,24977000,vertex-push-warp,6554560
ff 50,edge-list,881681,rev-edge-list,890503,vertex-pull,2894630,vertex-push,10225100,vertex-push-warp,2441920
ff 30,edge-list,336231,rev-edge-list,352137,vertex-pull,187321,vertex-push,5487510,vertex-push-warp,1293940
ff 15,edge-list,175935,rev-edge-list,165070,vertex-pull,160738,vertex-push,3095870,vertex-push-warp,922145
ff 05,edge-list,161912,rev-edge-list,147431,vertex-pull,153255,vertex-push,1977790,vertex-push-warp,585311
re 50,edge-list,1497730,rev-edge-list,1511290,vertex-pull,1057020,vertex-push,1147290,vertex-push-warp,2055180
re 30,edge-list,2105430,rev-edge-list,1925930,vertex-pull,2287370,vertex-push,2181710,vertex-push-warp,4299080
re 15,edge-list,114231,rev-edge-list,99863,vertex-pull,113716,vertex-push,104222,vertex-push-warp,216373
re 05,edge-list,109984,rev-edge-list,102392,vertex-pull,104855,vertex-push,103365,vertex-push-warp,224797
rw 50,edge-list,1201990,rev-edge-list,1230800,vertex-pull,948027,vertex-push,1033680,vertex-push-warp,1729250
rw 30,edge-list,1262470,rev-edge-list,1230370,vertex-pull,1348010,vertex-push,1391270,vertex-push-warp,2711410
rw 15,edge-list,153228,rev-edge-list,150104,vertex-pull,174934,vertex-push,151254,vertex-push-warp,312991
rw 05,edge-list,4519000,rev-edge-list,4198520,vertex-pull,4594300,vertex-push,4546280,vertex-push-warp,10081600
,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,
graph,edge-list,36811600,rev-edge-list,39107600,vertex-pull,12601200,vertex-push,36453200,vertex-push-warp,9069060
ff 50,edge-list,1168470,rev-edge-list,1212640,vertex-pull,3847650,vertex-push,16516000,vertex-push-warp,3637320
ff 30,edge-list,250795,rev-edge-list,252401,vertex-pull,156540,vertex-push,8607440,vertex-push-warp,1211540
ff 15,edge-list,156070,rev-edge-list,155294,vertex-pull,149449,vertex-push,4936950,vertex-push-warp,682773
ff 05,edge-list,157051,rev-edge-list,168322,vertex-pull,144431,vertex-push,1856230,vertex-push-warp,539148
re 50,edge-list,1267390,rev-edge-list,1268800,vertex-pull,946023,vertex-push,1130750,vertex-push-warp,1683300
re 30,edge-list,962615,rev-edge-list,880947,vertex-pull,1085240,vertex-push,1132770,vertex-push-warp,2006690
re 15,edge-list,115682,rev-edge-list,99607,vertex-pull,127351,vertex-push,102854,vertex-push-warp,211819
re 05,edge-list,108928,rev-edge-list,98573,vertex-pull,108824,vertex-push,103892,vertex-push-warp,225163
rw 50,edge-list,1246130,rev-edge-list,1242610,vertex-pull,1330910,vertex-push,1303710,vertex-push-warp,1837130
rw 30,edge-list,1353550,rev-edge-list,1284520,vertex-pull,1556400,vertex-push,1520510,vertex-push-warp,2898020
rw 15,edge-list,1478280,rev-edge-list,1342180,vertex-pull,1615330,vertex-push,1568970,vertex-push-warp,3107200
rw 05,edge-list,164983,rev-edge-list,142708,vertex-pull,165353,vertex-push,151162,vertex-push-warp,327443
,,,,,,,,,,
cfinder-google.edges,1,,2,,3,,4,,5,
graph,edge-list,3446380,rev-edge-list,3486950,vertex-pull,14085800,vertex-push,6772600,vertex-push-warp,2637130
ff 50,edge-list,857870,rev-edge-list,810928,vertex-pull,4205820,vertex-push,3880800,vertex-push-warp,1385910
ff 30,edge-list,375427,rev-edge-list,342220,vertex-pull,1541430,vertex-push,2009370,vertex-push-warp,1021330
ff 15,edge-list,302474,rev-edge-list,290675,vertex-pull,730731,vertex-push,1611820,vertex-push-warp,866876
ff 05,edge-list,261560,rev-edge-list,239881,vertex-pull,368313,vertex-push,959925,vertex-push-warp,696060
re 50,edge-list,227870,rev-edge-list,194922,vertex-pull,3136310,vertex-push,197961,vertex-push-warp,430118
re 30,edge-list,115669,rev-edge-list,102810,vertex-pull,497563,vertex-push,102019,vertex-push-warp,213448
re 15,edge-list,110156,rev-edge-list,99864,vertex-pull,356569,vertex-push,102094,vertex-push-warp,221352
rw 50,edge-list,716449,rev-edge-list,639209,vertex-pull,1826440,vertex-push,1288690,vertex-push-warp,1784650
rw 30,edge-list,748251,rev-edge-list,649263,vertex-pull,1345000,vertex-push,1140600,vertex-push-warp,1793920
rw 15,edge-list,499133,rev-edge-list,426457,vertex-pull,686779,vertex-push,682840,vertex-push-warp,1176700
rw 05,edge-list,584860,rev-edge-list,511236,vertex-pull,606574,vertex-push,638677,vertex-push-warp,1367920
,,,,,,,,,,
chess.edges,1,,2,,3,,4,,5,
graph,edge-list,1175660,rev-edge-list,1168980,vertex-pull,856488,vertex-push,1333240,vertex-push-warp,1578560
ff 50,edge-list,281764,rev-edge-list,260921,vertex-pull,438609,vertex-push,655515,vertex-push-warp,804482
ff 30,edge-list,279695,rev-edge-list,244351,vertex-pull,309621,vertex-push,612291,vertex-push-warp,711173
ff 15,edge-list,211450,rev-edge-list,194088,vertex-pull,214964,vertex-push,428646,vertex-push-warp,604832
ff 05,edge-list,224866,rev-edge-list,189816,vertex-pull,196576,vertex-push,375333,vertex-push-warp,536352
re 50,edge-list,762139,rev-edge-list,708574,vertex-pull,793173,vertex-push,860819,vertex-push-warp,1680340
re 30,edge-list,1116140,rev-edge-list,997859,vertex-pull,1134620,vertex-push,1104540,vertex-push-warp,2381680
re 15,edge-list,112679,rev-edge-list,101772,vertex-pull,105833,vertex-push,102590,vertex-push-warp,225886
re 05,edge-list,112994,rev-edge-list,98183,vertex-pull,103853,vertex-push,99226,vertex-push-warp,225799
rw 50,edge-list,833250,rev-edge-list,810631,vertex-pull,888791,vertex-push,922624,vertex-push-warp,1938390
rw 30,edge-list,1073340,rev-edge-list,1010990,vertex-pull,1100540,vertex-push,1116140,vertex-push-warp,2454450
rw 15,edge-list,1984570,rev-edge-list,1825740,vertex-pull,1940940,vertex-push,1897000,vertex-push-warp,4344350
rw 05,edge-list,110355,rev-edge-list,97813,vertex-pull,108499,vertex-push,98783,vertex-push-warp,222707
,,,,,,,,,,
com-amazon.edges,1,,2,,3,,4,,5,
graph,edge-list,68847000,rev-edge-list,69961100,vertex-pull,42139200,vertex-push,20522900,vertex-push-warp,87447300
ff 50,edge-list,11409900,rev-edge-list,11633100,vertex-pull,12832200,vertex-push,5449490,vertex-push-warp,17929200
ff 30,edge-list,6023330,rev-edge-list,6057300,vertex-pull,7050360,vertex-push,3345370,vertex-push-warp,10527700
ff 05,edge-list,991694,rev-edge-list,981784,vertex-pull,1697300,vertex-push,1646480,vertex-push-warp,1656450
re 50,edge-list,1028530,rev-edge-list,1075920,vertex-pull,1621270,vertex-push,658341,vertex-push-warp,3374310
re 30,edge-list,726037,rev-edge-list,745974,vertex-pull,1207810,vertex-push,574119,vertex-push-warp,2797800
re 15,edge-list,233553,rev-edge-list,237246,vertex-pull,308518,vertex-push,173197,vertex-push-warp,725432
re 05,edge-list,111211,rev-edge-list,116618,vertex-pull,115545,vertex-push,107350,vertex-push-warp,241241
rw 50,edge-list,27964500,rev-edge-list,28420800,vertex-pull,30338000,vertex-push,14736500,vertex-push-warp,67084100
rw 30,edge-list,569143,rev-edge-list,567789,vertex-pull,727276,vertex-push,293960,vertex-push-warp,1407550
rw 15,edge-list,888947,rev-edge-list,865839,vertex-pull,1109940,vertex-push,510638,vertex-push-warp,2152070
rw 05,edge-list,258538,rev-edge-list,252712,vertex-pull,183418,vertex-push,154578,vertex-push-warp,376829
,,,,,,,,,,
com-dblp.edges,1,,2,,3,,4,,5,
graph,edge-list,34423500,rev-edge-list,35346800,vertex-pull,18304000,vertex-push,9409840,vertex-push-warp,36869800
ff 50,edge-list,6740050,rev-edge-list,6958680,vertex-pull,5510080,vertex-push,3068050,vertex-push-warp,9554910
ff 30,edge-list,3643920,rev-edge-list,3753460,vertex-pull,3187950,vertex-push,2304040,vertex-push-warp,6459710
ff 15,edge-list,1588750,rev-edge-list,1619160,vertex-pull,1323930,vertex-push,1724070,vertex-push-warp,3023810
ff 05,edge-list,729620,rev-edge-list,689011,vertex-pull,789474,vertex-push,1367300,vertex-push-warp,1193830
re 50,edge-list,796324,rev-edge-list,850929,vertex-pull,1094150,vertex-push,409714,vertex-push-warp,2083800
re 30,edge-list,394806,rev-edge-list,405222,vertex-pull,640178,vertex-push,287170,vertex-push-warp,1400840
re 15,edge-list,239110,rev-edge-list,227898,vertex-pull,316184,vertex-push,174462,vertex-push-warp,726551
re 05,edge-list,110749,rev-edge-list,106557,vertex-pull,110176,vertex-push,101369,vertex-push-warp,231619
rw 50,edge-list,13922400,rev-edge-list,14222600,vertex-pull,12629600,vertex-push,6694950,vertex-push-warp,29633100
rw 30,edge-list,9104150,rev-edge-list,9043840,vertex-pull,9784790,vertex-push,5133450,vertex-push-warp,23358500
rw 15,edge-list,6042780,rev-edge-list,5860170,vertex-pull,6694190,vertex-push,3841990,vertex-push-warp,15778500
rw 05,edge-list,4987040,rev-edge-list,4575970,vertex-pull,3431100,vertex-push,3187230,vertex-push-warp,7000010
,,,,,,,,,,
com-youtube.edges,1,,2,,3,,4,,5,
graph,edge-list,90111500,rev-edge-list,95746900,vertex-pull,84043300,vertex-push,98685000,vertex-push-warp,115499000
ff 50,edge-list,18821000,rev-edge-list,19890000,vertex-pull,39499600,vertex-push,62782500,vertex-push-warp,26147900
ff 30,edge-list,9884290,rev-edge-list,10348800,vertex-pull,32608800,vertex-push,54950500,vertex-push-warp,15292900
ff 15,edge-list,3982280,rev-edge-list,4098980,vertex-pull,27052000,vertex-push,50235100,vertex-push-warp,9009840
ff 05,edge-list,934582,rev-edge-list,938532,vertex-pull,11102700,vertex-push,22895700,vertex-push-warp,3614170
re 50,edge-list,5809170,rev-edge-list,6541620,vertex-pull,30590100,vertex-push,1895680,vertex-push-warp,10952900
re 30,edge-list,16186200,rev-edge-list,17782100,vertex-pull,23631800,vertex-push,22241800,vertex-push-warp,41018000
re 15,edge-list,801020,rev-edge-list,851435,vertex-pull,3312440,vertex-push,444206,vertex-push-warp,2250920
re 05,edge-list,5335010,rev-edge-list,5326010,vertex-pull,8999310,vertex-push,5244130,vertex-push-warp,17083200
rw 50,edge-list,34603300,rev-edge-list,37468100,vertex-pull,45196000,vertex-push,37531900,vertex-push-warp,66417900
rw 15,edge-list,11694000,rev-edge-list,11977000,vertex-pull,20509300,vertex-push,12978300,vertex-push-warp,28294500
rw 05,edge-list,879902,rev-edge-list,852235,vertex-pull,3103030,vertex-push,522398,vertex-push-warp,2192000
,,,,,,,,,,
contiguous-usa.edges,1,,2,,3,,4,,5,
graph,edge-list,419956,rev-edge-list,419314,vertex-pull,453100,vertex-push,498764,vertex-push-warp,1022610
ff 50,edge-list,245101,rev-edge-list,239290,vertex-pull,252976,vertex-push,282230,vertex-push-warp,548685
ff 30,edge-list,194035,rev-edge-list,197291,vertex-pull,199734,vertex-push,223237,vertex-push-warp,379271
ff 15,edge-list,146970,rev-edge-list,150971,vertex-pull,143803,vertex-push,162994,vertex-push-warp,253140
ff 05,edge-list,105627,rev-edge-list,106212,vertex-pull,95812,vertex-push,106603,vertex-push-warp,161828
re 50,edge-list,106101,rev-edge-list,100878,vertex-pull,107665,vertex-push,108005,vertex-push-warp,206980
re 30,edge-list,198541,rev-edge-list,196843,vertex-pull,200775,vertex-push,204376,vertex-push-warp,348188
re 15,edge-list,101907,rev-edge-list,104757,vertex-pull,104755,vertex-push,106726,vertex-push-warp,165633
re 05,edge-list,100322,rev-edge-list,104773,vertex-pull,100783,vertex-push,107114,vertex-push-warp,156698
rw 50,edge-list,430534,rev-edge-list,430088,vertex-pull,451115,vertex-push,474782,vertex-push-warp,905237
rw 30,edge-list,100773,rev-edge-list,104741,vertex-pull,109327,vertex-push,102493,vertex-push-warp,183314
rw 15,edge-list,100868,rev-edge-list,100205,vertex-pull,108917,vertex-push,102853,vertex-push-warp,166248
rw 05,edge-list,105130,rev-edge-list,101063,vertex-pull,104580,vertex-push,106557,vertex-push-warp,156357
,,,,,,,,,,
dblp_coauthor.edges,1,,2,,3,,4,,5,
graph,edge-list,156598000,rev-edge-list,164159000,vertex-pull,79331000,vertex-push,42470800,vertex-push-warp,138984000
ff 50,edge-list,29964700,rev-edge-list,31551400,vertex-pull,21892000,vertex-push,12294800,vertex-push-warp,33791000
ff 30,edge-list,14913700,rev-edge-list,15640700,vertex-pull,11173700,vertex-push,7175020,vertex-push-warp,19955000
ff 15,edge-list,5090950,rev-edge-list,5278470,vertex-pull,4649180,vertex-push,4918870,vertex-push-warp,8961570
ff 05,edge-list,1572560,rev-edge-list,1620770,vertex-pull,3026640,vertex-push,4589520,vertex-push-warp,3155840
re 50,edge-list,39797800,rev-edge-list,44430900,vertex-pull,44825600,vertex-push,21842800,vertex-push-warp,106372000
re 30,edge-list,2203130,rev-edge-list,2360830,vertex-pull,3913560,vertex-push,1328550,vertex-push-warp,7419180
re 15,edge-list,649716,rev-edge-list,676003,vertex-pull,1137350,vertex-push,499935,vertex-push-warp,2587130
re 05,edge-list,234897,rev-edge-list,238456,vertex-pull,374734,vertex-push,219815,vertex-push-warp,899149
rw 50,edge-list,49875400,rev-edge-list,52862600,vertex-pull,45253500,vertex-push,22360100,vertex-push-warp,104294000
rw 30,edge-list,31344500,rev-edge-list,32315100,vertex-pull,32493000,vertex-push,16105300,vertex-push-warp,77473500
rw 15,edge-list,1441090,rev-edge-list,1435700,vertex-pull,2023960,vertex-push,735644,vertex-push-warp,3879740
rw 05,edge-list,1224770,rev-edge-list,1171880,vertex-pull,1537050,vertex-push,764318,vertex-push-warp,3120650
,,,,,,,,,,
digg-friends.edges,1,,2,,3,,4,,5,
graph,edge-list,24650400,rev-edge-list,26773300,vertex-pull,35328000,vertex-push,16260700,vertex-push-warp,27998200
ff 30,edge-list,4234050,rev-edge-list,4620870,vertex-pull,4076340,vertex-push,5743660,vertex-push-warp,5144370
ff 15,edge-list,1499160,rev-edge-list,1569510,vertex-pull,1762940,vertex-push,3367520,vertex-push-warp,2505820
ff 05,edge-list,586745,rev-edge-list,553445,vertex-pull,701660,vertex-push,3269750,vertex-push-warp,1359480
re 50,edge-list,6879250,rev-edge-list,7532040,vertex-pull,8680960,vertex-push,5209470,vertex-push-warp,12750800
re 30,edge-list,3235370,rev-edge-list,3543280,vertex-pull,5660950,vertex-push,2737100,vertex-push-warp,8150120
