bfs,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
rw 50,edge-list,140973000,rev-edge-list,155269000,vertex-pull,130570000,vertex-push,58194700,vertex-push-warp,287153000
rw 30,edge-list,94844200,rev-edge-list,99097000,vertex-pull,105412000,vertex-push,46871800,vertex-push-warp,245219000
rw 15,edge-list,77075200,rev-edge-list,78033700,vertex-pull,90571900,vertex-push,43140700,vertex-push-warp,226438000
rw 05,edge-list,3156860,rev-edge-list,3145700,vertex-pull,4225730,vertex-push,1793350,vertex-push-warp,9321720
,,,,,,,,,,
email-EuAll.txt,1,,2,,3,,4,,5,
graph,edge-list,3943710,rev-edge-list,4231840,vertex-pull,29096400,vertex-push,6050230,vertex-push-warp,14794100
ff 50,edge-list,2189010,rev-edge-list,2314700,vertex-pull,9275530,vertex-push,4056660,vertex-push-warp,7199100
ff 30,edge-list,1572720,rev-edge-list,1717170,vertex-pull,4762400,vertex-push,3891400,vertex-push-warp,4432450
ff 15,edge-list,1370970,rev-edge-list,1387300,vertex-pull,1997830,vertex-push,3640050,vertex-push-warp,3028150
ff 05,edge-list,297213,rev-edge-list,266377,vertex-pull,388834,vertex-push,2709840,vertex-push-warp,1075770
re 50,edge-list,2114170,rev-edge-list,2322310,vertex-pull,33747400,vertex-push,3291030,vertex-push-warp,8447880
re 30,edge-list,1268290,rev-edge-list,1421600,vertex-pull,18301600,vertex-push,2133200,vertex-push-warp,5221720
re 15,edge-list,721663,rev-edge-list,830850,vertex-pull,8611220,vertex-push,1268640,vertex-push-warp,2748020
re 05,edge-list,802431,rev-edge-list,944796,vertex-pull,4477960,vertex-push,1303870,vertex-push-warp,2060300
rw 50,edge-list,2143900,rev-edge-list,2303670,vertex-pull,13582900,vertex-push,5198800,vertex-push-warp,7944500
rw 30,edge-list,354220,rev-edge-list,376534,vertex-pull,3403060,vertex-push,240771,vertex-push-warp,1069350
rw 15,edge-list,1087080,rev-edge-list,1202140,vertex-pull,7942540,vertex-push,2196820,vertex-push-warp,3352700
rw 05,edge-list,594036,rev-edge-list,702636,vertex-pull,3148590,vertex-push,1317970,vertex-push-warp,1624160
,,,,,,,,,,
out.dbpedia-link,1,,2,,3,,4,,5,
graph,edge-list,6916570000,rev-edge-list,7851610000,vertex-pull,4674400000,vertex-push,1612800000,vertex-push-warp,5785610000
ff 50,edge-list,987526000,rev-edge-list,1115780000,vertex-pull,1412900000,vertex-push,482119000,vertex-push-warp,797698000
ff 30,edge-list,371912000,rev-edge-list,414790000,vertex-pull,398176000,vertex-push,227321000,vertex-push-warp,391256000
ff 15,edge-list,115159000,rev-edge-list,125240000,vertex-pull,114866000,vertex-push,96635000,vertex-push-warp,172405000
ff 05,edge-list,25677300,rev-edge-list,27356900,vertex-pull,25277000,vertex-push,25360200,vertex-push-warp,56457900
re 50,edge-list,1055150000,rev-edge-list,1219040000,vertex-pull,1219880000,vertex-push,387231000,vertex-push-warp,1368350000
re 30,edge-list,381619000,rev-edge-list,444151000,vertex-pull,679822000,vertex-push,187925000,vertex-push-warp,876098000
re 15,edge-list,151765000,rev-edge-list,174769000,vertex-pull,445716000,vertex-push,117646000,vertex-push-warp,669899000
re 05,edge-list,3343240,rev-edge-list,3642600,vertex-pull,17473400,vertex-push,3948270,vertex-push-warp,23323800
rw 50,edge-list,437743000,rev-edge-list,503889000,vertex-pull,668781000,vertex-push,199829000,vertex-push-warp,981034000
rw 30,edge-list,253955000,rev-edge-list,292049000,vertex-pull,417488000,vertex-push,137438000,vertex-push-warp,726829000
rw 15,edge-list,107091000,rev-edge-list,122487000,vertex-pull,199109000,vertex-push,70285200,vertex-push-warp,381553000
rw 05,edge-list,5357840,rev-edge-list,5950280,vertex-pull,19202800,vertex-push,3935400,vertex-push-warp,23327800
,,,,,,,,,,
out.livejournal-links,1,,2,,3,,4,,5,
graph,edge-list,1575220000,rev-edge-list,1745600000,vertex-pull,607196000,vertex-push,298316000,vertex-push-warp,626112000
ff 50,edge-list,217301000,rev-edge-list,237246000,vertex-pull,181930000,vertex-push,85187700,vertex-push-warp,157054000
ff 30,edge-list,87060900,rev-edge-list,93203800,vertex-pull,91304100,vertex-push,63014500,vertex-push-warp,89345800
ff 15,edge-list,90199400,rev-edge-list,98728600,vertex-pull,57253500,vertex-push,61148600,vertex-push-warp,45286900
ff 05,edge-list,5086700,rev-edge-list,5244790,vertex-pull,16066200,vertex-push,26402600,vertex-push-warp,11046800
re 50,edge-list,281435000,rev-edge-list,333107000,vertex-pull,248214000,vertex-push,109762000,vertex-push-warp,495774000
re 30,edge-list,162503000,rev-edge-list,185782000,vertex-pull,215833000,vertex-push,88216300,vertex-push-warp,463748000
re 15,edge-list,2580570,rev-edge-list,2762420,vertex-pull,5086040,vertex-push,1704650,vertex-push-warp,10000400
re 05,edge-list,739980,rev-edge-list,744947,vertex-pull,1441630,vertex-push,629169,vertex-push-warp,3435400
rw 50,edge-list,313234000,rev-edge-list,352151000,vertex-pull,245871000,vertex-push,110140000,vertex-push-warp,533055000
rw 30,edge-list,179912000,rev-edge-list,193062000,vertex-pull,178066000,vertex-push,78906500,vertex-push-warp,411293000
rw 15,edge-list,3722280,rev-edge-list,3810210,vertex-pull,5585790,vertex-push,1716730,vertex-push-warp,10001400
rw 05,edge-list,6181520,rev-edge-list,6233280,vertex-pull,8587750,vertex-push,3358290,vertex-push-warp,18814100
,,,,,,,,,,
out.wikipedia_link_en,1,,2,,3,,4,,5,
graph,edge-list,160895000000,rev-edge-list,170949000000,vertex-pull,18371400000,vertex-push,5891990000,vertex-push-warp,31599800000
ff 50,edge-list,1974530000,rev-edge-list,2125160000,vertex-pull,1589380000,vertex-push,520893000,vertex-push-warp,579112000
ff 30,edge-list,459798000,rev-edge-list,496518000,vertex-pull,332778000,vertex-push,224395000,vertex-push-warp,268472000
ff 15,edge-list,119001000,rev-edge-list,127550000,vertex-pull,86184300,vertex-push,91578400,vertex-push-warp,112270000
ff 05,edge-list,22941300,rev-edge-list,24216400,vertex-pull,21522500,vertex-push,23214700,vertex-push-warp,38254200
re 50,edge-list,956422000,rev-edge-list,1072700000,vertex-pull,910594000,vertex-push,247978000,vertex-push-warp,1003790000
re 30,edge-list,382769000,rev-edge-list,428850000,vertex-pull,639746000,vertex-push,190773000,vertex-push-warp,1028870000
re 15,edge-list,150707000,rev-edge-list,164035000,vertex-pull,534020000,vertex-push,142575000,vertex-push-warp,827349000
re 05,edge-list,1916570,rev-edge-list,1975640,vertex-pull,10202800,vertex-push,2673690,vertex-push-warp,15591000
rw 50,edge-list,602820000,rev-edge-list,681761000,vertex-pull,598910000,vertex-push,226556000,vertex-push-warp,1106400000
rw 30,edge-list,348058000,rev-edge-list,394064000,vertex-pull,416518000,vertex-push,165412000,vertex-push-warp,873933000
rw 15,edge-list,168340000,rev-edge-list,188977000,vertex-pull,246632000,vertex-push,102653000,vertex-push-warp,565536000
rw 05,edge-list,46421400,rev-edge-list,50698100,vertex-pull,86132500,vertex-push,38271400,vertex-push-warp,206160000
,,,,,,,,,,
roadNet-CA.txt,1,,2,,3,,4,,5,
graph,edge-list,3258930000,rev-edge-list,3275040000,vertex-pull,2505340000,vertex-push,1181800000,vertex-push-warp,7004950000
ff 50,edge-list,2251510000,rev-edge-list,2265180000,vertex-pull,1774450000,vertex-push,858398000,vertex-push-warp,4998110000
ff 30,edge-list,1339460000,rev-edge-list,1348310000,vertex-pull,1057850000,vertex-push,517652000,vertex-push-warp,2968950000
ff 15,edge-list,295113000,rev-edge-list,297178000,vertex-pull,240366000,vertex-push,123494000,vertex-push-warp,667400000
ff 05,edge-list,62635800,rev-edge-list,63125900,vertex-pull,53174100,vertex-push,29087100,vertex-push-warp,145002000
re 50,edge-list,2782840,rev-edge-list,2930050,vertex-pull,4905670,vertex-push,2137700,vertex-push-warp,12531600
re 30,edge-list,1539820,rev-edge-list,1560410,vertex-pull,2870820,vertex-push,1321140,vertex-push-warp,7640620
re 15,edge-list,765284,rev-edge-list,767528,vertex-pull,1457350,vertex-push,715492,vertex-push-warp,3944930
re 05,edge-list,304387,rev-edge-list,299353,vertex-pull,513667,vertex-push,285312,vertex-push-warp,1404280
rw 50,edge-list,120741000,rev-edge-list,122383000,vertex-pull,149479000,vertex-push,62770600,vertex-push-warp,374554000
rw 30,edge-list,2321460,rev-edge-list,2332810,vertex-pull,2994450,vertex-push,1315350,vertex-push-warp,7639920
rw 15,edge-list,1159080,rev-edge-list,1160740,vertex-pull,1542640,vertex-push,717104,vertex-push-warp,3944030
rw 05,edge-list,1094890,rev-edge-list,1083190,vertex-pull,1369810,vertex-push,723463,vertex-push-warp,3486120
,,,,,,,,,,
roadNet-PA.txt,1,,2,,3,,4,,5,
graph,edge-list,1783310000,rev-edge-list,1794560000,vertex-pull,1373940000,vertex-push,651225000,vertex-push-warp,3799270000
ff 50,edge-list,1248790000,rev-edge-list,1257440000,vertex-pull,983589000,vertex-push,480836000,vertex-push-warp,2744150000
ff 30,edge-list,437118000,rev-edge-list,440386000,vertex-pull,355331000,vertex-push,178369000,vertex-push-warp,973972000
ff 15,edge-list,164320000,rev-edge-list,165813000,vertex-pull,135136000,vertex-push,71723800,vertex-push-warp,369100000
ff 05,edge-list,35516400,rev-edge-list,36157500,vertex-pull,30913200,vertex-push,19511000,vertex-push-warp,82895900
re 50,edge-list,2366350,rev-edge-list,2456950,vertex-pull,4087930,vertex-push,1824310,vertex-push-warp,10447400
re 30,edge-list,1375390,rev-edge-list,1384600,vertex-pull,2403740,vertex-push,1138190,vertex-push-warp,6397830
re 15,edge-list,467079,rev-edge-list,473678,vertex-pull,839762,vertex-push,435627,vertex-push-warp,2249330
re 05,edge-list,233584,rev-edge-list,230109,vertex-pull,335629,vertex-push,214683,vertex-push-warp,881335
rw 50,edge-list,5713620,rev-edge-list,5790880,vertex-pull,6967310,vertex-push,3019940,vertex-push-warp,17389200
rw 30,edge-list,3284780,rev-edge-list,3299880,vertex-pull,4173820,vertex-push,1881470,vertex-push-warp,10648800
rw 15,edge-list,683349,rev-edge-list,683287,vertex-pull,882409,vertex-push,435767,vertex-push-warp,2247120
rw 05,edge-list,280916,rev-edge-list,277247,vertex-pull,357512,vertex-push,215950,vertex-push-warp,879349
,,,,,,,,,,
roadNet-TX.txt,1,,2,,3,,4,,5,
graph,edge-list,2956550000,rev-edge-list,2971060000,vertex-pull,2303220000,vertex-push,1083530000,vertex-push-warp,6394110000
ff 50,edge-list,89330600,rev-edge-list,89849400,vertex-pull,79675900,vertex-push,33576500,vertex-push-warp,197774000
ff 30,edge-list,18393200,rev-edge-list,18464600,vertex-pull,16321200,vertex-push,7017310,vertex-push-warp,40678200
ff 15,edge-list,6348540,rev-edge-list,6389400,vertex-pull,5613910,vertex-push,2522800,vertex-push-warp,13744000
ff 05,edge-list,3471230,rev-edge-list,3507280,vertex-pull,3255370,vertex-push,1694060,vertex-push-warp,7829230
re 50,edge-list,1983120,rev-edge-list,2075800,vertex-pull,3457580,vertex-push,1528840,vertex-push-warp,8827430
re 30,edge-list,1651500,rev-edge-list,1664610,vertex-pull,3046760,vertex-push,1418300,vertex-push-warp,8157040
re 15,edge-list,836332,rev-edge-list,837770,vertex-pull,1513650,vertex-push,763970,vertex-push-warp,4131990
re 05,edge-list,227997,rev-edge-list,228234,vertex-pull,393305,vertex-push,220854,vertex-push-warp,1051980
rw 50,edge-list,2881360,rev-edge-list,2917650,vertex-pull,3531740,vertex-push,1529990,vertex-push-warp,8825290
rw 30,edge-list,8176330,rev-edge-list,8214960,vertex-pull,10549800,vertex-push,4690620,vertex-push-warp,27135800
rw 15,edge-list,1252440,rev-edge-list,1255050,vertex-pull,1605490,vertex-push,764376,vertex-push-warp,4134480
rw 05,edge-list,655319,rev-edge-list,657547,vertex-pull,828052,vertex-push,432271,vertex-push-warp,2089700
,,,,,,,,,,
soc-LiveJournal1.txt,1,,2,,3,,4,,5,
graph,edge-list,1111660000,rev-edge-list,1229830000,vertex-pull,526822000,vertex-push,227475000,vertex-push-warp,563556000
ff 50,edge-list,125973000,rev-edge-list,137800000,vertex-pull,119554000,vertex-push,68507600,vertex-push-warp,124588000
ff 30,edge-list,52451300,rev-edge-list,56727100,vertex-pull,53414500,vertex-push,46937900,vertex-push-warp,73236200
ff 15,edge-list,15774700,rev-edge-list,16791700,vertex-pull,16969900,vertex-push,26814800,vertex-push-warp,35338500
ff 05,edge-list,2945180,rev-edge-list,3082980,vertex-pull,4098920,vertex-push,8204200,vertex-push-warp,10255200
re 50,edge-list,158758000,rev-edge-list,178224000,vertex-pull,228943000,vertex-push,96062500,vertex-push-warp,501734000
re 30,edge-list,85078200,rev-edge-list,92886400,vertex-pull,193569000,vertex-push,80343100,vertex-push-warp,452959000
re 15,edge-list,1288220,rev-edge-list,1345010,vertex-pull,4055300,vertex-push,1605510,vertex-push-warp,9330440
re 05,edge-list,413116,rev-edge-list,414036,vertex-pull,1277420,vertex-push,606097,vertex-push-warp,3264300
rw 50,edge-list,171689000,rev-edge-list,193791000,vertex-pull,214016000,vertex-push,92926100,vertex-push-warp,508304000
rw 30,edge-list,95720500,rev-edge-list,106359000,vertex-pull,155796000,vertex-push,69349700,vertex-push-warp,388822000
rw 15,edge-list,52322600,rev-edge-list,56922300,vertex-pull,103038000,vertex-push,46704100,vertex-push-warp,260153000
rw 05,edge-list,31188200,rev-edge-list,32646200,vertex-pull,65472800,vertex-push,30975900,vertex-push-warp,166071000
,,,,,,,,,,
web-Google.txt,1,,2,,3,,4,,5,
graph,edge-list,180499000,rev-edge-list,186472000,vertex-pull,205908000,vertex-push,45692800,vertex-push-warp,204055000
ff 50,edge-list,49157700,rev-edge-list,51667600,vertex-pull,51830400,vertex-push,18836700,vertex-push-warp,65346100
ff 30,edge-list,18258000,rev-edge-list,19019900,vertex-pull,25716600,vertex-push,8588190,vertex-push-warp,29801700
ff 15,edge-list,6708020,rev-edge-list,7009050,vertex-pull,13727300,vertex-push,4442690,vertex-push-warp,13093500
ff 05,edge-list,2062030,rev-edge-list,2180160,vertex-pull,8422490,vertex-push,2484470,vertex-push-warp,5007160
re 50,edge-list,1812320,rev-edge-list,1960420,vertex-pull,5834740,vertex-push,1487170,vertex-push-warp,8429360
re 30,edge-list,591275,rev-edge-list,616208,vertex-pull,1875970,vertex-push,628287,vertex-push-warp,3433990
re 15,edge-list,287103,rev-edge-list,306911,vertex-pull,860072,vertex-push,351758,vertex-push-warp,1747880
re 05,edge-list,126315,rev-edge-list,131188,vertex-pull,336744,vertex-push,165888,vertex-push-warp,714380
rw 50,edge-list,34139200,rev-edge-list,36960200,vertex-pull,67824600,vertex-push,23100000,vertex-push-warp,112443000
rw 30,edge-list,28226800,rev-edge-list,30014200,vertex-pull,62857300,vertex-push,21527300,vertex-push-warp,107733000
rw 15,edge-list,3770890,rev-edge-list,3995020,vertex-pull,9107820,vertex-push,2927030,vertex-push-warp,14774600
rw 05,edge-list,425440,rev-edge-list,476125,vertex-pull,970017,vertex-push,394854,vertex-push-warp,1769880
,,,,,,,,,,
wiki-Talk.txt,1,,2,,3,,4,,5,
graph,edge-list,10674700,rev-edge-list,11174400,vertex-pull,22274900,vertex-push,5075510,vertex-push-warp,30386500
ff 50,edge-list,14011600,rev-edge-list,14530800,vertex-pull,18843300,vertex-push,76896400,vertex-push-warp,55600700
ff 30,edge-list,7642860,rev-edge-list,7865350,vertex-pull,10775200,vertex-push,79550100,vertex-push-warp,32887700
ff 15,edge-list,3120560,rev-edge-list,3213160,vertex-pull,4429900,vertex-push,57328200,vertex-push-warp,14308900
ff 05,edge-list,1017980,rev-edge-list,1020410,vertex-pull,1442890,vertex-push,36820700,vertex-push-warp,5397390
re 50,edge-list,18016400,rev-edge-list,18958500,vertex-pull,25565300,vertex-push,128006000,vertex-push-warp,70896200
re 30,edge-list,11047700,rev-edge-list,11557700,vertex-pull,17092100,vertex-push,63059400,vertex-push-warp,47231900
re 15,edge-list,6212480,rev-edge-list,6452430,vertex-pull,10225400,vertex-push,32598800,vertex-push-warp,28591100
re 05,edge-list,2954660,rev-edge-list,3017850,vertex-pull,4878460,vertex-push,6900240,vertex-push-warp,13082700
rw 50,edge-list,24242200,rev-edge-list,25777000,vertex-pull,29938900,vertex-push,51712700,vertex-push-warp,78155500
rw 30,edge-list,14020200,rev-edge-list,14899700,vertex-pull,19002000,vertex-push,24352100,vertex-push-warp,47083100
rw 15,edge-list,7380290,rev-edge-list,7805430,vertex-pull,12106000,vertex-push,9591910,vertex-push-warp,28185800
rw 05,edge-list,3326460,rev-edge-list,3497400,vertex-pull,6426310,vertex-push,3992510,vertex-push-warp,14262800
,,,,,,,,,,
com-amazon.ungraph.txt,1,,2,,3,,4,,5,
graph,edge-list,69303200,rev-edge-list,72034200,vertex-pull,41384700,vertex-push,20882600,vertex-push-warp,84752800
ff 50,edge-list,11990600,rev-edge-list,12256000,vertex-pull,12496100,vertex-push,5445260,vertex-push-warp,19811300
ff 30,edge-list,6160140,rev-edge-list,6297180,vertex-pull,9063330,vertex-push,3986940,vertex-push-warp,11189300
ff 15,edge-list,2902240,rev-edge-list,2943270,vertex-pull,3504140,vertex-push,2759250,vertex-push-warp,5624150
ff 05,edge-list,1198980,rev-edge-list,1213630,vertex-pull,2093500,vertex-push,2109860,vertex-push-warp,2005770
re 50,edge-list,4911030,rev-edge-list,5077530,vertex-pull,8123610,vertex-push,3243600,vertex-push-warp,16814800
re 30,edge-list,541840,rev-edge-list,547174,vertex-pull,909734,vertex-push,436730,vertex-push-warp,2099900
re 15,edge-list,236731,rev-edge-list,220995,vertex-pull,308048,vertex-push,176626,vertex-push-warp,727027
re 05,edge-list,172545,rev-edge-list,152266,vertex-pull,169494,vertex-push,157961,vertex-push-warp,382870
rw 50,edge-list,31541800,rev-edge-list,31593000,vertex-pull,33806600,vertex-push,16199000,vertex-push-warp,74944800
rw 30,edge-list,572265,rev-edge-list,561338,vertex-pull,740601,vertex-push,295015,vertex-push-warp,1404980
rw 15,edge-list,299450,rev-edge-list,291395,vertex-pull,363461,vertex-push,178426,vertex-push-warp,730166
rw 05,edge-list,635738,rev-edge-list,608460,vertex-pull,482831,vertex-push,394033,vertex-push-warp,925028
,,,,,,,,,,
com-dblp.ungraph.txt,1,,2,,3,,4,,5,
graph,edge-list,34683500,rev-edge-list,35621800,vertex-pull,19091700,vertex-push,10480800,vertex-push-warp,37879300
ff 50,edge-list,7671510,rev-edge-list,7885760,vertex-pull,6001850,vertex-push,3329420,vertex-push-warp,10823800
ff 30,edge-list,3678410,rev-edge-list,3744660,vertex-pull,3235200,vertex-push,2323850,vertex-push-warp,6338460
ff 15,edge-list,1596930,rev-edge-list,1608830,vertex-pull,1390280,vertex-push,1707750,vertex-push-warp,3013610
ff 05,edge-list,718809,rev-edge-list,679638,vertex-pull,799755,vertex-push,1266800,vertex-push-warp,1162380
re 50,edge-list,11071900,rev-edge-list,11707400,vertex-pull,12228300,vertex-push,6545000,vertex-push-warp,29712000
re 30,edge-list,7468620,rev-edge-list,7672390,vertex-pull,10928000,vertex-push,5585260,vertex-push-warp,26449300
re 15,edge-list,359261,rev-edge-list,333173,vertex-pull,459152,vertex-push,253086,vertex-push-warp,1079120
re 05,edge-list,158242,rev-edge-list,155410,vertex-pull,164657,vertex-push,155360,vertex-push-warp,346470
rw 50,edge-list,12367700,rev-edge-list,12552200,vertex-pull,11464000,vertex-push,6088870,vertex-push-warp,26616500
rw 30,edge-list,8397330,rev-edge-list,8443210,vertex-pull,9217820,vertex-push,4836900,vertex-push-warp,22053800
rw 15,edge-list,6945740,rev-edge-list,6690150,vertex-pull,7771210,vertex-push,4301320,vertex-push-warp,18033300
rw 05,edge-list,641646,rev-edge-list,599722,vertex-pull,459029,vertex-push,402039,vertex-push-warp,944535
,,,,,,,,,,
com-lj.ungraph.txt,1,,2,,3,,4,,5,
graph,edge-list,1044520000,rev-edge-list,1152010000,vertex-pull,432860000,vertex-push,200236000,vertex-push-warp,453016000
ff 50,edge-list,201418000,rev-edge-list,219769000,vertex-pull,143834000,vertex-push,69914500,vertex-push-warp,127292000
ff 30,edge-list,69810400,rev-edge-list,74922400,vertex-pull,63808500,vertex-push,44633700,vertex-push-warp,63381900
ff 15,edge-list,24121600,rev-edge-list,25432900,vertex-pull,32886000,vertex-push,32311200,vertex-push-warp,31707600
ff 05,edge-list,4995130,rev-edge-list,5161200,vertex-pull,10153400,vertex-push,10974900,vertex-push-warp,8936290
re 50,edge-list,214489000,rev-edge-list,252438000,vertex-pull,184315000,vertex-push,88708800,vertex-push-warp,407793000
re 30,edge-list,121507000,rev-edge-list,137365000,vertex-pull,162190000,vertex-push,69329100,vertex-push-warp,365043000
re 15,edge-list,1936930,rev-edge-list,2042220,vertex-pull,3761770,vertex-push,1346110,vertex-push-warp,7804660
re 05,edge-list,603215,rev-edge-list,596775,vertex-pull,1116250,vertex-push,516442,vertex-push-warp,2747960
rw 50,edge-list,186552000,rev-edge-list,207901000,vertex-pull,152460000,vertex-push,71697300,vertex-push-warp,334554000
rw 30,edge-list,161457000,rev-edge-list,171619000,vertex-pull,159593000,vertex-push,70957200,vertex-push-warp,378627000
rw 15,edge-list,61951700,rev-edge-list,63327800,vertex-pull,70814000,vertex-push,33837000,vertex-push-warp,176731000
rw 05,edge-list,50351100,rev-edge-list,50620800,vertex-pull,64249300,vertex-push,30450900,vertex-push-warp,157181000
,,,,,,,,,,
com-youtube.ungraph.txt,1,,2,,3,,4,,5,
graph,edge-list,90338900,rev-edge-list,96388700,vertex-pull,85093800,vertex-push,99424600,vertex-push-warp,119586000
ff 50,edge-list,10851400,rev-edge-list,11497800,vertex-pull,71381200,vertex-push,1892880,vertex-push-warp,10949200
ff 30,edge-list,11027600,rev-edge-list,11607400,vertex-pull,33655400,vertex-push,57052600,vertex-push-warp,15469600
ff 15,edge-list,5590370,rev-edge-list,5803310,vertex-pull,85160900,vertex-push,58922400,vertex-push-warp,10279000
ff 05,edge-list,1231270,rev-edge-list,1230900,vertex-pull,29752400,vertex-push,46518400,vertex-push-warp,4457330
re 50,edge-list,36078100,rev-edge-list,40356700,vertex-pull,38786800,vertex-push,42936100,vertex-push-warp,72132100
re 30,edge-list,18912100,rev-edge-list,20720900,vertex-pull,37015300,vertex-push,19551800,vertex-push-warp,47693800
re 15,edge-list,797237,rev-edge-list,846768,vertex-pull,3323100,vertex-push,440476,vertex-push-warp,2251330
re 05,edge-list,289656,rev-edge-list,283495,vertex-pull,860207,vertex-push,220774,vertex-push-warp,885927
rw 50,edge-list,38841700,rev-edge-list,42019300,vertex-pull,53429900,vertex-push,47171000,vertex-push-warp,73844600
rw 30,edge-list,24551900,rev-edge-list,26023600,vertex-pull,33029800,vertex-push,26823700,vertex-push-warp,53500100
rw 15,edge-list,10752500,rev-edge-list,10989400,vertex-pull,14682800,vertex-push,10894100,vertex-push-warp,25992300
rw 05,edge-list,5149520,rev-edge-list,5002370,vertex-pull,7784100,vertex-push,5659190,vertex-push-warp,13745800
,,,,,,,,,,
email-Enron.txt,1,,2,,3,,4,,5,
graph,edge-list,4423030,rev-edge-list,4578260,vertex-pull,5615400,vertex-push,6336570,vertex-push-warp,4227960
ff 50,edge-list,1157630,rev-edge-list,1185970,vertex-pull,2856510,vertex-push,4806080,vertex-push-warp,1750500
ff 30,edge-list,456771,rev-edge-list,424089,vertex-pull,2556530,vertex-push,2835450,vertex-push-warp,1137000
ff 15,edge-list,260843,rev-edge-list,258430,vertex-pull,1849340,vertex-push,2197300,vertex-push-warp,1026570
ff 05,edge-list,240556,rev-edge-list,238678,vertex-pull,1781000,vertex-push,2164120,vertex-push-warp,801320
re 50,edge-list,1713150,rev-edge-list,1705040,vertex-pull,1957330,vertex-push,2353970,vertex-push-warp,1932480
re 30,edge-list,1174710,rev-edge-list,1127940,vertex-pull,2030170,vertex-push,1418640,vertex-push-warp,1664820
re 15,edge-list,939036,rev-edge-list,803778,vertex-pull,1434540,vertex-push,1162350,vertex-push-warp,1871840
re 05,edge-list,116023,rev-edge-list,102895,vertex-pull,119608,vertex-push,102487,vertex-push-warp,221240
rw 50,edge-list,1763950,rev-edge-list,1742900,vertex-pull,3430410,vertex-push,3011070,vertex-push-warp,2092180
rw 30,edge-list,1625370,rev-edge-list,1537700,vertex-pull,2918330,vertex-push,2244530,vertex-push-warp,2262180
rw 15,edge-list,1192830,rev-edge-list,1011670,vertex-pull,2493670,vertex-push,1786350,vertex-push-warp,2390260
rw 05,edge-list,169674,rev-edge-list,172001,vertex-pull,319271,vertex-push,150381,vertex-push-warp,331743
,,,,,,,,,,
facebook_combined.txt,1,,2,,3,,4,,5,
graph,edge-list,1688910,rev-edge-list,1686120,vertex-pull,2122840,vertex-push,5842830,vertex-push-warp,1602020
ff 50,edge-list,226381,rev-edge-list,201782,vertex-pull,748242,vertex-push,3055470,vertex-push-warp,727095
ff 30,edge-list,222107,rev-edge-list,199886,vertex-pull,250699,vertex-push,2072050,vertex-push-warp,698863
