bfs,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
rw 15,edge-list,983707,rev-edge-list,934208,vertex-pull,2268140,vertex-push,1623920,vertex-push-warp,2161440
rw 05,edge-list,149351,rev-edge-list,137685,vertex-pull,292529,vertex-push,141002,vertex-push-warp,284028
,,,,,,,,,,
facebook_combined.txt,1,,2,,3,,4,,5,
graph,edge-list,1451560,rev-edge-list,1456490,vertex-pull,1894640,vertex-push,5176250,vertex-push-warp,1448790
ff 50,edge-list,185116,rev-edge-list,180983,vertex-pull,672577,vertex-push,2705790,vertex-push-warp,655078
ff 30,edge-list,183220,rev-edge-list,183721,vertex-pull,227681,vertex-push,1843450,vertex-push-warp,620483
ff 15,edge-list,139141,rev-edge-list,139068,vertex-pull,139028,vertex-push,976452,vertex-push-warp,437739
ff 05,edge-list,91813,rev-edge-list,91674,vertex-pull,95434,vertex-push,413127,vertex-push-warp,268381
re 50,edge-list,1672650,rev-edge-list,1559810,vertex-pull,2279770,vertex-push,1817860,vertex-push-warp,3793700
re 30,edge-list,760144,rev-edge-list,817751,vertex-pull,844113,vertex-push,733875,vertex-push-warp,1481100
re 15,edge-list,96406,rev-edge-list,95524,vertex-pull,109888,vertex-push,95826,vertex-push-warp,193164
re 05,edge-list,102775,rev-edge-list,94012,vertex-pull,100545,vertex-push,96497,vertex-push-warp,196209
rw 50,edge-list,730442,rev-edge-list,692898,vertex-pull,1292940,vertex-push,1037680,vertex-push-warp,1702410
rw 30,edge-list,793492,rev-edge-list,715672,vertex-pull,1120850,vertex-push,870588,vertex-push-warp,1718180
rw 15,edge-list,269481,rev-edge-list,260689,vertex-pull,347588,vertex-push,279274,vertex-push-warp,586317
rw 05,edge-list,475362,rev-edge-list,419265,vertex-pull,478929,vertex-push,458309,vertex-push-warp,980611
,,,,,,,,,,
soc-Slashdot0811.txt,1,,2,,3,,4,,5,
graph,edge-list,7040540,rev-edge-list,7618260,vertex-pull,4096180,vertex-push,9335650,vertex-push-warp,5233140
ff 50,edge-list,975267,rev-edge-list,994271,vertex-pull,925865,vertex-push,5071640,vertex-push-warp,1576900
ff 30,edge-list,459751,rev-edge-list,476197,vertex-pull,556284,vertex-push,5064130,vertex-push-warp,1241780
ff 15,edge-list,240842,rev-edge-list,200863,vertex-pull,250840,vertex-push,4809660,vertex-push-warp,960592
ff 05,edge-list,138159,rev-edge-list,136696,vertex-pull,162168,vertex-push,2034070,vertex-push-warp,498707
re 50,edge-list,1501960,rev-edge-list,1560740,vertex-pull,1675660,vertex-push,1830830,vertex-push-warp,3743420
re 30,edge-list,1558180,rev-edge-list,1531220,vertex-pull,1786960,vertex-push,1493960,vertex-push-warp,3516600
re 15,edge-list,165095,rev-edge-list,152625,vertex-pull,219343,vertex-push,140922,vertex-push-warp,306038
re 05,edge-list,157639,rev-edge-list,146751,vertex-pull,159547,vertex-push,136661,vertex-push-warp,291059
rw 50,edge-list,1693930,rev-edge-list,1743260,vertex-pull,1787370,vertex-push,1913700,vertex-push-warp,3633350
rw 30,edge-list,1293400,rev-edge-list,1219700,vertex-pull,1501630,vertex-push,1329970,vertex-push-warp,2816540
rw 15,edge-list,1142200,rev-edge-list,1053240,vertex-pull,1293730,vertex-push,1302820,vertex-push-warp,2379060
rw 05,edge-list,2165140,rev-edge-list,1903290,vertex-pull,2090600,vertex-push,1953450,vertex-push-warp,4137960
,,,,,,,,,,
soc-Slashdot0902.txt,1,,2,,3,,4,,5,
graph,edge-list,8240870,rev-edge-list,8948680,vertex-pull,4272840,vertex-push,10098200,vertex-push-warp,5771340
ff 50,edge-list,1025180,rev-edge-list,1061300,vertex-pull,994818,vertex-push,5149720,vertex-push-warp,1598150
ff 30,edge-list,455049,rev-edge-list,450161,vertex-pull,517974,vertex-push,5107260,vertex-push-warp,1334830
ff 15,edge-list,235927,rev-edge-list,213109,vertex-pull,281137,vertex-push,4696680,vertex-push-warp,980592
ff 05,edge-list,150829,rev-edge-list,132649,vertex-pull,155324,vertex-push,2131370,vertex-push-warp,507971
re 50,edge-list,1551190,rev-edge-list,1677720,vertex-pull,1715050,vertex-push,1848700,vertex-push-warp,3761170
re 30,edge-list,1273700,rev-edge-list,1350310,vertex-pull,1570540,vertex-push,1342260,vertex-push-warp,3074340
re 15,edge-list,323965,rev-edge-list,327299,vertex-pull,484981,vertex-push,270390,vertex-push-warp,605585
re 05,edge-list,110213,rev-edge-list,105202,vertex-pull,112963,vertex-push,90668,vertex-push-warp,192582
rw 50,edge-list,1833980,rev-edge-list,1944610,vertex-pull,1908830,vertex-push,2192020,vertex-push-warp,3947400
rw 30,edge-list,1266740,rev-edge-list,1435410,vertex-pull,1610140,vertex-push,1473190,vertex-push-warp,3243530
rw 15,edge-list,944939,rev-edge-list,995560,vertex-pull,1193240,vertex-push,1152310,vertex-push-warp,2200890
rw 05,edge-list,1876490,rev-edge-list,1952560,vertex-pull,2000970,vertex-push,1914720,vertex-push-warp,3996960
,,,,,,,,,,
wiki-Vote.txt,1,,2,,3,,4,,5,
graph,edge-list,834563,rev-edge-list,917681,vertex-pull,1176900,vertex-push,3399320,vertex-push-warp,944759
ff 50,edge-list,499820,rev-edge-list,533684,vertex-pull,631258,vertex-push,2298850,vertex-push-warp,779932
ff 30,edge-list,299663,rev-edge-list,282427,vertex-pull,415133,vertex-push,2102860,vertex-push-warp,683704
ff 15,edge-list,108481,rev-edge-list,101484,vertex-pull,118763,vertex-push,109243,vertex-push-warp,199376
ff 05,edge-list,110347,rev-edge-list,101643,vertex-pull,98716,vertex-push,98226,vertex-push-warp,192067
re 50,edge-list,564119,rev-edge-list,537402,vertex-pull,702956,vertex-push,1061680,vertex-push-warp,1168830
re 30,edge-list,160178,rev-edge-list,145009,vertex-pull,170397,vertex-push,131499,vertex-push-warp,281337
re 15,edge-list,103258,rev-edge-list,93484,vertex-pull,103148,vertex-push,95835,vertex-push-warp,194447
re 05,edge-list,111153,rev-edge-list,100851,vertex-pull,99126,vertex-push,94461,vertex-push-warp,194441
rw 50,edge-list,637801,rev-edge-list,612574,vertex-pull,813163,vertex-push,770702,vertex-push-warp,1318800
rw 30,edge-list,887941,rev-edge-list,797981,vertex-pull,929239,vertex-push,898983,vertex-push-warp,1722190
rw 15,edge-list,100247,rev-edge-list,99663,vertex-pull,107559,vertex-push,94501,vertex-push-warp,209542
rw 05,edge-list,408970,rev-edge-list,354686,vertex-pull,368691,vertex-push,347386,vertex-push-warp,749101
,,,,,,,,,,
actor-collaboration.edges,1,,2,,3,,4,,5,
graph,edge-list,273126000,rev-edge-list,291020000,vertex-pull,64830200,vertex-push,50086400,vertex-push-warp,38753000
ff 50,edge-list,32455400,rev-edge-list,34993300,vertex-pull,10432100,vertex-push,20124300,vertex-push-warp,10231600
ff 30,edge-list,17234800,rev-edge-list,18706400,vertex-pull,6815170,vertex-push,16010200,vertex-push-warp,6778660
ff 15,edge-list,8287860,rev-edge-list,8960760,vertex-pull,5746040,vertex-push,13110700,vertex-push-warp,4951390
ff 05,edge-list,993255,rev-edge-list,1074340,vertex-pull,3115290,vertex-push,9609870,vertex-push-warp,2861760
re 50,edge-list,15288300,rev-edge-list,16830300,vertex-pull,12432400,vertex-push,7050110,vertex-push-warp,31723000
re 30,edge-list,492162,rev-edge-list,537987,vertex-pull,666048,vertex-push,296470,vertex-push-warp,1335100
re 15,edge-list,227431,rev-edge-list,232316,vertex-pull,308879,vertex-push,170357,vertex-push-warp,693775
re 05,edge-list,330961,rev-edge-list,301823,vertex-pull,313936,vertex-push,292987,vertex-push-warp,668074
rw 50,edge-list,15890100,rev-edge-list,16917300,vertex-pull,11705400,vertex-push,6549430,vertex-push-warp,28128600
rw 30,edge-list,992173,rev-edge-list,1005670,vertex-pull,1085570,vertex-push,418348,vertex-push-warp,1998270
rw 15,edge-list,649338,rev-edge-list,644636,vertex-pull,661474,vertex-push,325822,vertex-push-warp,1375250
rw 05,edge-list,6076050,rev-edge-list,5948880,vertex-pull,4144780,vertex-push,3992050,vertex-push-warp,9032810
,,,,,,,,,,
arenas-jazz.edges,1,,2,,3,,4,,5,
graph,edge-list,269673,rev-edge-list,271213,vertex-pull,431727,vertex-push,768924,vertex-push-warp,835382
ff 50,edge-list,137256,rev-edge-list,134281,vertex-pull,148349,vertex-push,284197,vertex-push-warp,400298
ff 30,edge-list,145662,rev-edge-list,141326,vertex-pull,138891,vertex-push,220654,vertex-push-warp,389259
ff 15,edge-list,147801,rev-edge-list,141335,vertex-pull,139403,vertex-push,200836,vertex-push-warp,348887
ff 05,edge-list,101256,rev-edge-list,98300,vertex-pull,95538,vertex-push,114128,vertex-push-warp,176652
re 50,edge-list,96688,rev-edge-list,98371,vertex-pull,105671,vertex-push,99610,vertex-push-warp,200070
re 30,edge-list,100282,rev-edge-list,98263,vertex-pull,102526,vertex-push,100184,vertex-push-warp,199561
re 15,edge-list,113621,rev-edge-list,98036,vertex-pull,102507,vertex-push,99396,vertex-push-warp,195336
re 05,edge-list,102042,rev-edge-list,98095,vertex-pull,100555,vertex-push,95333,vertex-push-warp,153559
rw 50,edge-list,538641,rev-edge-list,525683,vertex-pull,563775,vertex-push,594741,vertex-push-warp,1214870
rw 30,edge-list,513447,rev-edge-list,490021,vertex-pull,511103,vertex-push,524137,vertex-push-warp,1099920
rw 15,edge-list,100196,rev-edge-list,91690,vertex-pull,103705,vertex-push,99918,vertex-push-warp,191092
rw 05,edge-list,96795,rev-edge-list,94155,vertex-pull,95860,vertex-push,99969,vertex-push-warp,157131
,,,,,,,,,,
as-caida20071105.edges,1,,2,,3,,4,,5,
graph,edge-list,2165090,rev-edge-list,2092290,vertex-pull,4688370,vertex-push,8805670,vertex-push-warp,3663380
ff 50,edge-list,475431,rev-edge-list,421284,vertex-pull,2339310,vertex-push,4972520,vertex-push-warp,1063780
ff 30,edge-list,262622,rev-edge-list,269727,vertex-pull,2206050,vertex-push,4807300,vertex-push-warp,991900
ff 15,edge-list,195127,rev-edge-list,191767,vertex-pull,1864460,vertex-push,4214260,vertex-push-warp,696010
ff 05,edge-list,189396,rev-edge-list,177591,vertex-pull,1000820,vertex-push,1884690,vertex-push-warp,564760
re 50,edge-list,909211,rev-edge-list,871157,vertex-pull,1450240,vertex-push,3271550,vertex-push-warp,1485930
re 30,edge-list,108055,rev-edge-list,100880,vertex-pull,873625,vertex-push,103550,vertex-push-warp,202287
re 15,edge-list,670237,rev-edge-list,578494,vertex-pull,1503780,vertex-push,1605210,vertex-push-warp,1368330
re 05,edge-list,540395,rev-edge-list,430026,vertex-pull,811226,vertex-push,589096,vertex-push-warp,953695
rw 50,edge-list,961300,rev-edge-list,893961,vertex-pull,2577740,vertex-push,3431540,vertex-push-warp,1483380
rw 30,edge-list,110573,rev-edge-list,108065,vertex-pull,1090230,vertex-push,95178,vertex-push-warp,208055
rw 15,edge-list,719749,rev-edge-list,620143,vertex-pull,1297360,vertex-push,1696020,vertex-push-warp,1648080
rw 05,edge-list,896933,rev-edge-list,773352,vertex-pull,1174020,vertex-push,1186570,vertex-push-warp,1809450
,,,,,,,,,,
as-skitter.edges,1,,2,,3,,4,,5,
ff 50,edge-list,43099000,rev-edge-list,45925300,vertex-pull,55403100,vertex-push,82915000,vertex-push-warp,38672700
ff 30,edge-list,20178300,rev-edge-list,21310300,vertex-pull,37362900,vertex-push,65904200,vertex-push-warp,26069600
ff 15,edge-list,3643890,rev-edge-list,3735360,vertex-pull,20675700,vertex-push,40020800,vertex-push-warp,8571460
ff 05,edge-list,1101100,rev-edge-list,1088610,vertex-pull,12664900,vertex-push,22492800,vertex-push-warp,4094930
re 50,edge-list,57732600,rev-edge-list,65142700,vertex-pull,63717800,vertex-push,43280500,vertex-push-warp,110984000
re 30,edge-list,28511700,rev-edge-list,31423400,vertex-pull,38126200,vertex-push,22873100,vertex-push-warp,74712600
re 15,edge-list,1303160,rev-edge-list,1392710,vertex-pull,2605760,vertex-push,781673,vertex-push-warp,4164460
re 05,edge-list,434284,rev-edge-list,449412,vertex-pull,814470,vertex-push,329480,vertex-push-warp,1515630
rw 50,edge-list,55796500,rev-edge-list,60388200,vertex-pull,49542500,vertex-push,36451300,vertex-push-warp,99475200
rw 30,edge-list,59116600,rev-edge-list,62115600,vertex-pull,54146900,vertex-push,29246300,vertex-push-warp,122598000
rw 15,edge-list,18514600,rev-edge-list,18833500,vertex-pull,21137400,vertex-push,12879300,vertex-push-warp,44911100
rw 05,edge-list,628108,rev-edge-list,611335,vertex-pull,958152,vertex-push,324940,vertex-push-warp,1516030
,,,,,,,,,,
ca-AstroPh.edges,1,,2,,3,,4,,5,
graph,edge-list,4056920,rev-edge-list,4166280,vertex-pull,1592760,vertex-push,2876890,vertex-push-warp,2089240
ff 50,edge-list,632813,rev-edge-list,623810,vertex-pull,755528,vertex-push,1676500,vertex-push-warp,940514
ff 15,edge-list,220485,rev-edge-list,190885,vertex-pull,450543,vertex-push,1129040,vertex-push-warp,712206
ff 05,edge-list,163523,rev-edge-list,139126,vertex-pull,135257,vertex-push,583888,vertex-push-warp,462991
re 50,edge-list,1348900,rev-edge-list,1155290,vertex-pull,1194990,vertex-push,1291290,vertex-push-warp,2370340
re 30,edge-list,1224650,rev-edge-list,1067730,vertex-pull,1197720,vertex-push,1252340,vertex-push-warp,2548070
re 15,edge-list,157039,rev-edge-list,135277,vertex-pull,149340,vertex-push,141316,vertex-push-warp,291240
re 05,edge-list,112195,rev-edge-list,95221,vertex-pull,101513,vertex-push,97368,vertex-push-warp,192072
rw 50,edge-list,1111020,rev-edge-list,1053690,vertex-pull,1084900,vertex-push,1120440,vertex-push-warp,2047950
rw 30,edge-list,1280810,rev-edge-list,1127820,vertex-pull,1484300,vertex-push,1310540,vertex-push-warp,2565930
rw 15,edge-list,1694280,rev-edge-list,1418530,vertex-pull,1622780,vertex-push,1628200,vertex-push-warp,3359550
rw 05,edge-list,165748,rev-edge-list,133663,vertex-pull,148533,vertex-push,137069,vertex-push-warp,299671
,,,,,,,,,,
ca-cit-HepPh.edges,1,,2,,3,,4,,5,
graph,edge-list,34658900,rev-edge-list,36792000,vertex-pull,9857070,vertex-push,22537000,vertex-push-warp,6037850
ff 50,edge-list,797778,rev-edge-list,810119,vertex-pull,2611870,vertex-push,9280610,vertex-push-warp,2235600
ff 30,edge-list,298726,rev-edge-list,284237,vertex-pull,169725,vertex-push,4901710,vertex-push-warp,1170190
ff 15,edge-list,161772,rev-edge-list,163744,vertex-pull,152525,vertex-push,2759200,vertex-push-warp,835494
ff 05,edge-list,156996,rev-edge-list,138765,vertex-pull,141971,vertex-push,1764690,vertex-push-warp,529390
re 50,edge-list,1401790,rev-edge-list,1536360,vertex-pull,1002220,vertex-push,1078660,vertex-push-warp,1926010
re 30,edge-list,2017950,rev-edge-list,1832570,vertex-pull,2140420,vertex-push,2034370,vertex-push-warp,4006430
re 15,edge-list,108040,rev-edge-list,92977,vertex-pull,104610,vertex-push,97504,vertex-push-warp,199118
re 05,edge-list,104725,rev-edge-list,96128,vertex-pull,97063,vertex-push,92701,vertex-push-warp,193450
rw 50,edge-list,1129050,rev-edge-list,1161980,vertex-pull,884932,vertex-push,970802,vertex-push-warp,1614020
rw 30,edge-list,1195400,rev-edge-list,1174960,vertex-pull,1266760,vertex-push,1299120,vertex-push-warp,2508410
rw 15,edge-list,141616,rev-edge-list,141448,vertex-pull,165751,vertex-push,141122,vertex-push-warp,289511
rw 05,edge-list,4281010,rev-edge-list,3942690,vertex-pull,4256870,vertex-push,4187840,vertex-push-warp,8728770
,,,,,,,,,,
ca-cit-HepTh.edges,1,,2,,3,,4,,5,
graph,edge-list,31302900,rev-edge-list,33491700,vertex-pull,11727600,vertex-push,32478000,vertex-push-warp,8010510
ff 50,edge-list,979972,rev-edge-list,1057660,vertex-pull,3456820,vertex-push,14809200,vertex-push-warp,3251510
ff 30,edge-list,173694,rev-edge-list,184642,vertex-pull,139799,vertex-push,7632150,vertex-push-warp,1082710
ff 15,edge-list,151763,rev-edge-list,141753,vertex-pull,139813,vertex-push,4390280,vertex-push-warp,616346
ff 05,edge-list,146037,rev-edge-list,135724,vertex-pull,136936,vertex-push,1652410,vertex-push-warp,487796
re 50,edge-list,1181940,rev-edge-list,1167730,vertex-pull,887372,vertex-push,1048410,vertex-push-warp,1563560
re 30,edge-list,924900,rev-edge-list,827301,vertex-pull,1015690,vertex-push,1049770,vertex-push-warp,1851020
re 15,edge-list,109664,rev-edge-list,96878,vertex-pull,118766,vertex-push,96366,vertex-push-warp,194397
re 05,edge-list,104068,rev-edge-list,96277,vertex-pull,100084,vertex-push,92700,vertex-push-warp,195950
rw 50,edge-list,1213440,rev-edge-list,1233540,vertex-pull,1121490,vertex-push,1198340,vertex-push-warp,1690210
rw 30,edge-list,1309810,rev-edge-list,1230490,vertex-pull,1454340,vertex-push,1406630,vertex-push-warp,2669260
rw 15,edge-list,1367140,rev-edge-list,1250870,vertex-pull,1499020,vertex-push,1452680,vertex-push-warp,2863550
rw 05,edge-list,155564,rev-edge-list,138806,vertex-pull,149015,vertex-push,135242,vertex-push-warp,289270
,,,,,,,,,,
cfinder-google.edges,1,,2,,3,,4,,5,
graph,edge-list,2961050,rev-edge-list,3069280,vertex-pull,12699600,vertex-push,6094340,vertex-push-warp,2433360
ff 50,edge-list,802087,rev-edge-list,745743,vertex-pull,3790790,vertex-push,3491410,vertex-push-warp,1266550
ff 30,edge-list,338784,rev-edge-list,332111,vertex-pull,1398240,vertex-push,1789680,vertex-push-warp,938896
ff 15,edge-list,294839,rev-edge-list,268785,vertex-pull,665778,vertex-push,1441920,vertex-push-warp,779674
ff 05,edge-list,231827,rev-edge-list,217202,vertex-pull,339535,vertex-push,863361,vertex-push-warp,616676
re 50,edge-list,210033,rev-edge-list,186007,vertex-pull,2833170,vertex-push,193325,vertex-push-warp,399239
re 30,edge-list,109710,rev-edge-list,91954,vertex-pull,449999,vertex-push,100607,vertex-push-warp,194386
re 15,edge-list,105683,rev-edge-list,90680,vertex-pull,322062,vertex-push,101087,vertex-push-warp,196354
rw 50,edge-list,695745,rev-edge-list,595619,vertex-pull,1673470,vertex-push,1175540,vertex-push-warp,1650280
rw 30,edge-list,713637,rev-edge-list,625001,vertex-pull,1234470,vertex-push,1058670,vertex-push-warp,1643500
rw 15,edge-list,452711,rev-edge-list,388750,vertex-pull,627981,vertex-push,629025,vertex-push-warp,1052590
rw 05,edge-list,582220,rev-edge-list,482585,vertex-pull,573131,vertex-push,594830,vertex-push-warp,1208860
,,,,,,,,,,
chess.edges,1,,2,,3,,4,,5,
graph,edge-list,945048,rev-edge-list,914892,vertex-pull,778929,vertex-push,1148360,vertex-push-warp,1441060
ff 50,edge-list,277959,rev-edge-list,254396,vertex-pull,408303,vertex-push,596407,vertex-push-warp,736536
ff 30,edge-list,249105,rev-edge-list,222407,vertex-pull,281245,vertex-push,561838,vertex-push-warp,636320
ff 15,edge-list,207387,rev-edge-list,181658,vertex-pull,198730,vertex-push,389030,vertex-push-warp,531138
ff 05,edge-list,199812,rev-edge-list,179026,vertex-pull,187726,vertex-push,342026,vertex-push-warp,469271
re 50,edge-list,729905,rev-edge-list,652681,vertex-pull,750624,vertex-push,792423,vertex-push-warp,1544740
re 30,edge-list,1074960,rev-edge-list,936348,vertex-pull,1050330,vertex-push,1020760,vertex-push-warp,2098680
re 15,edge-list,107062,rev-edge-list,93703,vertex-pull,102447,vertex-push,94619,vertex-push-warp,190709
re 05,edge-list,101747,rev-edge-list,95931,vertex-pull,99818,vertex-push,95457,vertex-push-warp,191212
rw 50,edge-list,816172,rev-edge-list,757715,vertex-pull,838216,vertex-push,853424,vertex-push-warp,1784970
rw 30,edge-list,1027990,rev-edge-list,945432,vertex-pull,1027240,vertex-push,1033320,vertex-push-warp,2191320
rw 15,edge-list,1858670,rev-edge-list,1696140,vertex-pull,1807460,vertex-push,1751720,vertex-push-warp,3771000
rw 05,edge-list,104741,rev-edge-list,91051,vertex-pull,95968,vertex-push,95242,vertex-push-warp,191427
,,,,,,,,,,
com-amazon.edges,1,,2,,3,,4,,5,
graph,edge-list,58497400,rev-edge-list,59363400,vertex-pull,32399500,vertex-push,16751100,vertex-push-warp,69412900
ff 50,edge-list,9749820,rev-edge-list,9918720,vertex-pull,10267700,vertex-push,4643430,vertex-push-warp,14201000
ff 30,edge-list,5118240,rev-edge-list,5208700,vertex-pull,5705640,vertex-push,2988320,vertex-push-warp,8973470
ff 05,edge-list,854019,rev-edge-list,779581,vertex-pull,1543090,vertex-push,1497380,vertex-push-warp,1519200
re 50,edge-list,891161,rev-edge-list,916352,vertex-pull,1266120,vertex-push,550981,vertex-push-warp,2726720
re 30,edge-list,661213,rev-edge-list,648019,vertex-pull,1017640,vertex-push,525383,vertex-push-warp,2341850
re 15,edge-list,183754,rev-edge-list,171169,vertex-pull,278431,vertex-push,164505,vertex-push-warp,672783
re 05,edge-list,119198,rev-edge-list,103045,vertex-pull,105174,vertex-push,100557,vertex-push-warp,225472
rw 50,edge-list,23897100,rev-edge-list,24115300,vertex-pull,23586300,vertex-push,12246100,vertex-push-warp,53903600
rw 30,edge-list,490482,rev-edge-list,483592,vertex-pull,611117,vertex-push,271798,vertex-push-warp,1175690
rw 15,edge-list,862978,rev-edge-list,810341,vertex-pull,991345,vertex-push,468882,vertex-push-warp,1998630
rw 05,edge-list,250856,rev-edge-list,220133,vertex-pull,168931,vertex-push,145220,vertex-push-warp,331946
,,,,,,,,,,
com-dblp.edges,1,,2,,3,,4,,5,
graph,edge-list,29238900,rev-edge-list,30017200,vertex-pull,14528300,vertex-push,7941720,vertex-push-warp,30363600
ff 50,edge-list,5749510,rev-edge-list,5926570,vertex-pull,4516820,vertex-push,2698840,vertex-push-warp,8080790
ff 30,edge-list,3145920,rev-edge-list,3196380,vertex-pull,2602720,vertex-push,2107230,vertex-push-warp,5324490
ff 15,edge-list,1369510,rev-edge-list,1382180,vertex-pull,1239470,vertex-push,1551700,vertex-push-warp,2785730
ff 05,edge-list,563472,rev-edge-list,540450,vertex-pull,785675,vertex-push,1206470,vertex-push-warp,1101770
re 50,edge-list,678611,rev-edge-list,708273,vertex-pull,916483,vertex-push,361746,vertex-push-warp,1816970
re 30,edge-list,365045,rev-edge-list,360617,vertex-pull,513017,vertex-push,268707,vertex-push-warp,1173570
re 15,edge-list,191366,rev-edge-list,182318,vertex-pull,288073,vertex-push,157538,vertex-push-warp,670351
re 05,edge-list,115533,rev-edge-list,101075,vertex-pull,104286,vertex-push,99808,vertex-push-warp,222051
rw 50,edge-list,11969100,rev-edge-list,12219100,vertex-pull,10427400,vertex-push,5842080,vertex-push-warp,25534400
rw 30,edge-list,7702000,rev-edge-list,7773970,vertex-pull,7907380,vertex-push,4658460,vertex-push-warp,19378000
rw 15,edge-list,5801010,rev-edge-list,5582510,vertex-pull,6121370,vertex-push,3554440,vertex-push-warp,14584200
rw 05,edge-list,3550380,rev-edge-list,3171970,vertex-pull,3230030,vertex-push,3007660,vertex-push-warp,6620700
,,,,,,,,,,
com-youtube.edges,1,,2,,3,,4,,5,
graph,edge-list,76588500,rev-edge-list,81448600,vertex-pull,69578100,vertex-push,87295700,vertex-push-warp,94554300
ff 50,edge-list,15984600,rev-edge-list,16963600,vertex-pull,33410100,vertex-push,55266800,vertex-push-warp,21322100
ff 30,edge-list,8403540,rev-edge-list,8850270,vertex-pull,28642000,vertex-push,49124900,vertex-push-warp,13029500
ff 15,edge-list,3427120,rev-edge-list,3518310,vertex-pull,24178400,vertex-push,44742200,vertex-push-warp,7959180
ff 05,edge-list,820206,rev-edge-list,835560,vertex-pull,9919010,vertex-push,20432300,vertex-push-warp,3050580
re 50,edge-list,4958010,rev-edge-list,5539330,vertex-pull,27295900,vertex-push,1611740,vertex-push-warp,8974360
re 30,edge-list,13850200,rev-edge-list,15154600,vertex-pull,19993500,vertex-push,19579500,vertex-push-warp,34584600
re 15,edge-list,673299,rev-edge-list,718561,vertex-pull,2978050,vertex-push,387527,vertex-push-warp,1976700
re 05,edge-list,4301250,rev-edge-list,4306210,vertex-pull,7694860,vertex-push,4432220,vertex-push-warp,13384600
rw 50,edge-list,29395700,rev-edge-list,31837100,vertex-pull,37721000,vertex-push,32883500,vertex-push-warp,54399400
rw 15,edge-list,10044700,rev-edge-list,10299300,vertex-pull,18005100,vertex-push,11550100,vertex-push-warp,24658000
rw 05,edge-list,755984,rev-edge-list,728104,vertex-pull,2796450,vertex-push,407540,vertex-push-warp,1716790
,,,,,,,,,,
contiguous-usa.edges,1,,2,,3,,4,,5,
graph,edge-list,425447,rev-edge-list,392045,vertex-pull,429013,vertex-push,467306,vertex-push-warp,903288
ff 50,edge-list,229516,rev-edge-list,223647,vertex-pull,231579,vertex-push,254982,vertex-push-warp,498292
ff 30,edge-list,185813,rev-edge-list,186245,vertex-pull,180673,vertex-push,201974,vertex-push-warp,347130
ff 15,edge-list,149020,rev-edge-list,141973,vertex-pull,139293,vertex-push,154500,vertex-push-warp,231050
ff 05,edge-list,101603,rev-edge-list,98422,vertex-pull,95929,vertex-push,102252,vertex-push-warp,150848
re 50,edge-list,96812,rev-edge-list,94182,vertex-pull,96057,vertex-push,100593,vertex-push-warp,184009
re 30,edge-list,185650,rev-edge-list,186601,vertex-pull,183870,vertex-push,185062,vertex-push-warp,322070
re 15,edge-list,101157,rev-edge-list,98325,vertex-pull,98317,vertex-push,95112,vertex-push-warp,153561
re 05,edge-list,98723,rev-edge-list,98448,vertex-pull,98354,vertex-push,99553,vertex-push-warp,147078
rw 50,edge-list,410023,rev-edge-list,404917,vertex-pull,430157,vertex-push,431116,vertex-push-warp,811157
rw 30,edge-list,100990,rev-edge-list,97995,vertex-pull,105779,vertex-push,99173,vertex-push-warp,167312
rw 15,edge-list,102208,rev-edge-list,94344,vertex-pull,100988,vertex-push,99752,vertex-push-warp,153560
rw 05,edge-list,100749,rev-edge-list,94892,vertex-pull,94443,vertex-push,99068,vertex-push-warp,142935
,,,,,,,,,,
dblp_coauthor.edges,1,,2,,3,,4,,5,
graph,edge-list,132609000,rev-edge-list,139397000,vertex-pull,62469200,vertex-push,34804500,vertex-push-warp,113341000
ff 50,edge-list,25403200,rev-edge-list,26884900,vertex-pull,17247800,vertex-push,10356900,vertex-push-warp,27557800
ff 30,edge-list,12688900,rev-edge-list,13338100,vertex-pull,9087190,vertex-push,6184150,vertex-push-warp,16716800
ff 15,edge-list,4345290,rev-edge-list,4508440,vertex-pull,3701120,vertex-push,4420760,vertex-push-warp,7364230
ff 05,edge-list,1312020,rev-edge-list,1359280,vertex-pull,2647240,vertex-push,4053080,vertex-push-warp,2867860
re 50,edge-list,33869800,rev-edge-list,37532100,vertex-pull,35468000,vertex-push,18226200,vertex-push-warp,86827500
re 30,edge-list,1904250,rev-edge-list,2006590,vertex-pull,3159050,vertex-push,1153680,vertex-push-warp,6324280
re 15,edge-list,561732,rev-edge-list,553936,vertex-pull,924417,vertex-push,426028,vertex-push-warp,2139840
re 05,edge-list,228371,rev-edge-list,224112,vertex-pull,339756,vertex-push,206206,vertex-push-warp,828673
rw 50,edge-list,42354800,rev-edge-list,44901000,vertex-pull,35759100,vertex-push,18614600,vertex-push-warp,85160000
rw 30,edge-list,26851100,rev-edge-list,27505000,vertex-pull,26404900,vertex-push,13753400,vertex-push-warp,65685500
rw 15,edge-list,1255630,rev-edge-list,1232610,vertex-pull,1610900,vertex-push,629868,vertex-push-warp,3197180
rw 05,edge-list,1052910,rev-edge-list,998119,vertex-pull,1330160,vertex-push,700640,vertex-push-warp,2881580
,,,,,,,,,,
digg-friends.edges,1,,2,,3,,4,,5,
graph,edge-list,20984500,rev-edge-list,22791200,vertex-pull,30690700,vertex-push,13776100,vertex-push-warp,22929200
