bfs,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
ff 30,edge-list,3659710,rev-edge-list,3984500,vertex-pull,3582000,vertex-push,4916450,vertex-push-warp,4137920
ff 15,edge-list,1339610,rev-edge-list,1433930,vertex-pull,1531410,vertex-push,3067660,vertex-push-warp,1974690
ff 05,edge-list,424542,rev-edge-list,482766,vertex-pull,644919,vertex-push,2991260,vertex-push-warp,1240290
re 50,edge-list,5981250,rev-edge-list,6480200,vertex-pull,7598460,vertex-push,4474930,vertex-push-warp,10886100
re 30,edge-list,2837820,rev-edge-list,3102400,vertex-pull,4808530,vertex-push,2355330,vertex-push-warp,6556420
re 15,edge-list,218537,rev-edge-list,239220,vertex-pull,994970,vertex-push,159381,vertex-push-warp,532745
re 05,edge-list,167217,rev-edge-list,166396,vertex-pull,402909,vertex-push,156258,vertex-push-warp,315171
rw 50,edge-list,4457980,rev-edge-list,4824970,vertex-pull,17572100,vertex-push,3822020,vertex-push-warp,14473600
rw 30,edge-list,2226040,rev-edge-list,2280190,vertex-pull,8621320,vertex-push,2152620,vertex-push-warp,8238310
rw 15,edge-list,404521,rev-edge-list,398404,vertex-pull,4290820,vertex-push,387834,vertex-push-warp,1310380
rw 05,edge-list,161334,rev-edge-list,175935,vertex-pull,814949,vertex-push,146963,vertex-push-warp,312319
,,,,,,,,,,
dolphins.edges,1,,2,,3,,4,,5,
graph,edge-list,370915,rev-edge-list,371647,vertex-pull,345631,vertex-push,383496,vertex-push-warp,739238
ff 50,edge-list,210641,rev-edge-list,226431,vertex-pull,186668,vertex-push,215570,vertex-push-warp,437242
ff 30,edge-list,159362,rev-edge-list,172069,vertex-pull,136455,vertex-push,166024,vertex-push-warp,291242
ff 15,edge-list,169530,rev-edge-list,174425,vertex-pull,139233,vertex-push,153876,vertex-push-warp,245567
ff 05,edge-list,114991,rev-edge-list,113949,vertex-pull,96523,vertex-push,103865,vertex-push-warp,154679
re 50,edge-list,163949,rev-edge-list,160697,vertex-pull,143420,vertex-push,146140,vertex-push-warp,293645
re 30,edge-list,165258,rev-edge-list,160163,vertex-pull,148327,vertex-push,144824,vertex-push-warp,259900
re 15,edge-list,105882,rev-edge-list,114152,vertex-pull,100395,vertex-push,99087,vertex-push-warp,159130
re 05,edge-list,106353,rev-edge-list,113332,vertex-pull,98324,vertex-push,99087,vertex-push-warp,142946
rw 50,edge-list,375634,rev-edge-list,356153,vertex-pull,338215,vertex-push,339627,vertex-push-warp,694182
rw 30,edge-list,429348,rev-edge-list,413667,vertex-pull,368154,vertex-push,385690,vertex-push-warp,685558
rw 15,edge-list,107256,rev-edge-list,113007,vertex-pull,99840,vertex-push,95423,vertex-push-warp,155615
rw 05,edge-list,107561,rev-edge-list,114054,vertex-pull,93629,vertex-push,94932,vertex-push-warp,142226
,,,,,,,,,,
douban.edges,1,,2,,3,,4,,5,
graph,edge-list,4599450,rev-edge-list,4820810,vertex-pull,3821170,vertex-push,3035690,vertex-push-warp,8549240
ff 50,edge-list,1891340,rev-edge-list,1982160,vertex-pull,1392930,vertex-push,1796670,vertex-push-warp,3520800
ff 30,edge-list,1139900,rev-edge-list,1183610,vertex-pull,999414,vertex-push,1559970,vertex-push-warp,2340180
ff 15,edge-list,601938,rev-edge-list,622710,vertex-pull,705518,vertex-push,1342920,vertex-push-warp,1336760
ff 05,edge-list,237681,rev-edge-list,236320,vertex-pull,355418,vertex-push,780047,vertex-push-warp,706390
re 50,edge-list,3255230,rev-edge-list,3561030,vertex-pull,3090960,vertex-push,1815160,vertex-push-warp,6801620
re 30,edge-list,2331270,rev-edge-list,2459700,vertex-pull,2358070,vertex-push,1457160,vertex-push-warp,5632360
re 15,edge-list,498722,rev-edge-list,530163,vertex-pull,555941,vertex-push,299515,vertex-push-warp,1107440
re 05,edge-list,107151,rev-edge-list,104494,vertex-pull,104897,vertex-push,98442,vertex-push-warp,216205
rw 50,edge-list,2890950,rev-edge-list,3082680,vertex-pull,2537270,vertex-push,1704500,vertex-push-warp,5942080
rw 30,edge-list,2073080,rev-edge-list,2114770,vertex-pull,2034880,vertex-push,1324740,vertex-push-warp,4681980
rw 15,edge-list,1679480,rev-edge-list,1578300,vertex-pull,1710740,vertex-push,1199250,vertex-push-warp,3611810
rw 05,edge-list,2339920,rev-edge-list,2128860,vertex-pull,2733140,vertex-push,2312800,vertex-push-warp,4691470
,,,,,,,,,,
ego-gplus.edges,1,,2,,3,,4,,5,
graph,edge-list,690862,rev-edge-list,637740,vertex-pull,631056,vertex-push,11840400,vertex-push-warp,1832140
ff 50,edge-list,459673,rev-edge-list,413434,vertex-pull,389863,vertex-push,8529660,vertex-push-warp,1223140
ff 30,edge-list,328292,rev-edge-list,289725,vertex-pull,292748,vertex-push,6454020,vertex-push-warp,920608
ff 15,edge-list,208775,rev-edge-list,185190,vertex-pull,180976,vertex-push,3131390,vertex-push-warp,563649
ff 05,edge-list,218155,rev-edge-list,216331,vertex-pull,176532,vertex-push,1475060,vertex-push-warp,489663
re 50,edge-list,391469,rev-edge-list,358346,vertex-pull,358715,vertex-push,3951400,vertex-push-warp,949944
re 30,edge-list,164044,rev-edge-list,140706,vertex-pull,159754,vertex-push,317107,vertex-push-warp,335382
re 15,edge-list,259222,rev-edge-list,228628,vertex-pull,238661,vertex-push,371012,vertex-push-warp,535729
re 05,edge-list,112061,rev-edge-list,100331,vertex-pull,99424,vertex-push,106209,vertex-push-warp,199126
rw 50,edge-list,222260,rev-edge-list,205812,vertex-pull,234417,vertex-push,902215,vertex-push-warp,500601
rw 30,edge-list,356263,rev-edge-list,340504,vertex-pull,341741,vertex-push,1222810,vertex-push-warp,869571
rw 15,edge-list,420498,rev-edge-list,361336,vertex-pull,377456,vertex-push,711709,vertex-push-warp,889278
rw 05,edge-list,103194,rev-edge-list,100569,vertex-pull,99915,vertex-push,111065,vertex-push-warp,199869
,,,,,,,,,,
ego-twitter.edges,1,,2,,3,,4,,5,
graph,edge-list,591152,rev-edge-list,530569,vertex-pull,698624,vertex-push,1008760,vertex-push-warp,1370720
ff 50,edge-list,394313,rev-edge-list,345118,vertex-pull,413881,vertex-push,755847,vertex-push-warp,817117
ff 30,edge-list,394469,rev-edge-list,368264,vertex-pull,439656,vertex-push,853709,vertex-push-warp,905102
ff 15,edge-list,413584,rev-edge-list,382164,vertex-pull,427532,vertex-push,990826,vertex-push-warp,915380
ff 05,edge-list,547099,rev-edge-list,496526,vertex-pull,510228,vertex-push,1251590,vertex-push-warp,1222180
re 50,edge-list,216804,rev-edge-list,215943,vertex-pull,233351,vertex-push,276115,vertex-push-warp,454845
re 30,edge-list,156192,rev-edge-list,140386,vertex-pull,174355,vertex-push,166008,vertex-push-warp,312376
re 15,edge-list,155029,rev-edge-list,147441,vertex-pull,148480,vertex-push,147265,vertex-push-warp,292866
re 05,edge-list,100460,rev-edge-list,100237,vertex-pull,96011,vertex-push,93749,vertex-push-warp,190883
rw 50,edge-list,451095,rev-edge-list,403253,vertex-pull,505637,vertex-push,617658,vertex-push-warp,921920
rw 30,edge-list,296306,rev-edge-list,275911,vertex-pull,333642,vertex-push,356248,vertex-push-warp,627785
rw 15,edge-list,250010,rev-edge-list,231047,vertex-pull,242154,vertex-push,252818,vertex-push-warp,492945
rw 05,edge-list,105702,rev-edge-list,100549,vertex-pull,98243,vertex-push,96647,vertex-push-warp,192716
,,,,,,,,,,
elec.edges,1,,2,,3,,4,,5,
graph,edge-list,846546,rev-edge-list,910200,vertex-pull,1160510,vertex-push,3207050,vertex-push-warp,917920
ff 50,edge-list,526034,rev-edge-list,518227,vertex-pull,677528,vertex-push,2336590,vertex-push-warp,831986
ff 30,edge-list,284988,rev-edge-list,280530,vertex-pull,426400,vertex-push,1724330,vertex-push-warp,677110
ff 15,edge-list,204820,rev-edge-list,183843,vertex-pull,214871,vertex-push,711355,vertex-push-warp,488604
ff 05,edge-list,194301,rev-edge-list,185121,vertex-pull,183863,vertex-push,479946,vertex-push-warp,455247
re 50,edge-list,578673,rev-edge-list,527268,vertex-pull,708480,vertex-push,1010690,vertex-push-warp,1137720
re 30,edge-list,109499,rev-edge-list,101376,vertex-pull,121505,vertex-push,95576,vertex-push-warp,197133
re 15,edge-list,109536,rev-edge-list,100561,vertex-pull,103842,vertex-push,97329,vertex-push-warp,194004
re 05,edge-list,111687,rev-edge-list,101421,vertex-pull,100008,vertex-push,96032,vertex-push-warp,191562
rw 50,edge-list,1025060,rev-edge-list,959049,vertex-pull,1331130,vertex-push,1139660,vertex-push-warp,2069070
rw 30,edge-list,1022690,rev-edge-list,943737,vertex-pull,1109680,vertex-push,997244,vertex-push-warp,1945390
rw 15,edge-list,210615,rev-edge-list,182973,vertex-pull,204450,vertex-push,179479,vertex-push-warp,377606
rw 05,edge-list,108541,rev-edge-list,101171,vertex-pull,95772,vertex-push,95130,vertex-push-warp,195387
,,,,,,,,,,
enron.edges,1,,2,,3,,4,,5,
graph,edge-list,5395430,rev-edge-list,5644660,vertex-pull,6638620,vertex-push,9229820,vertex-push-warp,8840360
ff 50,edge-list,1661180,rev-edge-list,1808760,vertex-pull,1348050,vertex-push,6550600,vertex-push-warp,2713370
ff 30,edge-list,1031830,rev-edge-list,1066160,vertex-pull,877106,vertex-push,4054240,vertex-push-warp,1588990
ff 15,edge-list,516454,rev-edge-list,504534,vertex-pull,463281,vertex-push,4491020,vertex-push-warp,1096990
ff 05,edge-list,292655,rev-edge-list,278993,vertex-pull,330412,vertex-push,2226960,vertex-push-warp,938230
re 50,edge-list,1470380,rev-edge-list,1532530,vertex-pull,2293970,vertex-push,3649370,vertex-push-warp,3044820
re 30,edge-list,823996,rev-edge-list,833785,vertex-pull,1269440,vertex-push,1667830,vertex-push-warp,1899480
re 15,edge-list,853868,rev-edge-list,930185,vertex-pull,1692940,vertex-push,1404510,vertex-push-warp,1857360
re 05,edge-list,166183,rev-edge-list,165336,vertex-pull,179796,vertex-push,138740,vertex-push-warp,286966
rw 50,edge-list,1502300,rev-edge-list,1583670,vertex-pull,3618930,vertex-push,4429540,vertex-push-warp,2812150
rw 30,edge-list,875930,rev-edge-list,893048,vertex-pull,8622420,vertex-push,2219640,vertex-push-warp,2093630
rw 15,edge-list,548865,rev-edge-list,558938,vertex-pull,2287470,vertex-push,1200760,vertex-push-warp,1266470
rw 05,edge-list,892734,rev-edge-list,833345,vertex-pull,2547750,vertex-push,1085330,vertex-push-warp,1859660
,,,,,,,,,,
facebook-wosn-links.edges,1,,2,,3,,4,,5,
graph,edge-list,16898700,rev-edge-list,18258300,vertex-pull,4200040,vertex-push,6728470,vertex-push-warp,6074950
ff 50,edge-list,1712040,rev-edge-list,1800840,vertex-pull,1921140,vertex-push,4066750,vertex-push-warp,1785570
ff 30,edge-list,773058,rev-edge-list,783523,vertex-pull,1789220,vertex-push,3070010,vertex-push-warp,1358510
ff 05,edge-list,227310,rev-edge-list,208031,vertex-pull,751440,vertex-push,2116820,vertex-push-warp,656745
re 50,edge-list,2664860,rev-edge-list,2795930,vertex-pull,1706750,vertex-push,1671330,vertex-push-warp,4105970
re 30,edge-list,2491860,rev-edge-list,2408170,vertex-pull,1858730,vertex-push,1663950,vertex-push-warp,3461750
re 15,edge-list,212436,rev-edge-list,196410,vertex-pull,229188,vertex-push,209407,vertex-push-warp,395509
re 05,edge-list,111894,rev-edge-list,95910,vertex-pull,99534,vertex-push,98573,vertex-push-warp,198149
rw 50,edge-list,2611330,rev-edge-list,2688380,vertex-pull,1624450,vertex-push,1588560,vertex-push-warp,3946350
rw 30,edge-list,2118140,rev-edge-list,1979870,vertex-pull,1402880,vertex-push,1434340,vertex-push-warp,2869150
rw 15,edge-list,2348240,rev-edge-list,2219610,vertex-pull,2312490,vertex-push,2190070,vertex-push-warp,4526700
rw 05,edge-list,1379210,rev-edge-list,1219150,vertex-pull,1464820,vertex-push,1194480,vertex-push-warp,2521730
,,,,,,,,,,
flickrEdges.edges,1,,2,,3,,4,,5,
graph,edge-list,29959600,rev-edge-list,32097100,vertex-pull,16477000,vertex-push,23512500,vertex-push-warp,8171540
ff 50,edge-list,17791200,rev-edge-list,19084900,vertex-pull,10926400,vertex-push,17704800,vertex-push-warp,5953770
ff 30,edge-list,9279420,rev-edge-list,9931340,vertex-pull,7884560,vertex-push,14395700,vertex-push-warp,3975950
ff 15,edge-list,7485720,rev-edge-list,8069740,vertex-pull,6825270,vertex-push,12392500,vertex-push-warp,3430670
ff 05,edge-list,1761270,rev-edge-list,1892940,vertex-pull,1501910,vertex-push,5446630,vertex-push-warp,2398840
re 50,edge-list,11113500,rev-edge-list,12231400,vertex-pull,7226020,vertex-push,4763710,vertex-push-warp,11517200
re 30,edge-list,2313480,rev-edge-list,2392790,vertex-pull,2519380,vertex-push,1379160,vertex-push-warp,3159500
re 15,edge-list,2223060,rev-edge-list,2152420,vertex-pull,2138540,vertex-push,1557090,vertex-push-warp,3140690
re 05,edge-list,156704,rev-edge-list,140576,vertex-pull,149234,vertex-push,138791,vertex-push-warp,291013
rw 50,edge-list,3861800,rev-edge-list,3892510,vertex-pull,5469500,vertex-push,4037450,vertex-push-warp,8131010
rw 30,edge-list,4272720,rev-edge-list,4076330,vertex-pull,8044740,vertex-push,3906820,vertex-push-warp,7679820
rw 15,edge-list,6276090,rev-edge-list,5973520,vertex-pull,8979560,vertex-push,4656340,vertex-push-warp,8942100
rw 05,edge-list,857836,rev-edge-list,696582,vertex-pull,1405210,vertex-push,713395,vertex-push-warp,1513290
,,,,,,,,,,
flickr-growth.edges,1,,2,,3,,4,,5,
graph,edge-list,449305000,rev-edge-list,491266000,vertex-pull,185744000,vertex-push,154188000,vertex-push-warp,220993000
ff 50,edge-list,108609000,rev-edge-list,118983000,vertex-pull,92150400,vertex-push,81107600,vertex-push-warp,57029200
ff 30,edge-list,47205700,rev-edge-list,51653200,vertex-pull,32148800,vertex-push,61832400,vertex-push-warp,27883900
ff 15,edge-list,13942300,rev-edge-list,15111900,vertex-pull,8731160,vertex-push,46335200,vertex-push-warp,13865400
ff 05,edge-list,2357500,rev-edge-list,2447380,vertex-pull,1759390,vertex-push,24489200,vertex-push-warp,6319380
re 50,edge-list,82804200,rev-edge-list,92128400,vertex-pull,53795000,vertex-push,38831100,vertex-push-warp,105010000
re 30,edge-list,5906500,rev-edge-list,6503880,vertex-pull,10839700,vertex-push,1930980,vertex-push-warp,10896000
re 15,edge-list,14039400,rev-edge-list,15343900,vertex-pull,17101800,vertex-push,9669840,vertex-push-warp,42634100
re 05,edge-list,305249,rev-edge-list,320140,vertex-pull,627341,vertex-push,280466,vertex-push-warp,1336610
rw 50,edge-list,52427000,rev-edge-list,56727100,vertex-pull,72884800,vertex-push,28149300,vertex-push-warp,142536000
rw 30,edge-list,34659600,rev-edge-list,37210200,vertex-pull,56988500,vertex-push,21573700,vertex-push-warp,113826000
rw 15,edge-list,14002300,rev-edge-list,14817700,vertex-pull,23845200,vertex-push,10351600,vertex-push-warp,54051400
rw 05,edge-list,5933040,rev-edge-list,6268640,vertex-pull,10656400,vertex-push,5152880,vertex-push-warp,24759100
,,,,,,,,,,
flickr-links.edges,1,,2,,3,,4,,5,
graph,edge-list,421755000,rev-edge-list,458014000,vertex-pull,149610000,vertex-push,123715000,vertex-push-warp,165952000
ff 50,edge-list,140149000,rev-edge-list,154585000,vertex-pull,91959100,vertex-push,90297200,vertex-push-warp,48674200
ff 30,edge-list,62136900,rev-edge-list,68459300,vertex-pull,44797100,vertex-push,73694200,vertex-push-warp,24921900
ff 15,edge-list,19115900,rev-edge-list,20653400,vertex-pull,27940300,vertex-push,50834000,vertex-push-warp,12412200
ff 05,edge-list,2150580,rev-edge-list,2249700,vertex-pull,10526700,vertex-push,22317300,vertex-push-warp,5545070
re 50,edge-list,106240000,rev-edge-list,119239000,vertex-pull,41946400,vertex-push,33269500,vertex-push-warp,73224500
re 30,edge-list,5837860,rev-edge-list,6519300,vertex-pull,7558240,vertex-push,992011,vertex-push-warp,5499220
re 15,edge-list,19152100,rev-edge-list,21033500,vertex-pull,12465200,vertex-push,8574620,vertex-push-warp,29788100
re 05,edge-list,3712070,rev-edge-list,3957470,vertex-pull,4042220,vertex-push,2570660,vertex-push-warp,9705030
rw 50,edge-list,71575200,rev-edge-list,78456100,vertex-pull,68499200,vertex-push,30828100,vertex-push-warp,104450000
rw 30,edge-list,32746800,rev-edge-list,35152000,vertex-pull,30669000,vertex-push,15225300,vertex-push-warp,60130000
rw 15,edge-list,15070200,rev-edge-list,15680500,vertex-pull,15031800,vertex-push,8430930,vertex-push-warp,33173200
rw 05,edge-list,5220280,rev-edge-list,5240220,vertex-pull,5964180,vertex-push,3483090,vertex-push-warp,13552300
,,,,,,,,,,
flixster.edges,1,,2,,3,,4,,5,
graph,edge-list,74767600,rev-edge-list,79723100,vertex-pull,58535300,vertex-push,30916300,vertex-push-warp,87730900
ff 50,edge-list,33200700,rev-edge-list,35228500,vertex-pull,26202700,vertex-push,16438200,vertex-push-warp,46407700
ff 30,edge-list,16392100,rev-edge-list,17191600,vertex-pull,12396700,vertex-push,8424650,vertex-push-warp,26744600
ff 15,edge-list,6708680,rev-edge-list,6937270,vertex-pull,5084740,vertex-push,5825550,vertex-push-warp,13091900
ff 05,edge-list,1523430,rev-edge-list,1520550,vertex-pull,1921390,vertex-push,3278680,vertex-push-warp,3962360
re 50,edge-list,63291800,rev-edge-list,72365900,vertex-pull,45189800,vertex-push,25223800,vertex-push-warp,99234600
re 30,edge-list,38880600,rev-edge-list,44147500,vertex-pull,33434300,vertex-push,16907600,vertex-push-warp,75244700
re 15,edge-list,15169500,rev-edge-list,16778800,vertex-pull,16257200,vertex-push,8415240,vertex-push-warp,37943200
re 05,edge-list,464015,rev-edge-list,494647,vertex-pull,705132,vertex-push,320510,vertex-push-warp,1492790
rw 50,edge-list,59863400,rev-edge-list,66297200,vertex-pull,45883400,vertex-push,25831700,vertex-push-warp,93180600
rw 30,edge-list,35789700,rev-edge-list,39027800,vertex-pull,30590100,vertex-push,16286700,vertex-push-warp,64261200
rw 15,edge-list,21693000,rev-edge-list,23016800,vertex-pull,19599900,vertex-push,10165900,vertex-push-warp,44823000
rw 05,edge-list,639267,rev-edge-list,638425,vertex-pull,839003,vertex-push,336077,vertex-push-warp,1492860
,,,,,,,,,,
foldoc.edges,1,,2,,3,,4,,5,
graph,edge-list,1837900,rev-edge-list,1849650,vertex-pull,1279510,vertex-push,1207550,vertex-push-warp,1678990
ff 50,edge-list,336231,rev-edge-list,288427,vertex-pull,480353,vertex-push,553579,vertex-push-warp,839906
ff 30,edge-list,255992,rev-edge-list,223619,vertex-pull,335674,vertex-push,487712,vertex-push-warp,667033
ff 15,edge-list,267697,rev-edge-list,223323,vertex-pull,280398,vertex-push,460414,vertex-push-warp,685976
ff 05,edge-list,205632,rev-edge-list,180623,vertex-pull,193314,vertex-push,326175,vertex-push-warp,509175
re 50,edge-list,204225,rev-edge-list,181889,vertex-pull,318383,vertex-push,176838,vertex-push-warp,393806
re 30,edge-list,109258,rev-edge-list,95622,vertex-pull,109956,vertex-push,95637,vertex-push-warp,194375
re 15,edge-list,163736,rev-edge-list,132093,vertex-pull,155839,vertex-push,138364,vertex-push-warp,287674
re 05,edge-list,106160,rev-edge-list,91568,vertex-pull,99539,vertex-push,95141,vertex-push-warp,194717
rw 50,edge-list,1286190,rev-edge-list,1168630,vertex-pull,1384240,vertex-push,1364100,vertex-push-warp,2793800
rw 30,edge-list,1340020,rev-edge-list,1161650,vertex-pull,1349840,vertex-push,1318580,vertex-push-warp,2754110
rw 15,edge-list,105559,rev-edge-list,91786,vertex-pull,122914,vertex-push,95056,vertex-push-warp,192620
rw 05,edge-list,109416,rev-edge-list,96237,vertex-pull,101966,vertex-push,96512,vertex-push-warp,195684
,,,,,,,,,,
hyves.edges,1,,2,,3,,4,,5,
graph,edge-list,41318900,rev-edge-list,43397700,vertex-pull,82030300,vertex-push,111412000,vertex-push-warp,71500800
ff 50,edge-list,14279200,rev-edge-list,14837700,vertex-pull,46458600,vertex-push,64196700,vertex-push-warp,29009800
ff 30,edge-list,8412840,rev-edge-list,8664390,vertex-pull,41263900,vertex-push,68938700,vertex-push-warp,17407800
ff 15,edge-list,3492350,rev-edge-list,3561530,vertex-pull,38355200,vertex-push,67512600,vertex-push-warp,7567710
ff 05,edge-list,1286140,rev-edge-list,1299560,vertex-pull,12498000,vertex-push,22839400,vertex-push-warp,2938140
re 50,edge-list,32895600,rev-edge-list,37327100,vertex-pull,66182100,vertex-push,47749300,vertex-push-warp,77882800
re 30,edge-list,24170300,rev-edge-list,26841400,vertex-pull,43977900,vertex-push,25351800,vertex-push-warp,69140000
re 15,edge-list,703849,rev-edge-list,736294,vertex-pull,3465000,vertex-push,452735,vertex-push-warp,2303970
re 05,edge-list,369610,rev-edge-list,363724,vertex-pull,1476180,vertex-push,314853,vertex-push-warp,1275180
rw 50,edge-list,26917500,rev-edge-list,28977200,vertex-pull,61663700,vertex-push,57567700,vertex-push-warp,60133400
rw 30,edge-list,18366800,rev-edge-list,19190900,vertex-pull,30935700,vertex-push,25650500,vertex-push-warp,45881900
rw 15,edge-list,13547100,rev-edge-list,13717000,vertex-pull,21419400,vertex-push,14548100,vertex-push-warp,36200000
rw 05,edge-list,7466180,rev-edge-list,7333400,vertex-pull,12362600,vertex-push,7622160,vertex-push-warp,20117500
,,,,,,,,,,
libimseti.edges,1,,2,,3,,4,,5,
graph,edge-list,126176000,rev-edge-list,142530000,vertex-pull,51003000,vertex-push,155428000,vertex-push-warp,18606600
ff 50,edge-list,5709790,rev-edge-list,6221130,vertex-pull,3402490,vertex-push,46790700,vertex-push-warp,4346770
ff 30,edge-list,1157700,rev-edge-list,1220110,vertex-pull,973711,vertex-push,35945200,vertex-push-warp,2889580
ff 15,edge-list,387585,rev-edge-list,359201,vertex-pull,381176,vertex-push,28462800,vertex-push-warp,2243340
ff 05,edge-list,224103,rev-edge-list,201652,vertex-pull,261166,vertex-push,3892090,vertex-push-warp,1038720
re 50,edge-list,700737,rev-edge-list,753853,vertex-pull,1488080,vertex-push,419059,vertex-push-warp,1990650
re 30,edge-list,347710,rev-edge-list,369913,vertex-pull,728471,vertex-push,321753,vertex-push-warp,1244560
re 15,edge-list,127470,rev-edge-list,126935,vertex-pull,202943,vertex-push,154789,vertex-push-warp,386887
re 05,edge-list,100410,rev-edge-list,108942,vertex-pull,117345,vertex-push,108501,vertex-push-warp,203951
rw 50,edge-list,3546250,rev-edge-list,3947240,vertex-pull,5705940,vertex-push,2746160,vertex-push-warp,8596020
rw 30,edge-list,2053080,rev-edge-list,2267720,vertex-pull,3063320,vertex-push,2211020,vertex-push-warp,6229300
rw 15,edge-list,1530000,rev-edge-list,1690060,vertex-pull,2113290,vertex-push,1646960,vertex-push-warp,3567650
rw 05,edge-list,1614390,rev-edge-list,1499260,vertex-pull,1925880,vertex-push,1810240,vertex-push-warp,3381380
,,,,,,,,,,
linux.edges,1,,2,,3,,4,,5,
graph,edge-list,2081250,rev-edge-list,2118940,vertex-pull,16675300,vertex-push,961865,vertex-push-warp,1795310
ff 50,edge-list,1003040,rev-edge-list,972158,vertex-pull,6978390,vertex-push,923744,vertex-push-warp,1358210
ff 30,edge-list,559829,rev-edge-list,523579,vertex-pull,2602570,vertex-push,759341,vertex-push-warp,1101970
ff 15,edge-list,583907,rev-edge-list,570297,vertex-pull,1763880,vertex-push,909279,vertex-push-warp,1354260
ff 05,edge-list,521591,rev-edge-list,474218,vertex-pull,874125,vertex-push,777802,vertex-push-warp,1151590
re 50,edge-list,693929,rev-edge-list,667895,vertex-pull,11357200,vertex-push,624285,vertex-push-warp,1406920
re 30,edge-list,146056,rev-edge-list,152703,vertex-pull,1146150,vertex-push,142746,vertex-push-warp,299353
re 15,edge-list,103789,rev-edge-list,102176,vertex-pull,394366,vertex-push,97193,vertex-push-warp,198638
re 05,edge-list,103622,rev-edge-list,101847,vertex-pull,170030,vertex-push,95052,vertex-push-warp,194633
rw 50,edge-list,484195,rev-edge-list,495861,vertex-pull,2433520,vertex-push,846450,vertex-push-warp,1182230
rw 30,edge-list,456220,rev-edge-list,432930,vertex-pull,1605880,vertex-push,779807,vertex-push-warp,1115930
rw 15,edge-list,561420,rev-edge-list,584283,vertex-pull,1530970,vertex-push,889639,vertex-push-warp,1335410
rw 05,edge-list,567364,rev-edge-list,545861,vertex-pull,957217,vertex-push,668776,vertex-push-warp,1250550
,,,,,,,,,,
livemocha.edges,1,,2,,3,,4,,5,
graph,edge-list,20998800,rev-edge-list,22914600,vertex-pull,10483200,vertex-push,15160700,vertex-push-warp,6618870
ff 50,edge-list,1385390,rev-edge-list,1452130,vertex-pull,2593120,vertex-push,7285290,vertex-push-warp,2863990
ff 30,edge-list,581193,rev-edge-list,591197,vertex-pull,1727290,vertex-push,6021860,vertex-push-warp,1704000
ff 15,edge-list,331660,rev-edge-list,331700,vertex-pull,1880260,vertex-push,5376820,vertex-push-warp,1321590
ff 05,edge-list,161787,rev-edge-list,152866,vertex-pull,137626,vertex-push,2365980,vertex-push-warp,649043
re 50,edge-list,2618910,rev-edge-list,2866260,vertex-pull,1801040,vertex-push,1590170,vertex-push-warp,4309190
re 30,edge-list,1904740,rev-edge-list,1980500,vertex-pull,1387830,vertex-push,1445490,vertex-push-warp,3420360
re 15,edge-list,356091,rev-edge-list,344703,vertex-pull,397750,vertex-push,292687,vertex-push-warp,643087
re 05,edge-list,105710,rev-edge-list,97727,vertex-pull,111515,vertex-push,93157,vertex-push-warp,195146
rw 50,edge-list,2928970,rev-edge-list,3180000,vertex-pull,2168930,vertex-push,2043760,vertex-push-warp,4345000
rw 30,edge-list,2154130,rev-edge-list,2238080,vertex-pull,1501850,vertex-push,1837620,vertex-push-warp,3272810
rw 15,edge-list,2100100,rev-edge-list,1968200,vertex-pull,1584420,vertex-push,1508030,vertex-push-warp,2722640
rw 05,edge-list,1834580,rev-edge-list,1626330,vertex-pull,1790990,vertex-push,1788060,vertex-push-warp,3499900
,,,,,,,,,,
loc-brightkite_edges.edges,1,,2,,3,,4,,5,
graph,edge-list,4803380,rev-edge-list,5079000,vertex-pull,2761430,vertex-push,5477670,vertex-push-warp,4632210
ff 50,edge-list,1186690,rev-edge-list,1263830,vertex-pull,1323730,vertex-push,3870400,vertex-push-warp,1680730
ff 30,edge-list,572140,rev-edge-list,594412,vertex-pull,933246,vertex-push,3089300,vertex-push-warp,959268
ff 15,edge-list,351965,rev-edge-list,335644,vertex-pull,854020,vertex-push,2919400,vertex-push-warp,924786
ff 05,edge-list,163209,rev-edge-list,146937,vertex-pull,161506,vertex-push,1697650,vertex-push-warp,529217
re 50,edge-list,1855710,rev-edge-list,1893380,vertex-pull,1730990,vertex-push,1850700,vertex-push-warp,3079490
re 30,edge-list,1518620,rev-edge-list,1550080,vertex-pull,1383180,vertex-push,1442890,vertex-push-warp,2226960
re 15,edge-list,921829,rev-edge-list,874406,vertex-pull,1196770,vertex-push,1195560,vertex-push-warp,1933520
re 05,edge-list,152035,rev-edge-list,141053,vertex-pull,163633,vertex-push,141431,vertex-push-warp,290896
rw 50,edge-list,1999110,rev-edge-list,2020070,vertex-pull,1548760,vertex-push,2019430,vertex-push-warp,2937430
rw 30,edge-list,1436090,rev-edge-list,1302840,vertex-pull,1330080,vertex-push,1545300,vertex-push-warp,1958090
rw 15,edge-list,1213120,rev-edge-list,1072690,vertex-pull,1515800,vertex-push,1438740,vertex-push-warp,2336170
rw 05,edge-list,1419590,rev-edge-list,1209120,vertex-pull,1459030,vertex-push,1455610,vertex-push-warp,2786510
,,,,,,,,,,
loc-gowalla_edges.edges,1,,2,,3,,4,,5,
graph,edge-list,17839200,rev-edge-list,19102600,vertex-pull,7593070,vertex-push,33521800,vertex-push-warp,12878500
